"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","native-country",1000,1000,448,1,0.5625000000,4,5,1.000000e+00,5.520000e+02,4.480000e+02,5.520000e-01,4.480000e-01,1.000000e+00
"2","relationship", 740, 740,192,1,0.0613839286,4,5,1.000000e+00,5.480000e+02,1.920000e+02,7.405405e-01,2.594595e-01,7.400000e-01
"4","capital-gain", 380, 380, 29,1,0.0156250000,4,0,1.000000e+00,3.510000e+02,2.900000e+01,9.236842e-01,7.631579e-02,3.800000e-01
"8","capital-loss", 373, 373, 22,1,0.0044642857,4,0,1.000000e+00,3.510000e+02,2.200000e+01,9.410188e-01,5.898123e-02,3.730000e-01
"16","hours-per-week", 369, 369, 19,1,0.0026785714,4,2,1.000000e+00,3.500000e+02,1.900000e+01,9.485095e-01,5.149051e-02,3.690000e-01
"32","native-country", 319, 319,  8,1,0.0013392857,4,0,1.000000e+00,3.110000e+02,8.000000e+00,9.749216e-01,2.507837e-02,3.190000e-01
"64","education", 317, 317,  7,1,0.0013392857,4,2,1.000000e+00,3.100000e+02,7.000000e+00,9.779180e-01,2.208202e-02,3.170000e-01
"128","occupation", 254, 254,  2,1,0.0011160714,4,1,1.000000e+00,2.520000e+02,2.000000e+00,9.921260e-01,7.874016e-03,2.540000e-01
"256","<leaf>", 208, 208,  0,1,0.0000000000,0,0,1.000000e+00,2.080000e+02,0.000000e+00,1.000000e+00,0.000000e+00,2.080000e-01
"257","age",  46,  46,  2,1,0.0011160714,4,4,1.000000e+00,4.400000e+01,2.000000e+00,9.565217e-01,4.347826e-02,4.600000e-02
"514","<leaf>",  33,  33,  0,1,0.0000000000,0,0,1.000000e+00,3.300000e+01,0.000000e+00,1.000000e+00,0.000000e+00,3.300000e-02
"515","fnlwgt",  13,  13,  2,1,0.0011160714,4,0,1.000000e+00,1.100000e+01,2.000000e+00,8.461538e-01,1.538462e-01,1.300000e-02
"1030","marital-status",  12,  12,  1,1,0.0011160714,4,0,1.000000e+00,1.100000e+01,1.000000e+00,9.166667e-01,8.333333e-02,1.200000e-02
