"","count","ncat","improve","index","adj"
"relationship",1000,6,78.7586307539485,1,0
"capital-gain",1000,-1,50.2690307473465,5095.5,0
"education",1000,16,39.733622479567,2,0
"education-num",1000,-1,39.733622479567,10.5,0
"age",1000,-1,37.4964113986243,36.5,0
"sex",0,2,0.772,3,0.242524916943522
"hours-per-week",0,-1,0.749,45.5,0.166112956810631
"workclass",0,9,0.733,4,0.112956810631229
"education",0,16,0.726,5,0.0897009966777409
"occupation",0,15,0.725,6,0.0863787375415283
"capital-gain",699,-1,12.8764585245644,6571.5,0
"occupation",699,15,5.25769358138714,7,0
"capital-loss",699,-1,3.99024402795357,1926.5,0
"education",699,16,2.7834669595211,8,0
"education-num",699,-1,2.62550635999654,10.5,0
"capital-loss",692,-1,4.10061836268322,1926.5,0
"occupation",692,15,3.51808513782272,9,0
"education",692,16,1.86079067783147,10,0
"education-num",692,-1,1.86079067783147,15.5,0
"age",692,-1,1.77793170651859,37.5,0
"occupation",688,15,3.26929281464574,11,0
"education",688,16,1.87686605057377,12,0
"education-num",688,-1,1.87686605057377,15.5,0
"age",688,-1,1.37817817580027,37.5,0
"fnlwgt",688,-1,1.18870444937496,139175.5,0
"workclass",0,9,0.828488372093023,13,0.0634920634920636
"native-country",0,42,0.828488372093023,14,0.0634920634920636
"age",0,-1,0.819767441860465,58.5,0.0158730158730159
"fnlwgt",0,1,0.819767441860465,27042,0.0158730158730159
"education",0,16,0.818313953488372,15,0.00793650793650795
"education",562,16,0.595766587445194,16,0
"education-num",562,-1,0.407363865646666,12.5,0
"occupation",562,15,0.406081533420256,17,0
"hours-per-week",562,-1,0.365411505086033,49.5,0
"marital-status",562,7,0.325256128460985,18,0
"education-num",0,-1,0.96797153024911,12.5,0.617021276595745
"capital-gain",0,-1,0.918149466192171,4095,0.0212765957446814
"native-country",0,42,0.918149466192171,19,0.0212765957446814
"hours-per-week",515,-1,0.149962658700511,57.5,0
"occupation",515,15,0.0461165048543559,20,0
"marital-status",515,7,0.0353321911288649,21,0
"age",515,-1,0.0231435318813857,39.5,0
"fnlwgt",515,1,0.0217575304953861,116972,0
"native-country",0,42,0.976699029126214,22,0.0769230769230803
"occupation",13,15,0.512820512820512,23,0
"fnlwgt",13,1,0.246153846153846,118191.5,0
"marital-status",13,7,0.246153846153846,24,0
"age",13,1,0.131868131868131,41,0
"education",13,16,0.131868131868131,25,0
"fnlwgt",3,1,1.33333333333333,118212.5,0
"age",3,-1,0.333333333333333,34,0
"education",3,16,0.333333333333333,26,0
"education-num",3,1,0.333333333333333,9.5,0
"marital-status",3,7,0.333333333333333,27,0
"marital-status",47,7,2.36792942397509,28,0
"native-country",47,42,1.7104532839963,29,0
"race",47,5,1.1096251266464,30,0
"fnlwgt",47,-1,0.847604220723055,277757,0
"workclass",47,9,0.719148936170213,31,0
"relationship",0,6,0.914893617021277,32,0.333333333333333
"native-country",0,42,0.893617021276596,33,0.166666666666666
"workclass",41,9,1.95121951219512,34,0
"hours-per-week",41,-1,0.951219512195123,52.5,0
"age",41,-1,0.0845528455284563,33.5,0
"fnlwgt",41,-1,0.051219512195122,181528,0
"occupation",41,15,0.0464576074332173,35,0
"fnlwgt",6,-1,3,137862.5,0
"age",6,1,1.5,35.5,0
"occupation",6,15,1.5,36,0
"race",6,5,1.5,37,0
"sex",6,2,1.5,38,0
"age",0,1,0.833333333333333,35.5,0.666666666666667
"workclass",0,9,0.666666666666667,39,0.333333333333333
"relationship",0,6,0.666666666666667,40,0.333333333333333
"hours-per-week",0,1,0.666666666666667,45,0.333333333333333
"native-country",0,42,0.666666666666667,41,0.333333333333333
"marital-status",126,7,5.33375104427735,42,0
"relationship",126,6,5.33375104427735,43,0
"education",126,16,3.12581316679676,44,0
"hours-per-week",126,-1,1.73790166473093,58,0
"education-num",126,-1,1.5086984126984,15,0
"education",0,16,0.912698412698413,45,0.083333333333333
"education",114,16,3.63652312599682,46,0
"hours-per-week",114,-1,2.06543385490754,58,0
"education-num",114,-1,1.67924235367179,15,0
"age",114,-1,0.998434547908232,42,0
"occupation",114,15,0.599377134484353,47,0
"hours-per-week",110,-1,2.24304729538374,58,0
"workclass",110,9,0.707291808641136,48,0
"occupation",110,15,0.409090909090901,49,0
"education",110,16,0.294501243437409,50,0
"fnlwgt",110,1,0.288336192109774,29227.5,0
"workclass",107,9,0.570987792335554,51,0
"occupation",107,15,0.518277290683109,52,0
"education",107,16,0.380167907492476,53,0
"education-num",107,-1,0.313960280373831,9.5,0
"fnlwgt",107,-1,0.24643577056991,419680.5,0
"occupation",0,15,0.841121495327103,54,0.105263157894737
"marital-status",0,7,0.831775700934579,55,0.0526315789473684
"race",0,5,0.831775700934579,56,0.0526315789473684
"fnlwgt",88,-1,0.333187294633073,419680.5,0
"age",88,-1,0.102073365231255,53.5,0
"marital-status",88,7,0.0830039525691695,57,0
"education",88,16,0.0757575757575757,58,0
"hours-per-week",88,-1,0.0698215026982094,44.5,0
"education",83,16,0.0870147255689451,59,0
"education-num",83,-1,0.0759036144578336,12.5,0
"relationship",83,6,0.0473321858864064,60,0
"age",83,1,0.0365096750638958,26.5,0
"fnlwgt",83,1,0.0285351934052038,178141.5,0
"education-num",0,-1,0.975903614457831,12.5,0.888888888888889
"native-country",0,42,0.807228915662651,61,0.111111111111111
"workclass",0,9,0.795180722891566,62,0.0555555555555557
"relationship",18,6,0.288888888888889,63,0
"age",18,1,0.222222222222223,26.5,0
"fnlwgt",18,1,0.138888888888889,181123.5,0
"sex",18,2,0.138888888888889,64,0
"marital-status",18,7,0.0707070707070707,65,0
"native-country",0,42,0.833333333333333,66,0.4
"age",0,1,0.777777777777778,27.5,0.2
"occupation",0,15,0.777777777777778,67,0.2
"race",0,5,0.777777777777778,68,0.2
"fnlwgt",5,1,0.6,203877,0
"occupation",5,15,0.6,69,0
"sex",5,2,0.6,70,0
"age",5,-1,0.266666666666667,25.5,0
"native-country",5,42,0.266666666666667,71,0
"age",0,1,0.8,26.5,0.5
"age",2,-1,1,24.5,0
"fnlwgt",2,-1,1,162999.5,0
"occupation",2,15,1,72,0
"sex",2,2,1,73,0
"age",5,-1,1.6,46.5,0
"fnlwgt",5,1,1.6,436081,0
"education",5,16,0.6,74,0
"race",5,5,0.6,75,0
"sex",5,2,0.6,76,0
"education",19,16,0.688995215311005,77,0
"fnlwgt",19,-1,0.552631578947368,138390.5,0
"education-num",19,-1,0.552631578947368,9.5,0
"sex",19,2,0.552631578947368,78,0
"occupation",19,15,0.539811066126855,79,0
"education-num",0,-1,0.947368421052632,9.5,0.875
"fnlwgt",0,-1,0.789473684210526,124730.5,0.5
"age",0,1,0.736842105263158,58.5,0.375
"marital-status",0,7,0.736842105263158,80,0.375
"occupation",0,15,0.736842105263158,81,0.375
"occupation",11,15,1.36363636363636,82,0
"hours-per-week",11,-1,1.16363636363636,49,0
"fnlwgt",11,1,0.935064935064935,200102,0
"sex",11,2,0.935064935064935,83,0
"age",11,-1,0.649350649350649,42,0
"age",0,-1,0.818181818181818,42,0.6
"marital-status",0,7,0.818181818181818,84,0.6
"fnlwgt",0,1,0.727272727272727,200102,0.4
"sex",0,2,0.727272727272727,85,0.4
"hours-per-week",0,-1,0.727272727272727,37.5,0.4
"age",6,1,0.6,30,0
"fnlwgt",6,-1,0.6,138390.5,0
"marital-status",6,7,0.6,86,0
"relationship",6,6,0.6,87,0
"sex",6,2,0.6,88,0
"hours-per-week",5,-1,0.9,49,0
"age",5,-1,0.4,40,0
"fnlwgt",5,-1,0.4,138390.5,0
"marital-status",5,7,0.4,89,0
"sex",5,2,0.4,90,0
"workclass",4,9,0.5,91,0
"fnlwgt",4,1,0.5,149084.5,0
"education",4,16,0.5,92,0
"education-num",4,-1,0.5,11.5,0
"age",4,-1,0.166666666666667,41,0
"age",2,1,1,50.5,0
"fnlwgt",2,1,1,149084.5,0
"education",2,16,1,93,0
"education-num",2,-1,1,11.5,0
"race",2,5,1,94,0
"age",3,1,1.33333333333333,52.5,0
"sex",3,2,1.33333333333333,95,0
"workclass",3,9,0.333333333333333,96,0
"fnlwgt",3,1,0.333333333333333,84205.5,0
"education",3,16,0.333333333333333,97,0
"age",4,-1,1.5,35,0
"fnlwgt",4,-1,0.5,183466.5,0
"marital-status",4,7,0.5,98,0
"occupation",4,15,0.5,99,0
"education",4,16,0.166666666666667,100,0
"age",12,1,2.72222222222222,49,0
"fnlwgt",12,-1,2.51904761904762,164536,0
"workclass",12,9,0.833333333333332,101,0
"education-num",12,-1,0.804761904761905,9.5,0
"education",12,16,0.804761904761904,102,0
"workclass",0,9,0.833333333333333,103,0.333333333333333
"fnlwgt",0,-1,0.833333333333333,164536,0.333333333333333
"education",0,16,0.833333333333333,104,0.333333333333333
"age",9,-1,1.36111111111111,23,0
"fnlwgt",9,-1,1.36111111111111,88549,0
"education",9,16,0.711111111111111,105,0
"education-num",9,-1,0.711111111111111,9.5,0
"occupation",9,15,0.396825396825396,106,0
"fnlwgt",8,-1,1.75,88549,0
"occupation",8,15,0.75,107,0
"age",8,1,0.25,41,0
"education",8,16,0.25,108,0
"education-num",8,-1,0.25,9.5,0
"age",4,-1,1.5,28,0
"education",4,16,1.5,109,0
"education-num",4,1,1.5,11,0
"marital-status",4,7,1.5,110,0
"occupation",4,15,1.5,111,0
"education",301,16,24.8488027817465,112,0
"education-num",301,-1,24.2376384230029,12.5,0
"occupation",301,15,19.7204611559702,113,0
"capital-gain",301,-1,18.1307082173812,5095.5,0
"age",301,-1,11.4703773168101,31.5,0
"education-num",0,-1,0.943521594684385,10.5,0.842592592592592
"occupation",0,15,0.760797342192691,114,0.333333333333333
"native-country",0,42,0.677740863787375,115,0.101851851851852
"capital-gain",0,-1,0.664451827242525,7493,0.0648148148148149
"capital-loss",0,-1,0.664451827242525,1556.5,0.0648148148148149
"capital-gain",193,-1,12.6482440990213,5095.5,0
"age",193,-1,3.79542756155361,49.5,0
"occupation",193,15,2.59878056019608,116,0
"fnlwgt",193,1,2.24751550157139,403129.5,0
"workclass",193,9,2.24109569187289,117,0
"native-country",0,42,0.937823834196891,118,0.0769230769230772
"occupation",180,15,2.52525252525254,119,0
"age",180,-1,2.27904040404042,31.5,0
"fnlwgt",180,1,1.63398692810459,403129.5,0
"hours-per-week",180,-1,1.58006596834072,43.5,0
"education",180,16,1.46198830409358,120,0
"workclass",0,9,0.594444444444444,121,0.0987654320987653
"fnlwgt",0,1,0.594444444444444,136079,0.0987654320987653
"education",0,16,0.566666666666667,122,0.0370370370370369
"native-country",0,42,0.566666666666667,123,0.0370370370370369
"race",0,5,0.561111111111111,124,0.0246913580246913
"age",99,-1,2.42568542568542,49,0
"fnlwgt",99,1,1.22222222222222,223552.5,0
"workclass",99,9,1.13424568263278,125,0
"education",99,16,0.907955964135738,126,0
"occupation",99,15,0.74298709991481,127,0
