"","count","ncat","improve","index","adj"
"marital-status",1000,7,68.2716057855928,1,0
"relationship",1000,6,67.3992285882837,2,0
"education",1000,16,48.3066827580088,3,0
"education-num",1000,-1,48.0340000503792,12.5,0
"age",1000,-1,47.1816901030041,32.5,0
"relationship",0,6,0.994,4,0.982558139534884
"sex",0,2,0.751,5,0.276162790697674
"age",0,-1,0.733,29.5,0.223837209302325
"occupation",0,15,0.721,6,0.188953488372093
"hours-per-week",0,-1,0.701,41.5,0.130813953488372
"capital-gain",656,-1,14.7970867208672,7731.5,0
"education",656,16,9.83176400215466,7,0
"education-num",656,-1,8.60851082102367,12.5,0
"capital-loss",656,-1,7.10574786648485,782,0
"occupation",656,15,6.14579829481099,8,0
"capital-loss",648,-1,7.42190775681345,782,0
"education",648,16,5.33888888888894,9,0
"education-num",648,-1,4.97113055052817,12.5,0
"occupation",648,15,4.01388888888888,10,0
"age",648,-1,2.47367149758455,28.5,0
"education",636,16,2.73068787270986,11,0
"education-num",636,-1,2.68594653876327,12.5,0
"occupation",636,15,2.34991965435407,12,0
"age",636,-1,1.16546598056032,28.5,0
"native-country",636,42,0.916770827133309,13,0
"education-num",0,-1,0.998427672955975,12.5,0.986301369863013
"occupation",0,15,0.918238993710692,14,0.287671232876713
"native-country",0,42,0.891509433962264,15,0.0547945205479452
"capital-gain",0,-1,0.889937106918239,3116,0.0410958904109594
"age",563,-1,0.982288668737331,74,0
"workclass",563,9,0.982288668737331,16,0
"fnlwgt",563,-1,0.247635806500525,356557,0
"occupation",563,15,0.24495149610603,17,0
"race",563,5,0.182494965295082,18,0
"fnlwgt",561,-1,0.261601819411137,356557,0
"occupation",561,15,0.190867955573824,19,0
"workclass",561,9,0.114409475216292,20,0
"hours-per-week",561,-1,0.0501336898395319,49.5,0
"sex",561,2,0.0351224664949941,21,0
"native-country",0,42,0.950089126559715,22,0.0344827586206884
"occupation",29,15,2.39080459770115,23,0
"workclass",29,9,1.79556650246306,24,0
"fnlwgt",29,1,1.79556650246306,368132.5,0
"age",29,-1,0.304137931034482,45.5,0
"hours-per-week",29,-1,0.304137931034482,49,0
"workclass",0,9,0.931034482758621,25,0.333333333333333
"fnlwgt",3,1,1.33333333333333,422386,0
"education",3,16,1.33333333333333,26,0
"education-num",3,-1,1.33333333333333,7.5,0
"age",3,1,0.333333333333333,33,0
"workclass",3,9,0.333333333333333,27,0
"age",2,1,1,76.5,0
"workclass",2,9,1,28,0
"fnlwgt",2,1,1,108550,0
"relationship",2,6,1,29,0
"race",2,5,1,30,0
"age",73,-1,1.74553756745538,33,0
"native-country",73,42,1.4627092846271,31,0
"occupation",73,15,1.28553210744992,32,0
"education",73,16,1.03275759380584,33,0
"education-num",73,-1,1.03275759380584,14.5,0
"marital-status",0,7,0.821917808219178,34,0.606060606060606
"occupation",0,15,0.712328767123288,35,0.363636363636364
"relationship",0,6,0.684931506849315,36,0.303030303030303
"workclass",0,9,0.643835616438356,37,0.212121212121212
"education",0,16,0.643835616438356,38,0.212121212121212
"native-country",33,42,1.93939393939394,39,0
"hours-per-week",33,-1,0.939393939393939,62,0
"fnlwgt",33,1,0.439393939393939,94361.5,0
"race",33,5,0.225108225108224,40,0
