"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","capital-gain",1000,1000,184,1,0.157608696,4,1,1.000000e+00,8.160000e+02,1.840000e+02,8.160000e-01,1.840000e-01,1.000000e+00
"2","education", 971, 971,155,1,0.081521739,4,5,1.000000e+00,8.160000e+02,1.550000e+02,8.403708e-01,1.596292e-01,9.710000e-01
"4","occupation", 780, 780, 76,1,0.013043478,4,5,1.000000e+00,7.040000e+02,7.600000e+01,9.025641e-01,9.743590e-02,7.800000e-01
"8","relationship", 533, 533, 27,1,0.008152174,4,0,1.000000e+00,5.060000e+02,2.700000e+01,9.493433e-01,5.065666e-02,5.330000e-01
"16","capital-loss", 525, 525, 23,1,0.008152174,4,0,1.000000e+00,5.020000e+02,2.300000e+01,9.561905e-01,4.380952e-02,5.250000e-01
"32","native-country", 520, 520, 20,1,0.005434783,4,0,1.000000e+00,5.000000e+02,2.000000e+01,9.615385e-01,3.846154e-02,5.200000e-01
"64","hours-per-week", 519, 519, 19,1,0.005434783,4,0,1.000000e+00,5.000000e+02,1.900000e+01,9.633911e-01,3.660886e-02,5.190000e-01
"128","workclass", 497, 497, 14,1,0.004658385,4,0,1.000000e+00,4.830000e+02,1.400000e+01,9.718310e-01,2.816901e-02,4.970000e-01
"256","fnlwgt", 488, 488, 11,1,0.004658385,4,1,1.000000e+00,4.770000e+02,1.100000e+01,9.774590e-01,2.254098e-02,4.880000e-01
"512","education", 473, 473,  8,1,0.002329193,4,5,1.000000e+00,4.650000e+02,8.000000e+00,9.830867e-01,1.691332e-02,4.730000e-01
"1024","fnlwgt", 369, 369,  2,1,0.002329193,4,1,1.000000e+00,3.670000e+02,2.000000e+00,9.945799e-01,5.420054e-03,3.690000e-01
"2048","age", 358, 358,  1,1,0.001811594,4,5,1.000000e+00,3.570000e+02,1.000000e+00,9.972067e-01,2.793296e-03,3.580000e-01
"4096","<leaf>", 280, 280,  0,1,0.000000000,0,0,1.000000e+00,2.800000e+02,0.000000e+00,1.000000e+00,0.000000e+00,2.800000e-01
"4097","age",  78,  78,  1,1,0.001811594,4,0,1.000000e+00,7.700000e+01,1.000000e+00,9.871795e-01,1.282051e-02,7.800000e-02
"8194","<leaf>",  76,  76,  0,1,0.000000000,0,0,1.000000e+00,7.600000e+01,0.000000e+00,1.000000e+00,0.000000e+00,7.600000e-02
"8195","fnlwgt",   2,   2,  1,1,0.001811594,2,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"16390","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"16391","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"2049","fnlwgt",  11,  11,  1,1,0.002329193,4,0,1.000000e+00,1.000000e+01,1.000000e+00,9.090909e-01,9.090909e-02,1.100000e-02
"4098","<leaf>",  10,  10,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-02
"4099","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"1025","age", 104, 104,  6,1,0.002329193,4,5,1.000000e+00,9.800000e+01,6.000000e+00,9.423077e-01,5.769231e-02,1.040000e-01
"2050","<leaf>",  58,  58,  0,1,0.000000000,0,0,1.000000e+00,5.800000e+01,0.000000e+00,1.000000e+00,0.000000e+00,5.800000e-02
"2051","workclass",  46,  46,  6,1,0.002329193,4,5,1.000000e+00,4.000000e+01,6.000000e+00,8.695652e-01,1.304348e-01,4.600000e-02
"4102","<leaf>",  16,  16,  0,1,0.000000000,0,0,1.000000e+00,1.600000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.600000e-02
