"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","fnlwgt",1000,1000,421,1,0.5938242280,4,2,  1.00000000,579.00000000,421.00000000,  0.57900000,  0.42100000,  1.00000000
"2","relationship", 750, 750,171,1,0.0558194774,4,5,  1.00000000,579.00000000,171.00000000,  0.77200000,  0.22800000,  0.75000000
"4","capital-gain", 407, 407, 22,1,0.0166270784,4,0,  1.00000000,385.00000000, 22.00000000,  0.94594595,  0.05405405,  0.40700000
"8","hours-per-week", 400, 400, 15,1,0.0028503563,4,3,  1.00000000,385.00000000, 15.00000000,  0.96250000,  0.03750000,  0.40000000
"16","capital-loss", 337, 337,  5,1,0.0014251781,4,0,  1.00000000,332.00000000,  5.00000000,  0.98516320,  0.01483680,  0.33700000
"32","age", 335, 335,  4,1,0.0014251781,4,0,  1.00000000,331.00000000,  4.00000000,  0.98805970,  0.01194030,  0.33500000
"64","occupation", 322, 322,  2,1,0.0009501188,4,5,  1.00000000,320.00000000,  2.00000000,  0.99378882,  0.00621118,  0.32200000
"128","<leaf>", 269, 269,  0,1,0.0000000000,0,0,  1.00000000,269.00000000,  0.00000000,  1.00000000,  0.00000000,  0.26900000
"129","fnlwgt",  53,  53,  2,1,0.0009501188,4,1,  1.00000000, 51.00000000,  2.00000000,  0.96226415,  0.03773585,  0.05300000
"258","race",  50,  50,  1,1,0.0009501188,4,0,  1.00000000, 49.00000000,  1.00000000,  0.98000000,  0.02000000,  0.05000000
"516","<leaf>",  47,  47,  0,1,0.0000000000,0,0,  1.00000000, 47.00000000,  0.00000000,  1.00000000,  0.00000000,  0.04700000
"517","age",   3,   3,  1,1,0.0009501188,4,0,  1.00000000,  2.00000000,  1.00000000,  0.66666667,  0.33333333,  0.00300000
"1034","<leaf>",   2,   2,  0,1,0.0000000000,0,0,  1.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00200000
"1035","<leaf>",   1,   1,  0,2,0.0000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"259","age",   3,   3,  1,1,0.0009501188,4,0,  1.00000000,  2.00000000,  1.00000000,  0.66666667,  0.33333333,  0.00300000
"518","<leaf>",   2,   2,  0,1,0.0000000000,0,0,  1.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00200000
"519","<leaf>",   1,   1,  0,2,0.0000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"65","hours-per-week",  13,  13,  2,1,0.0014251781,4,2,  1.00000000, 11.00000000,  2.00000000,  0.84615385,  0.15384615,  0.01300000
"130","<leaf>",  10,  10,  0,1,0.0000000000,0,0,  1.00000000, 10.00000000,  0.00000000,  1.00000000,  0.00000000,  0.01000000
"131","workclass",   3,   3,  1,2,0.0014251781,4,0,  2.00000000,  1.00000000,  2.00000000,  0.33333333,  0.66666667,  0.00300000
"262","<leaf>",   1,   1,  0,1,0.0000000000,0,0,  1.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00100000
"263","<leaf>",   2,   2,  0,2,0.0000000000,0,0,  2.00000000,  0.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00200000
"33","age",   2,   2,  1,1,0.0014251781,4,0,  1.00000000,  1.00000000,  1.00000000,  0.50000000,  0.50000000,  0.00200000
"66","<leaf>",   1,   1,  0,1,0.0000000000,0,0,  1.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00100000
"67","<leaf>",   1,   1,  0,2,0.0000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
