"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
11.4115978656912,3.41606783162968,0.507198314540987,9.67343660105016,3.32952815829528,3.90629245125753,17.3195247835054,4.10917177707393,NA,NA,NA,NA,2.85388127853881,4.45266868959711
8.12964056196641,7.07115547893799,7.54118022328549,8.20636622038685,0.310661764705881,1.79556650246306,7.05479876160991,1.00650931218883,NA,NA,6.73684210526316,NA,7.34750769526311,0.48105476673428
6.98779787087832,8.22902733092201,5.30105116666382,14.6775616127395,8.68676328502416,11.0322580645161,13.0397545480855,0.507936507936508,0.64935064935065,0.507936507936508,1.24096618357488,NA,5.28191976043563,1.24096618357488
7.48988903759483,6.43331941081351,1.18008821676118,10.7928761957652,9.63674551853985,6.87507652280379,10.7910034632608,9.42340067340067,0.438335624677779,4.24720691766146,1.521372493752,2.95568997212833,2.05470582708533,NA
5.17847222222222,1.92320611261668,4.26083714405874,6.28786702052933,4.94921636479023,1.35,6.03983791953304,2.7,NA,NA,NA,NA,3.66748417721519,1.30604675273194
5.25438596491228,2.83893333333334,NA,4.13417076023392,4.05814736842105,NA,3.86842105263158,12.3266666666667,1.28947368421053,1.97226666666667,3.89333333333333,3.6056,NA,1.78362573099415
3.69754217476464,1.38062322165902,1.78571428571429,3.99166450136932,0.192076830732293,2.82528302954828,1.99975554558909,3.13457429376679,1.47058823529412,NA,7.96736842105263,NA,3.23663659938047,NA
17.3206317722681,16.3168684828079,7.82724031761465,8.21619942742938,3.08021390374332,26.1476767676768,23.9468705354196,26.0986442199776,0.544444444444444,NA,2.25882352941176,NA,14.3812378328742,0.544444444444444
2.46,7.03224879834607,24.8486487837648,27.1569032479808,23.7445662328735,2.26643909450234,23.7469565217391,4.75919271769074,NA,NA,29.1939130434783,NA,11.3799243856333,NA
7.75504971219257,2.38918112060618,NA,23.6479210949545,18.3147167721692,0.124994830705608,22.2819361879326,5.53956043956044,NA,NA,29.3597260273973,NA,3.29045793902586,NA
7.20592592592592,6.92098765432099,17.6509432098765,15.114587654321,3.47654320987654,6.28977777777778,18.7498243386243,6.79555555555555,15.9589728395062,2.13081481481481,1.60952380952381,NA,21.6177777777778,1.18024691358025
5.69727486522843,27.0540559857058,13.6295281582953,26.2872904881983,18.8917958154433,0.0442951251646905,27.5374685275591,0.488739569609135,30.4263926940639,0.444444444444444,1.68294889190412,NA,NA,NA
6.59454134287241,4.65739731096583,2.3030303030303,9.00455518550497,1.63878787878788,17.0771234735414,12.666745610789,2.41939393939394,NA,NA,1.97014925373135,NA,4.13990872085851,1.80929292929293
9.33930808789154,5.49813095830559,7.64444444444444,4.03802276355505,1.31281105990783,3.63827694150546,5.34270641994299,3.52129609641441,NA,NA,NA,NA,4.00720942140297,NA
6.11484593837535,6.89189932601955,4.10342598577893,1.35946981532339,NA,5.1079938824845,12.9306641234611,3.39600840336134,0.512820512820512,NA,2.46009934990638,0.0659770757618115,0.940977075761811,8.97014056927948
7.94454212454213,0.09375,4.78541666666667,7.91752181734077,6.65359629126653,9.05358252228366,13.185054945055,5.3091316681877,0.333333333333334,1.35340659340659,NA,1.6,5.61833523681727,0.522321428571429
12.8139763728335,6.68261096900657,7.8443928184148,9.36723276723277,8.32162709085786,11.9316483516483,9.40721938135125,NA,1.88895378126147,NA,3.88632967032967,NA,0.239316239316239,NA
7.26136363636364,1.50441919191919,2.6395202020202,10.8347093273157,5.58382978723404,3.60669191919192,2.52556818181818,0.65625,0.75,1.5,3.31363636363636,6.20425531914894,2.625,2.94702127659574
6.58375871009561,22.1385887788311,6.46807648679307,30.0751841948901,22.6954779411765,19.8087967914439,14.4741906869497,15.9078860294118,NA,3.41011721493005,NA,2.29166666666667,NA,NA
