"","count","ncat","improve","index","adj"
"relationship",1000,6,89.9334761965226,1,0
"marital-status",1000,7,89.3416024991733,2,0
"capital-gain",1000,-1,50.2668167539267,4718.5,0
"education",1000,16,39.6610184018054,3,0
"education-num",1000,-1,39.6610184018054,12.5,0
"marital-status",0,7,0.995,4,0.985835694050991
"occupation",0,15,0.691,5,0.124645892351275
"age",0,-1,0.69,43.5,0.121813031161473
"hours-per-week",0,-1,0.683,49,0.101983002832861
"workclass",0,9,0.677,6,0.0849858356940511
"capital-gain",647,-1,15.1444380889792,4718.5,0
"education",647,16,5.53778669846296,7,0
"education-num",647,-1,5.26912238933574,10.5,0
"occupation",647,15,4.42069263095119,8,0
"native-country",647,42,3.98542501460265,9,0
"native-country",0,42,0.982998454404946,10,0.0833333333333373
"education",635,16,2.71837916298432,11,0
"education-num",635,-1,2.71739746879096,12.5,0
"native-country",635,42,2.65907639923394,12,0
"occupation",635,15,2.65352656038569,13,0
"capital-loss",635,-1,1.87895874214462,2197,0
"education-num",0,-1,0.979527559055118,10.5,0.872549019607843
"occupation",0,15,0.881889763779528,14,0.264705882352941
"native-country",0,42,0.847244094488189,15,0.0490196078431372
"age",0,-1,0.84251968503937,69.5,0.0196078431372547
"capital-gain",0,-1,0.84251968503937,1544,0.0196078431372547
"native-country",533,42,1.95890053463865,16,0
"fnlwgt",533,1,1.06860921699094,34245,0
"occupation",533,15,0.795016863503042,17,0
"hours-per-week",533,-1,0.592420125966724,46,0
"workclass",533,9,0.320254917272997,18,0
"fnlwgt",532,1,1.08315789473687,34245,0
"occupation",532,15,0.831940963519919,19,0
"hours-per-week",532,-1,0.366736100212599,67.5,0
"workclass",532,9,0.340979606957184,20,0
"marital-status",532,7,0.167317719586352,21,0
"native-country",0,42,0.988721804511278,22,0.142857142857148
"occupation",525,15,0.37480519480517,23,0
"workclass",525,9,0.245608612744269,24,0
"fnlwgt",525,1,0.180347377684445,98576.5,0
"hours-per-week",525,-1,0.155910174935536,46,0
"age",525,-1,0.0991093760338586,56.5,0
