"","count","ncat","improve","index","adj"
"education",1000,16,63.4607873296711,1,0
"education-num",1000,-1,59.4922090761485,10.5,0
"occupation",1000,15,47.7513391464487,2,0
"capital-gain",1000,-1,32.645979521145,5095.5,0
"capital-loss",1000,-1,27.7512180728446,1748,0
"education-num",0,-1,0.973,10.5,0.873831775700934
"occupation",0,15,0.838,3,0.242990654205607
"capital-gain",0,-1,0.795,4586.5,0.0420560747663552
"capital-loss",0,-1,0.794,1730.5,0.0373831775700935
"native-country",0,42,0.792,4,0.0280373831775701
"capital-gain",786,-1,14.6489728550797,5095.5,0
"capital-loss",786,-1,12.1494420847318,1784.5,0
"occupation",786,15,11.0671347368664,5,0
"fnlwgt",786,-1,7.32294640355272,64944,0
"education",786,16,6.92479653886474,6,0
"capital-loss",777,-1,12.5561081891791,1784.5,0
"occupation",777,15,10.0163506338453,7,0
"fnlwgt",777,-1,6.23094947536211,64944,0
"relationship",777,6,5.86317790757305,8,0
"marital-status",777,7,5.66226467421797,9,0
"occupation",762,15,7.97962754655667,10,0
"fnlwgt",762,-1,4.5199810174646,64944,0
"relationship",762,6,4.39283146931474,11,0
"marital-status",762,7,4.2408827119461,12,0
"age",762,1,3.58589286728379,60.5,0
"capital-gain",672,-1,2.41312741312741,2994,0
"education",672,16,2.11651824909069,13,0
"relationship",672,6,1.82608712974906,14,0
"fnlwgt",672,-1,1.81963948640296,64944,0
"marital-status",672,7,1.77180812774037,15,0
"education",666,16,1.97683397683397,16,0
"relationship",666,6,1.65697431177314,17,0
"fnlwgt",666,-1,1.50515189623665,64944,0
"marital-status",666,7,1.4829764829765,18,0
"age",666,1,1.30842365555554,60.5,0
"education-num",0,-1,0.92042042042042,9.5,0.641891891891892
"native-country",0,42,0.786786786786787,19,0.0405405405405406
"fnlwgt",0,-1,0.779279279279279,458139,0.00675675675675685
"relationship",0,6,0.779279279279279,20,0.00675675675675685
"hours-per-week",0,-1,0.779279279279279,82,0.00675675675675685
"relationship",518,6,1.61334584442158,21,0
"hours-per-week",518,1,0.909930257756375,52.5,0
"age",518,1,0.895980013627099,59.5,0
"native-country",518,42,0.890964053754754,22,0
"occupation",518,15,0.722361741673215,23,0
"native-country",0,42,0.971042471042471,24,0.0624999999999998
"age",502,1,0.598285429709712,54,0
"hours-per-week",502,1,0.539025333266082,52.5,0
"fnlwgt",502,1,0.515207198417208,42370.5,0
"occupation",502,15,0.484891187120589,25,0
"relationship",502,6,0.249046111626015,26,0
"fnlwgt",0,-1,0.918326693227092,51554.5,0.816964285714286
"hours-per-week",0,1,0.918326693227092,52.5,0.816964285714286
"occupation",0,15,0.878486055776892,27,0.727678571428571
"marital-status",0,7,0.824701195219124,28,0.607142857142857
"relationship",0,6,0.822709163346614,29,0.602678571428572
"relationship",224,6,2.32809356136822,30,0
"marital-status",224,7,2.23471135029355,31,0
"age",224,-1,1.74474202771626,41.5,0
"occupation",224,15,0.903249414519919,32,0
"sex",224,2,0.648214285714289,33,0
"marital-status",0,7,0.991071428571429,34,0.971830985915493
"occupation",0,15,0.723214285714286,35,0.126760563380282
"age",0,-1,0.714285714285714,40.5,0.0985915492957747
"workclass",0,9,0.691964285714286,36,0.0281690140845069
"education",0,16,0.691964285714286,37,0.0281690140845069
"age",71,-1,2.10285364360074,41.5,0
"occupation",71,15,1.07303077725613,38,0
"hours-per-week",71,1,0.87329532752068,39,0
"education",71,16,0.693244211028887,39,0
"education-num",71,-1,0.693244211028887,8,0
"fnlwgt",0,1,0.690140845070423,45495,0.12
"education",0,16,0.690140845070423,40,0.12
"occupation",0,15,0.690140845070423,41,0.12
"workclass",0,9,0.661971830985915,42,0.04
"education-num",0,1,0.661971830985915,6,0.04
"fnlwgt",46,-1,0.802834846313105,306614,0
"workclass",46,9,0.790513833992095,43,0
"occupation",46,15,0.391304347826085,44,0
"age",46,-1,0.301003344481603,30.5,0
"hours-per-week",46,1,0.2991718426501,37.5,0
"race",0,5,0.869565217391304,45,0.142857142857143
"occupation",39,15,0.282051282051283,46,0
"hours-per-week",39,-1,0.234432234432235,49,0
"fnlwgt",39,-1,0.0737179487179493,191781,0
"age",39,1,0.0439560439560438,31.5,0
"education",39,16,0.0132340777502082,47,0
"hours-per-week",6,-1,0.666666666666667,45,0
"age",6,-1,0.333333333333333,30.5,0
"fnlwgt",6,-1,0.333333333333333,184845,0
"fnlwgt",0,-1,0.833333333333333,184845,0.5
"age",2,-1,1,30,0
"fnlwgt",2,1,1,197706,0
"age",7,-1,1.52380952380952,33,0
"workclass",7,9,1.19047619047619,48,0
"fnlwgt",7,1,1.19047619047619,329324,0
"hours-per-week",7,1,1.19047619047619,37.5,0
"native-country",7,42,1.19047619047619,49,0
"fnlwgt",0,1,0.857142857142857,353196,0.666666666666667
"workclass",0,9,0.714285714285714,50,0.333333333333333
"education",0,16,0.714285714285714,51,0.333333333333333
"occupation",0,15,0.714285714285714,52,0.333333333333333
"race",0,5,0.714285714285714,53,0.333333333333333
"age",3,1,1.33333333333333,39,0
"education",3,16,1.33333333333333,54,0
"education-num",3,1,1.33333333333333,10.5,0
"occupation",3,15,1.33333333333333,55,0
