"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,456,1,0.5657894737,4,5,1.000000e+00,5.440000e+02,4.560000e+02,5.440000e-01,4.560000e-01,1.000000e+00
"2","education", 406, 406, 30,1,0.0057017544,4,4,1.000000e+00,3.760000e+02,3.000000e+01,9.261084e-01,7.389163e-02,4.060000e-01
"4","capital-loss", 329, 329,  9,1,0.0021929825,4,0,1.000000e+00,3.200000e+02,9.000000e+00,9.726444e-01,2.735562e-02,3.290000e-01
"8","occupation", 328, 328,  8,1,0.0021929825,4,1,1.000000e+00,3.200000e+02,8.000000e+00,9.756098e-01,2.439024e-02,3.280000e-01
"16","age", 313, 313,  5,1,0.0013157895,4,0,1.000000e+00,3.080000e+02,5.000000e+00,9.840256e-01,1.597444e-02,3.130000e-01
"32","fnlwgt", 311, 311,  4,1,0.0013157895,4,0,1.000000e+00,3.070000e+02,4.000000e+00,9.871383e-01,1.286174e-02,3.110000e-01
"64","education", 297, 297,  2,1,0.0010964912,4,1,1.000000e+00,2.950000e+02,2.000000e+00,9.932660e-01,6.734007e-03,2.970000e-01
"128","hours-per-week", 283, 283,  1,1,0.0007309942,4,3,1.000000e+00,2.820000e+02,1.000000e+00,9.964664e-01,3.533569e-03,2.830000e-01
"256","<leaf>", 253, 253,  0,1,0.0000000000,0,0,1.000000e+00,2.530000e+02,0.000000e+00,1.000000e+00,0.000000e+00,2.530000e-01
"257","occupation",  30,  30,  1,1,0.0007309942,4,0,1.000000e+00,2.900000e+01,1.000000e+00,9.666667e-01,3.333333e-02,3.000000e-02
"514","<leaf>",  27,  27,  0,1,0.0000000000,0,0,1.000000e+00,2.700000e+01,0.000000e+00,1.000000e+00,0.000000e+00,2.700000e-02
"515","hours-per-week",   3,   3,  1,1,0.0007309942,4,0,1.000000e+00,2.000000e+00,1.000000e+00,6.666667e-01,3.333333e-01,3.000000e-03
"1030","<leaf>",   2,   2,  0,1,0.0000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"1031","<leaf>",   1,   1,  0,2,0.0000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"129","age",  14,  14,  1,1,0.0010964912,4,0,1.000000e+00,1.300000e+01,1.000000e+00,9.285714e-01,7.142857e-02,1.400000e-02
"258","<leaf>",  13,  13,  0,1,0.0000000000,0,0,1.000000e+00,1.300000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.300000e-02
"259","<leaf>",   1,   1,  0,2,0.0000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","occupation",  14,  14,  2,1,0.0013157895,4,2,1.000000e+00,1.200000e+01,2.000000e+00,8.571429e-01,1.428571e-01,1.400000e-02
"130","<leaf>",  11,  11,  0,1,0.0000000000,0,0,1.000000e+00,1.100000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.100000e-02
"131","age",   3,   3,  1,2,0.0013157895,4,0,2.000000e+00,1.000000e+00,2.000000e+00,3.333333e-01,6.666667e-01,3.000000e-03
"262","<leaf>",   1,   1,  0,1,0.0000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"263","<leaf>",   2,   2,  0,2,0.0000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
