"","count","ncat","improve","index","adj"
"hours-per-week",1000,-1,47.1704130663857,39.5,0
"age",1000,-1,43.7091391223155,36.5,0
"capital-gain",1000,-1,35.7905429553265,5095.5,0
"occupation",1000,15,33.9352698072133,1,0
"capital-loss",1000,-1,27.8363333333333,1794.5,0
"occupation",0,15,0.781,2,0.473557692307692
"education",0,16,0.75,3,0.399038461538462
"education-num",0,1,0.69,12.5,0.254807692307692
"fnlwgt",0,1,0.688,208717,0.25
"age",0,-1,0.675,36.5,0.21875
"capital-gain",416,-1,5.75651890482402,6037,0
"relationship",416,6,4.09923076923078,4,0
"education",416,16,2.36411525767962,5,0
"race",416,5,2.33026814261533,6,0
"native-country",416,42,1.90959221501392,7,0
"relationship",413,6,3.11614570025265,8,0
"native-country",413,42,1.93746914596016,9,0
"hours-per-week",413,1,1.88496125315982,5.5,0
"race",413,5,1.2188953205902,10,0
"age",413,-1,0.876151298535842,37.5,0
"native-country",0,42,0.968523002421308,11,0.133333333333335
"occupation",398,15,0.379899497487446,12,0
"age",398,-1,0.327725584443966,53.5,0
"hours-per-week",398,1,0.0478639783617614,15.5,0
"fnlwgt",398,-1,0.033136522634599,211636.5,0
"education",398,16,0.00986204430392013,13,0
"native-country",0,42,0.957286432160804,14,0.15
"education",0,16,0.952261306532663,15,0.0499999999999991
"age",20,-1,1.70526315789474,65.5,0
"education",20,16,1.6,16,0
"education-num",20,-1,1.6,12.5,0
"marital-status",20,7,0.742857142857142,17,0
"relationship",20,6,0.742857142857142,18,0
"education",19,16,0.561403508771931,19,0
"education-num",19,-1,0.561403508771931,12.5,0
"age",19,-1,0.228070175438598,53.5,0
"marital-status",19,7,0.228070175438598,20,0
"relationship",19,6,0.228070175438598,21,0
"education-num",0,-1,1,12.5,1
"native-country",0,42,0.894736842105263,22,0.333333333333334
"age",3,-1,0.333333333333333,42,0
"fnlwgt",3,-1,0.333333333333333,163200,0
"hours-per-week",3,-1,0.333333333333333,27.5,0
"native-country",3,42,0.333333333333333,23,0
"age",2,1,1,58,0
"fnlwgt",2,-1,1,163200,0
"occupation",15,15,2.91666666666667,24,0
"education",15,16,2.22222222222222,25,0
"race",15,5,2.05128205128205,26,0
"hours-per-week",15,1,2.05128205128205,5.5,0
"age",15,1,1.21212121212121,48,0
"education",0,16,0.866666666666667,27,0.714285714285714
"education-num",0,-1,0.866666666666667,9.5,0.714285714285714
"fnlwgt",0,1,0.8,173533.5,0.571428571428572
"age",0,1,0.733333333333333,38.5,0.428571428571428
"workclass",0,9,0.733333333333333,28,0.428571428571428
"education",8,16,2.25,29,0
"education-num",8,1,1.35,10.5,0
"age",8,1,0.892857142857143,48.5,0
"fnlwgt",8,-1,0.892857142857143,82295.5,0
"race",8,5,0.75,30,0
"education-num",0,1,0.875,10.5,0.75
"workclass",0,9,0.75,31,0.5
"race",0,5,0.75,32,0.5
"hours-per-week",0,1,0.75,14.5,0.5
"age",0,-1,0.625,34.5,0.25
"fnlwgt",4,-1,1.5,170000.5,0
"age",4,-1,0.5,39,0
"education",4,16,0.5,33,0
"hours-per-week",4,-1,0.5,29.5,0
"workclass",4,9,0.166666666666667,34,0
"marital-status",584,7,46.6609171399933,35,0
"relationship",584,6,43.3110506786313,36,0
"occupation",584,15,34.3029335622942,37,0
"education",584,16,31.9228338560747,38,0
"education-num",584,-1,31.9228338560747,11.5,0
"relationship",0,6,0.986301369863014,39,0.96875
"sex",0,2,0.732876712328767,40,0.390625
"occupation",0,15,0.648972602739726,41,0.19921875
"age",0,-1,0.63013698630137,28.5,0.15625
"native-country",0,42,0.585616438356164,42,0.0546875
"education",256,16,8.5157660738714,43,0
"education-num",256,-1,7.72000144050706,11.5,0
"capital-gain",256,-1,6.44642857142858,7668.5,0
"occupation",256,15,6.15369487716036,44,0
"capital-loss",256,-1,4.81571146245059,2209,0
"education-num",0,-1,0.96875,11.5,0.906976744186046
"occupation",0,15,0.77734375,45,0.337209302325581
"capital-gain",0,-1,0.6875,297,0.0697674418604651
"capital-loss",0,-1,0.67578125,1629.5,0.0348837209302326
"native-country",0,42,0.67578125,46,0.0348837209302326
"occupation",170,15,0.351719986240123,47,0
"education",170,16,0.269117647058831,48,0
"education-num",170,-1,0.209907120743039,9.5,0
"workclass",170,9,0.193500363108205,49,0
"age",170,-1,0.140692989524581,37.5,0
"workclass",0,9,0.911764705882353,50,0.166666666666666
"native-country",0,42,0.9,51,0.0555555555555554
"workclass",152,9,0.236842105263153,52,0
"occupation",152,15,0.0582706766917247,53,0
"education",152,16,0.0394736842105221,54,0
"marital-status",152,7,0.0312865497075956,55,0
"education-num",152,-1,0.0293952967525133,9.5,0
"fnlwgt",0,1,0.960526315789474,28788,0.25
"sex",8,2,0.75,56,0
"age",8,1,0.416666666666667,38.5,0
"fnlwgt",8,-1,0.416666666666667,144589.5,0
"education",8,16,0.25,57,0
"education-num",8,-1,0.25,9.5,0
"age",2,1,1,47.5,0
"fnlwgt",2,-1,1,97098.5,0
"occupation",2,15,1,58,0
"marital-status",18,7,0.888888888888889,59,0
"fnlwgt",18,1,0.444444444444446,188121,0
"sex",18,2,0.444444444444446,60,0
"education",18,16,0.355555555555556,61,0
"education-num",18,-1,0.355555555555556,9.5,0
"age",0,1,0.777777777777778,29.5,0.333333333333333
"fnlwgt",0,-1,0.777777777777778,245602.5,0.333333333333333
"relationship",0,6,0.777777777777778,62,0.333333333333333
"age",6,-1,1.33333333333333,39.5,0
"fnlwgt",6,1,1.33333333333333,190695.5,0
"education",6,16,0.666666666666667,63,0
"education-num",6,-1,0.666666666666667,9.5,0
"relationship",6,6,0.666666666666667,64,0
"workclass",0,9,0.666666666666667,65,0.333333333333333
"fnlwgt",0,1,0.666666666666667,190695.5,0.333333333333333
"hours-per-week",0,-1,0.666666666666667,42.5,0.333333333333333
"age",3,1,1.33333333333333,55.5,0
"fnlwgt",3,1,1.33333333333333,221405.5,0
"education",3,16,1.33333333333333,66,0
"education-num",3,-1,1.33333333333333,9.5,0
"sex",3,2,1.33333333333333,67,0
"capital-gain",86,-1,4.22121384004537,7668.5,0
"age",86,-1,3.99400516795865,33.5,0
"capital-loss",86,-1,3.1277668814794,2092.5,0
"occupation",86,15,3.07632268272899,68,0
"hours-per-week",86,-1,2.54656424287067,47.5,0
"age",82,-1,3.5454221958633,33.5,0
"capital-loss",82,-1,3.44643408459401,2092.5,0
"occupation",82,15,2.24712824547601,69,0
"hours-per-week",82,-1,1.78696463998133,42.5,0
"education",82,16,1.52199767711963,70,0
"occupation",0,15,0.695121951219512,71,0.285714285714286
"marital-status",0,7,0.670731707317073,72,0.228571428571429
"education",0,16,0.621951219512195,73,0.114285714285714
"native-country",0,42,0.621951219512195,74,0.114285714285714
"fnlwgt",0,-1,0.609756097560976,50057,0.0857142857142858
"occupation",35,15,0.888013136289,75,0
"hours-per-week",35,-1,0.888013136289,57.5,0
"sex",35,2,0.342857142857143,76,0
"education",35,16,0.243778801843317,77,0
"fnlwgt",35,-1,0.235714285714287,175548,0
"marital-status",0,7,0.857142857142857,78,0.166666666666666
"relationship",0,6,0.857142857142857,79,0.166666666666666
"race",0,5,0.857142857142857,80,0.166666666666666
"occupation",29,15,0.18103448275862,81,0
"age",29,-1,0.153256704980842,28.5,0
"fnlwgt",29,1,0.153256704980842,176832,0
"hours-per-week",29,-1,0.112852664576801,47.5,0
"sex",29,2,0.0421455938697304,82,0
"age",0,1,0.758620689655172,23.5,0.125
"marital-status",0,7,0.758620689655172,83,0.125
"age",8,-1,0.416666666666667,27.5,0
"fnlwgt",8,1,0.416666666666667,184472.5,0
"sex",8,2,0.25,84,0
"hours-per-week",8,-1,0.15,47.5,0
"relationship",8,6,0.0833333333333335,85,0
"fnlwgt",0,-1,0.75,196200.5,0.333333333333333
"education",0,16,0.75,86,0.333333333333333
"marital-status",0,7,0.75,87,0.333333333333333
"fnlwgt",3,1,1.33333333333333,187567.5,0
"sex",3,2,1.33333333333333,88,0
"age",3,1,0.333333333333333,31,0
"education",3,16,0.333333333333333,89,0
"education-num",3,-1,0.333333333333333,12.5,0
"hours-per-week",6,-1,2.66666666666667,57.5,0
"fnlwgt",6,-1,1.33333333333333,182034.5,0
"sex",6,2,1.33333333333333,90,0
"education",6,16,1.06666666666667,91,0
"education-num",6,1,1.06666666666667,12.5,0
"fnlwgt",0,-1,0.833333333333333,182034.5,0.5
"hours-per-week",47,-1,2.44960806270997,42.5,0
"capital-loss",47,-1,2.44003868471954,2092.5,0
"occupation",47,15,1.64551449545851,92,0
"workclass",47,9,1.64133738601824,93,0
"capital-gain",47,1,1.64133738601824,753,0
"workclass",0,9,0.680851063829787,94,0.210526315789474
"fnlwgt",0,-1,0.680851063829787,218587.5,0.210526315789474
"occupation",0,15,0.680851063829787,95,0.210526315789474
"age",0,1,0.638297872340426,40.5,0.105263157894737
"education",0,16,0.638297872340426,96,0.105263157894737
"fnlwgt",28,1,1.94444444444444,156498,0
