"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","native-country",1000,1000,436,1,0.596330275,4,5,1.000000e+00,5.640000e+02,4.360000e+02,5.640000e-01,4.360000e-01,1.000000e+00
"2","relationship", 738, 738,175,1,0.048165138,4,5,1.000000e+00,5.630000e+02,1.750000e+02,7.628726e-01,2.371274e-01,7.380000e-01
"4","capital-gain", 404, 404, 24,1,0.016055046,4,0,1.000000e+00,3.800000e+02,2.400000e+01,9.405941e-01,5.940594e-02,4.040000e-01
"8","capital-loss", 397, 397, 17,1,0.006880734,4,0,1.000000e+00,3.800000e+02,1.700000e+01,9.571788e-01,4.282116e-02,3.970000e-01
"16","education", 394, 394, 14,1,0.004587156,4,1,1.000000e+00,3.800000e+02,1.400000e+01,9.644670e-01,3.553299e-02,3.940000e-01
"32","education", 392, 392, 12,1,0.002293578,4,3,1.000000e+00,3.800000e+02,1.200000e+01,9.693878e-01,3.061224e-02,3.920000e-01
"64","occupation", 326, 326,  3,1,0.001146789,4,2,1.000000e+00,3.230000e+02,3.000000e+00,9.907975e-01,9.202454e-03,3.260000e-01
"128","<leaf>", 293, 293,  0,1,0.000000000,0,0,1.000000e+00,2.930000e+02,0.000000e+00,1.000000e+00,0.000000e+00,2.930000e-01
"129","marital-status",  33,  33,  3,1,0.001146789,4,0,1.000000e+00,3.000000e+01,3.000000e+00,9.090909e-01,9.090909e-02,3.300000e-02
"258","education",  32,  32,  2,1,0.001146789,4,1,1.000000e+00,3.000000e+01,2.000000e+00,9.375000e-01,6.250000e-02,3.200000e-02
"516","age",  30,  30,  1,1,0.001146789,4,3,1.000000e+00,2.900000e+01,1.000000e+00,9.666667e-01,3.333333e-02,3.000000e-02
"1032","<leaf>",  23,  23,  0,1,0.000000000,0,0,1.000000e+00,2.300000e+01,0.000000e+00,1.000000e+00,0.000000e+00,2.300000e-02
"1033","age",   7,   7,  1,1,0.001146789,4,0,1.000000e+00,6.000000e+00,1.000000e+00,8.571429e-01,1.428571e-01,7.000000e-03
"2066","<leaf>",   6,   6,  0,1,0.000000000,0,0,1.000000e+00,6.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,6.000000e-03
"2067","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"517","age",   2,   2,  1,1,0.001146789,4,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"1034","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"1035","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","hours-per-week",  66,  66,  9,1,0.002293578,4,0,1.000000e+00,5.700000e+01,9.000000e+00,8.636364e-01,1.363636e-01,6.600000e-02
