"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","occupation",1000,1000,184,1,0.141304348,4,5,1.000000e+00,8.160000e+02,1.840000e+02,8.160000e-01,1.840000e-01,1.000000e+00
"2","capital-gain", 708, 708, 65,1,0.059782609,4,0,1.000000e+00,6.430000e+02,6.500000e+01,9.081921e-01,9.180791e-02,7.080000e-01
"4","relationship", 691, 691, 51,1,0.021739130,4,2,1.000000e+00,6.400000e+02,5.100000e+01,9.261939e-01,7.380608e-02,6.910000e-01
"8","hours-per-week", 676, 676, 42,1,0.009782609,4,3,1.000000e+00,6.340000e+02,4.200000e+01,9.378698e-01,6.213018e-02,6.760000e-01
"16","age", 558, 558, 17,1,0.007246377,4,5,1.000000e+00,5.410000e+02,1.700000e+01,9.695341e-01,3.046595e-02,5.580000e-01
"32","fnlwgt", 467, 467,  4,1,0.005434783,4,0,1.000000e+00,4.630000e+02,4.000000e+00,9.914347e-01,8.565310e-03,4.670000e-01
"64","education", 464, 464,  2,1,0.002173913,4,0,1.000000e+00,4.620000e+02,2.000000e+00,9.956897e-01,4.310345e-03,4.640000e-01
"128","fnlwgt", 454, 454,  1,1,0.002173913,4,0,1.000000e+00,4.530000e+02,1.000000e+00,9.977974e-01,2.202643e-03,4.540000e-01
"256","<leaf>", 439, 439,  0,1,0.000000000,0,0,1.000000e+00,4.390000e+02,0.000000e+00,1.000000e+00,0.000000e+00,4.390000e-01
"257","fnlwgt",  15,  15,  1,1,0.002173913,4,0,1.000000e+00,1.400000e+01,1.000000e+00,9.333333e-01,6.666667e-02,1.500000e-02
"514","<leaf>",  14,  14,  0,1,0.000000000,0,0,1.000000e+00,1.400000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.400000e-02
"515","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"129","occupation",  10,  10,  1,1,0.002173913,4,0,1.000000e+00,9.000000e+00,1.000000e+00,9.000000e-01,1.000000e-01,1.000000e-02
"258","<leaf>",   8,   8,  0,1,0.000000000,0,0,1.000000e+00,8.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,8.000000e-03
"259","age",   2,   2,  1,1,0.002173913,1,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"518","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"519","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","age",   3,   3,  1,2,0.005434783,4,0,2.000000e+00,1.000000e+00,2.000000e+00,3.333333e-01,6.666667e-01,3.000000e-03
"130","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
