"","count","ncat","improve","index","adj"
"relationship",1000,6,75.4966341303636,1,0
"marital-status",1000,7,74.3136649088916,2,0
"age",1000,-1,50.6770567213208,28.5,0
"occupation",1000,15,42.7182593896924,3,0
"education",1000,16,40.8939578348368,4,0
"marital-status",0,7,0.997,5,0.991549295774648
"sex",0,2,0.78,6,0.380281690140845
"age",0,-1,0.74,31.5,0.267605633802817
"occupation",0,15,0.721,7,0.214084507042253
"hours-per-week",0,-1,0.687,46.5,0.11830985915493
"capital-gain",645,-1,14.9600073246658,4899.5,0
"education",645,16,6.88006548524442,8,0
"education-num",645,-1,6.88006548524442,12.5,0
"occupation",645,15,5.81882570847129,9,0
"age",645,-1,3.47323841859308,28.5,0
"education",635,16,4.64019313461428,10,0
"education-num",635,-1,4.64019313461428,13.5,0
"occupation",635,15,3.59595488993151,11,0
"capital-loss",635,-1,1.89119948334529,2274,0
"age",635,-1,1.73535261635075,32.5,0
"education-num",0,-1,1,13.5,1
"education",611,16,1.14157532079937,12,0
"education-num",611,-1,1.14157532079937,12.5,0
"occupation",611,15,1.08539566801256,13,0
"age",611,-1,0.887481558431293,44.5,0
"sex",611,2,0.60827889957168,14,0
"education-num",0,-1,1,12.5,1
"occupation",0,15,0.926350245499182,15,0.11764705882353
"workclass",0,9,0.919803600654664,16,0.0392156862745104
"native-country",0,42,0.919803600654664,17,0.0392156862745104
"age",560,-1,0.641839787979835,74.5,0
"workclass",560,9,0.385735097648229,18,0
"occupation",560,15,0.347920433996366,19,0
"marital-status",560,7,0.291115849324814,20,0
"relationship",560,6,0.221118012422344,21,0
"occupation",557,15,0.36768402154396,22,0
"workclass",557,9,0.213925057861346,23,0
"fnlwgt",557,1,0.149029587293195,33416.5,0
"marital-status",557,7,0.137495342298678,24,0
"hours-per-week",557,-1,0.136236057743062,62.5,0
"native-country",0,42,0.922800718132855,25,0.0444444444444441
"hours-per-week",45,-1,1.78181818181818,62.5,0
"relationship",45,6,0.885714285714284,26,0
"fnlwgt",45,1,0.786046511627908,34462,0
"marital-status",45,7,0.786046511627908,27,0
"age",45,-1,0.457142857142856,32.5,0
"marital-status",44,7,0.865800865800863,28,0
"age",44,-1,0.618181818181816,44.5,0
"relationship",44,6,0.433566433566432,29,0
"workclass",44,9,0.368181818181816,30,0
"fnlwgt",44,1,0.181818181818179,172038,0
"age",42,-1,0.952380952380953,57.5,0
"hours-per-week",42,1,0.174603174603175,39,0
"fnlwgt",42,1,0.11904761904762,111735,0
"relationship",42,6,0.11904761904762,31,0
"marital-status",42,7,0.0952380952380967,32,0
"age",2,1,1,62,0
"fnlwgt",2,1,1,183103,0
"marital-status",2,7,1,33,0
"relationship",2,6,1,34,0
"race",2,5,1,35,0
"age",2,1,1,57.5,0
"workclass",2,9,1,36,0
"fnlwgt",2,1,1,179074.5,0
"education",2,16,1,37,0
"education-num",2,-1,1,8,0
"workclass",3,9,1.33333333333333,38,0
"fnlwgt",3,1,1.33333333333333,116841,0
"education",3,16,1.33333333333333,39,0
"education-num",3,-1,1.33333333333333,9.5,0
"relationship",3,6,1.33333333333333,40,0
"age",51,-1,1.69732620320856,44.5,0
"fnlwgt",51,-1,1.58823529411765,376400.5,0
"occupation",51,15,1.0709939148073,41,0
"sex",51,2,1.0709939148073,42,0
"marital-status",51,7,0.608643457382955,43,0
"workclass",0,9,0.803921568627451,44,0.0909090909090911
"race",0,5,0.803921568627451,45,0.0909090909090911
"fnlwgt",40,-1,1.85128205128205,376400.5,0
"race",40,5,0.852631578947371,46,0
"relationship",40,6,0.257142857142858,47,0
"hours-per-week",40,-1,0.257142857142858,47.5,0
"occupation",40,15,0.192156862745099,48,0
"relationship",39,6,0.348717948717949,49,0
"occupation",39,15,0.282051282051283,50,0
"age",39,1,0.170940170940171,24.5,0
"fnlwgt",39,-1,0.0539811066126852,145064.5,0
"sex",39,2,0.0487179487179485,51,0
"marital-status",0,7,0.923076923076923,52,0.4
"occupation",0,15,0.897435897435897,53,0.2
"race",0,5,0.897435897435897,54,0.2
"age",5,1,1.6,27.5,0
"marital-status",5,7,1.6,55,0
"occupation",5,15,1.6,56,0
"sex",5,2,1.6,57,0
"hours-per-week",5,1,0.6,42,0
"fnlwgt",11,1,1.66233766233766,207820.5,0
"age",11,1,1.09090909090909,51,0
"workclass",11,9,1.09090909090909,58,0
