"","count","ncat","improve","index","adj"
"relationship",1000,6,68.9442222222223,1,0
"marital-status",1000,7,68.400831526137,2,0
"capital-gain",1000,-1,57.4136691520033,4718.5,0
"age",1000,-1,43.8793005680813,31.5,0
"occupation",1000,15,37.0989713533759,3,0
"marital-status",0,7,0.997,4,0.990740740740741
"age",0,-1,0.744,31.5,0.209876543209876
"occupation",0,15,0.719,5,0.132716049382716
"workclass",0,9,0.714,6,0.117283950617284
"capital-gain",0,-1,0.698,2713,0.067901234567901
"capital-gain",676,-1,26.4916666666666,4718.5,0
"education",676,16,3.96001552795028,7,0
"education-num",676,-1,3.96001552795028,13.5,0
"age",676,-1,3.51836734693875,28.5,0
"occupation",676,15,3.23025210084034,8,0
"fnlwgt",660,-1,1.82987421383651,339785,0
"marital-status",660,7,1.02427623423035,9,0
"native-country",660,42,0.937284701114535,10,0
"occupation",660,15,0.837553698720701,11,0
"age",660,-1,0.69010189228533,28.5,0
"education",636,16,0.509667969596348,12,0
"occupation",636,15,0.497189680236232,13,0
"marital-status",636,7,0.302546080310195,14,0
"education-num",636,-1,0.299490865528616,14.5,0
"workclass",636,9,0.246943776915918,15,0
"education-num",0,-1,0.987421383647799,14.5,0.428571428571429
"native-country",0,42,0.979559748427673,16,0.0714285714285689
"marital-status",622,7,0.37772647443547,17,0
"workclass",622,9,0.269668181146634,18,0
"occupation",622,15,0.26788235135549,19,0
"age",622,-1,0.131955858754871,62.5,0
"education",622,16,0.089465490276849,20,0
"occupation",617,15,0.240900401919159,21,0
"workclass",617,9,0.165846082177109,22,0
"age",617,-1,0.137917767185665,62.5,0
"education",617,16,0.0952932839924809,23,0
"education-num",617,-1,0.0952932839924809,13.5,0
"age",587,-1,0.178411026792628,62.5,0
"workclass",587,9,0.178411026792628,24,0
"education",587,16,0.107703956085558,25,0
"education-num",587,-1,0.107703956085558,13.5,0
"occupation",587,15,0.04103728941889,26,0
"workclass",11,9,1.81818181818182,27,0
"fnlwgt",11,1,1.81818181818182,116363.5,0
"education",11,16,0.818181818181819,28,0
"education-num",11,-1,0.818181818181819,13.5,0
"occupation",11,15,0.818181818181819,29,0
"relationship",30,6,0.533333333333333,30,0
"hours-per-week",30,-1,0.46060606060606,42.5,0
"fnlwgt",30,1,0.31025641025641,78630.5,0
"education",30,16,0.31025641025641,31,0
"education-num",30,-1,0.31025641025641,12.5,0
"education",0,16,0.733333333333333,32,0.2
"education-num",0,1,0.733333333333333,6.5,0.2
"marital-status",0,7,0.733333333333333,33,0.2
"workclass",0,9,0.7,34,0.1
"fnlwgt",0,-1,0.7,186421,0.1
"fnlwgt",10,1,1.42222222222222,102435.5,0
"hours-per-week",10,-1,1.2,42.5,0
"education",10,16,0.8,35,0
"age",10,-1,0.533333333333333,29,0
"education-num",10,-1,0.45,12,0
"education",9,16,0.777777777777778,36,0
"education-num",9,-1,0.777777777777778,12,0
"race",9,5,0.777777777777778,37,0
"hours-per-week",9,-1,0.777777777777778,55,0
"fnlwgt",9,1,0.444444444444445,172217.5,0
"education-num",0,-1,1,12,1
"age",2,-1,1,30,0
"fnlwgt",2,1,1,232214,0
"marital-status",2,7,1,38,0
"race",2,5,1,39,0
"sex",2,2,1,40,0
"age",5,1,1.6,31.5,0
"workclass",5,9,1.6,41,0
"relationship",5,6,1.6,42,0
"hours-per-week",5,-1,1.6,55,0
"education",5,16,0.6,43,0
"occupation",14,15,3.42857142857143,44,0
"workclass",14,9,1.58241758241758,45,0
"fnlwgt",14,1,1.42857142857143,116077,0
"hours-per-week",14,-1,0.595238095238095,57.5,0
"sex",14,2,0.571428571428572,46,0
"fnlwgt",24,1,2.08333333333333,377742.5,0
"occupation",24,15,2.08333333333333,47,0
"age",24,-1,1.93771929824561,39.5,0
"hours-per-week",24,-1,1.44047619047619,47.5,0
"workclass",24,9,1.30797101449275,48,0
"race",0,5,0.75,49,0.5
"occupation",0,15,0.708333333333333,50,0.416666666666667
"age",0,-1,0.666666666666667,26.5,0.333333333333333
"education",0,16,0.666666666666667,51,0.333333333333333
"education-num",0,1,0.666666666666667,9.5,0.333333333333333
"occupation",12,15,2.97619047619047,52,0
"age",12,-1,2.72222222222222,39.5,0
"fnlwgt",12,-1,1.63333333333333,370851.5,0
"relationship",12,6,1.5,53,0
"workclass",12,9,0.742424242424241,54,0
"age",0,-1,0.75,22,0.4
"fnlwgt",0,1,0.666666666666667,342879,0.2
"education",0,16,0.666666666666667,55,0.2
"education-num",0,-1,0.666666666666667,9.5,0.2
"marital-status",0,7,0.666666666666667,56,0.2
"fnlwgt",7,-1,1.52380952380952,346578,0
"age",7,-1,1.19047619047619,26,0
"hours-per-week",7,-1,1.19047619047619,30,0
"education",7,16,0.457142857142857,57,0
"occupation",7,15,0.457142857142857,58,0
"age",0,-1,0.857142857142857,29.5,0.666666666666667
"workclass",0,9,0.714285714285714,59,0.333333333333333
"education",0,16,0.714285714285714,60,0.333333333333333
"education-num",0,-1,0.714285714285714,9.5,0.333333333333333
"marital-status",0,7,0.714285714285714,61,0.333333333333333
"workclass",3,9,1.33333333333333,62,0
"fnlwgt",3,1,1.33333333333333,342157,0
"marital-status",3,7,1.33333333333333,63,0
"occupation",3,15,1.33333333333333,64,0
