"","count","ncat","improve","index","adj"
"capital-gain",1000,-1,56.4250098894706,5095.5,0
"education",1000,16,55.3116084881714,1,0
"education-num",1000,-1,55.3116084881714,12.5,0
"occupation",1000,15,52.6584109589041,2,0
"age",1000,-1,51.1211278608483,35.5,0
"age",0,-1,0.957,83.5,0.0444444444444444
"education",955,16,39.981796960453,3,0
"education-num",955,-1,39.981796960453,11.5,0
"occupation",955,15,34.9640820187929,4,0
"age",955,-1,34.9610056866845,35.5,0
"fnlwgt",955,-1,16.6428218556173,80704.5,0
"education-num",0,-1,1,11.5,1
"occupation",0,15,0.845026178010471,5,0.263681592039801
"native-country",0,42,0.798952879581152,6,0.0447761194029848
"workclass",0,9,0.794764397905759,7,0.024875621890547
"capital-loss",0,-1,0.792670157068063,2148.5,0.0149253731343284
"age",754,-1,14.2353288052018,38.5,0
"occupation",754,15,8.37527640197595,8,0
"fnlwgt",754,-1,7.18324767641904,151222.5,0
"capital-loss",754,1,6.09265998580611,1930.5,0
"native-country",754,42,5.03416119813159,9,0
"occupation",0,15,0.751989389920424,10,0.157657657657658
"marital-status",0,7,0.742705570291777,11,0.126126126126126
"workclass",0,9,0.740053050397878,12,0.117117117117117
"native-country",0,42,0.721485411140584,13,0.0540540540540539
"education",0,16,0.716180371352785,14,0.0360360360360359
"native-country",532,42,1.88505161208107,15,0
"fnlwgt",532,-1,1.85800214822773,177663,0
"occupation",532,15,1.50063746322327,16,0
"capital-loss",532,1,0.892666448730512,801,0
"age",532,-1,0.810517477967046,35.5,0
"fnlwgt",531,-1,1.79390859679025,526157.5,0
"occupation",531,15,1.34077766699896,17,0
"age",531,-1,0.841097719973245,35.5,0
"capital-loss",531,1,0.788906009244968,801,0
"workclass",531,9,0.470461448025837,18,0
"occupation",527,15,1.43146290774376,19,0
"fnlwgt",527,-1,1.171634531949,177663,0
"capital-loss",527,1,0.605866248415801,801,0
"age",527,-1,0.554110885853905,35.5,0
"workclass",527,9,0.495203355379125,20,0
"native-country",0,42,0.907020872865275,21,0.0392156862745097
"education",0,16,0.905123339658444,22,0.0196078431372554
"education-num",0,-1,0.905123339658444,10.5,0.0196078431372554
"race",0,5,0.905123339658444,23,0.0196078431372554
"capital-gain",476,-1,0.454671699188143,4225,0
"fnlwgt",476,-1,0.318914934394778,343131,0
"education",476,16,0.205577102635923,24,0
"education-num",476,-1,0.205577102635923,10.5,0
"capital-loss",476,1,0.173063820122632,801,0
"native-country",0,42,0.993697478991597,25,0.25
"fnlwgt",472,-1,0.333890805459733,343131,0
"education",472,16,0.24859928662554,26,0
"education-num",472,-1,0.248599286625538,10.5,0
"age",472,-1,0.177494316938731,35.5,0
"occupation",472,15,0.151663323171192,27,0
"age",452,-1,0.240767192503645,35.5,0
"occupation",452,15,0.207374503264384,28,0
"hours-per-week",452,1,0.0809823602779431,41.5,0
"relationship",452,6,0.0786955096689317,29,0
"fnlwgt",452,-1,0.0660593440915918,83257.5,0
"marital-status",0,7,0.938053097345133,30,0.0344827586206905
"native-country",0,42,0.938053097345133,31,0.0344827586206905
"hours-per-week",423,1,0.0524147247551516,33.5,0
"occupation",423,15,0.0440523554171719,32,0
"age",423,1,0.040726413066841,22.5,0
"relationship",423,6,0.0316355039759308,33,0
"marital-status",423,7,0.0161052009456317,34,0
"age",0,1,0.945626477541371,19.5,0.342857142857143
"education",0,16,0.931442080378251,35,0.171428571428572
"fnlwgt",0,-1,0.921985815602837,314803.5,0.0571428571428572
"occupation",0,15,0.921985815602837,36,0.0571428571428572
"hours-per-week",35,-1,0.942857142857143,31,0
"education",35,16,0.124675324675324,37,0
"education-num",35,-1,0.124675324675324,9.5,0
"age",35,-1,0.0857142857142863,21.5,0
"fnlwgt",35,1,0.0761904761904766,132022.5,0
"age",2,1,1,25.5,0
"fnlwgt",2,1,1,132022.5,0
"education",2,16,1,38,0
"education-num",2,-1,1,8,0
"race",2,5,1,39,0
