"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,187,1,0.147058824,4,5,1.000000e+00,8.130000e+02,1.870000e+02,8.130000e-01,1.870000e-01,1.000000e+00
"2","capital-gain", 690, 690, 44,1,0.058823529,4,0,1.000000e+00,6.460000e+02,4.400000e+01,9.362319e-01,6.376812e-02,6.900000e-01
"4","capital-loss", 677, 677, 32,1,0.010695187,4,1,1.000000e+00,6.450000e+02,3.200000e+01,9.527326e-01,4.726736e-02,6.770000e-01
"8","education", 668, 668, 27,1,0.008021390,4,3,1.000000e+00,6.410000e+02,2.700000e+01,9.595808e-01,4.041916e-02,6.680000e-01
"16","hours-per-week", 643, 643, 19,1,0.005347594,4,2,1.000000e+00,6.240000e+02,1.900000e+01,9.704510e-01,2.954899e-02,6.430000e-01
"32","native-country", 587, 587, 10,1,0.005347594,4,0,1.000000e+00,5.770000e+02,1.000000e+01,9.829642e-01,1.703578e-02,5.870000e-01
"64","occupation", 586, 586,  9,1,0.005347594,4,2,1.000000e+00,5.770000e+02,9.000000e+00,9.846416e-01,1.535836e-02,5.860000e-01
"128","age", 539, 539,  3,1,0.002673797,4,1,1.000000e+00,5.360000e+02,3.000000e+00,9.944341e-01,5.565863e-03,5.390000e-01
"256","fnlwgt", 532, 532,  2,1,0.002673797,4,0,1.000000e+00,5.300000e+02,2.000000e+00,9.962406e-01,3.759398e-03,5.320000e-01
"512","age", 510, 510,  1,1,0.001782531,4,2,1.000000e+00,5.090000e+02,1.000000e+00,9.980392e-01,1.960784e-03,5.100000e-01
"1024","<leaf>", 469, 469,  0,1,0.000000000,0,0,1.000000e+00,4.690000e+02,0.000000e+00,1.000000e+00,0.000000e+00,4.690000e-01
"1025","marital-status",  41,  41,  1,1,0.001782531,4,0,1.000000e+00,4.000000e+01,1.000000e+00,9.756098e-01,2.439024e-02,4.100000e-02
"2050","<leaf>",  39,  39,  0,1,0.000000000,0,0,1.000000e+00,3.900000e+01,0.000000e+00,1.000000e+00,0.000000e+00,3.900000e-02
"2051","age",   2,   2,  1,1,0.001782531,2,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
