"","count","ncat","improve","index","adj"
"capital-loss",1000,-1,231.611811912226,1881.5,0
"education",1000,16,226.742418856858,1,0
"education-num",1000,-1,226.742418856858,13.5,0
"native-country",1000,42,217.009625942874,2,0
"workclass",1000,9,208.394195030403,3,0
"native-country",0,42,0.969,4,0.887272727272727
"occupation",0,15,0.96,5,0.854545454545454
"race",0,5,0.955,6,0.836363636363636
"workclass",0,9,0.95,7,0.818181818181818
"education",0,16,0.935,8,0.763636363636364
"relationship",725,6,45.9674109957121,9,0
"marital-status",725,7,44.6579702902128,10,0
"capital-gain",725,-1,37.575826034733,4225,0
"occupation",725,15,16.1350851142922,11,0
"education",725,16,15.8516850443039,12,0
"marital-status",0,7,0.99448275862069,13,0.987654320987654
"sex",0,2,0.703448275862069,14,0.33641975308642
"age",0,-1,0.653793103448276,36.5,0.225308641975309
"occupation",0,15,0.648275862068965,15,0.212962962962963
"hours-per-week",0,-1,0.612413793103448,41.5,0.132716049382716
"capital-gain",401,-1,10.9397392594463,4718.5,0
"education",401,16,3.61002256264099,16,0
"education-num",401,-1,2.92361988485901,13.5,0
"occupation",401,15,1.82789601339115,17,0
"age",401,-1,1.33902689164534,34.5,0
"education",395,16,2.02425333465633,18,0
"education-num",395,-1,1.66967979588876,13.5,0
"occupation",395,15,1.07939303404356,19,0
"native-country",395,42,0.858214964408795,20,0
"age",395,-1,0.751213859087038,37.5,0
"education-num",0,-1,0.992405063291139,13.5,0.842105263157894
"native-country",0,42,0.954430379746835,21,0.0526315789473687
"marital-status",376,7,0.643366005259374,22,0
"occupation",376,15,0.549290535414489,23,0
"age",376,-1,0.425022905426026,29.5,0
"hours-per-week",376,-1,0.309323695965936,42.5,0
"fnlwgt",376,-1,0.214020006397565,163076,0
"age",0,-1,0.962765957446808,68.5,0.3
"education",0,16,0.949468085106383,24,0.0500000000000014
"native-country",0,42,0.949468085106383,25,0.0500000000000014
"marital-status",356,7,0.323430044096828,26,0
"age",356,-1,0.300381859436003,35.5,0
"occupation",356,15,0.257327796775774,27,0
"hours-per-week",356,-1,0.232543827258178,42.5,0
"workclass",356,9,0.216737111766255,28,0
"age",0,-1,0.783707865168539,35.5,0.368852459016393
"relationship",0,6,0.721910112359551,29,0.188524590163934
"fnlwgt",0,1,0.668539325842697,34091,0.0327868852459014
"native-country",0,42,0.668539325842697,30,0.0327868852459014
"race",0,5,0.662921348314607,31,0.0163934426229505
"capital-loss",234,-1,0.324786324786322,1328,0
"age",234,-1,0.241452991452988,50.5,0
"occupation",234,15,0.0520590520590496,32,0
"hours-per-week",234,-1,0.0379646193599632,41.5,0
"education",234,16,0.0358974358974311,33,0
"age",6,-1,1.66666666666667,42,0
"capital-loss",6,1,1.66666666666667,1583,0
"fnlwgt",6,-1,0.666666666666667,205147.5,0
"education",6,16,0.666666666666667,34,0
"education-num",6,-1,0.666666666666667,12,0
"occupation",122,15,0.55269320843092,35,0
"hours-per-week",122,-1,0.531961768179807,46.5,0
"workclass",122,9,0.496670799467337,36,0
"education",122,16,0.237422272470326,37,0
"fnlwgt",122,-1,0.209836065573777,117937.5,0
"education",0,16,0.622950819672131,38,0.220338983050847
"education-num",0,-1,0.622950819672131,10.5,0.220338983050847
"sex",0,2,0.614754098360656,39,0.203389830508475
"fnlwgt",0,-1,0.565573770491803,111044.5,0.101694915254237
"race",0,5,0.565573770491803,40,0.101694915254237
"hours-per-week",63,-1,1.19047619047619,46.5,0
"workclass",63,9,0.676814988290397,41,0
"fnlwgt",63,-1,0.676814988290397,364068,0
"education",63,16,0.457142857142857,42,0
"education-num",63,1,0.389057750759878,11.5,0
"education",0,16,0.888888888888889,43,0.222222222222222
"workclass",54,9,0.820512820512823,44,0
"fnlwgt",54,-1,0.820512820512823,364068,0
"age",54,1,0.358974358974359,39.5,0
"relationship",54,6,0.229166666666668,45,0
"occupation",54,15,0.16666666666667,46,0
"fnlwgt",52,-1,1.88536953242835,364068,0
"age",52,1,0.290598290598289,36.5,0
"occupation",52,15,0.267206477732793,47,0
"relationship",52,6,0.222965440356744,48,0
"education",52,16,0.176312576312573,49,0
"relationship",51,6,0.294117647058826,50,0
"fnlwgt",51,-1,0.160784313725492,213146.5,0
"occupation",51,15,0.114630467571646,51,0
"age",51,1,0.0784313725490215,36.5,0
"education",51,16,0.0560224089635866,52,0
"education",0,16,0.901960784313726,53,0.166666666666667
"fnlwgt",6,-1,0.666666666666667,202951,0
"occupation",6,15,0.666666666666667,54,0
"age",6,1,0.333333333333333,36.5,0
"sex",6,2,0.333333333333333,55,0
"education",6,16,0.166666666666667,56,0
"age",0,1,0.833333333333333,36.5,0.5
"age",2,-1,1,34.5,0
"fnlwgt",2,1,1,246446,0
"occupation",2,15,1,57,0
"hours-per-week",2,1,1,41,0
"age",2,-1,1,35,0
"fnlwgt",2,1,1,283304.5,0
"education",2,16,1,58,0
"education-num",2,1,1,11.5,0
"marital-status",2,7,1,59,0
"education",9,16,4,60,0
"education-num",9,1,2.5,10.5,0
"occupation",9,15,2.28571428571429,61,0
"workclass",9,9,1.6,62,0
"fnlwgt",9,1,1.6,179184.5,0
"education-num",0,1,0.888888888888889,10.5,0.666666666666667
"workclass",0,9,0.777777777777778,63,0.333333333333333
"fnlwgt",0,1,0.777777777777778,179184.5,0.333333333333333
"marital-status",0,7,0.777777777777778,64,0.333333333333333
"relationship",0,6,0.777777777777778,65,0.333333333333333
"occupation",20,15,2.7,66,0
"age",20,1,1.52105263157895,36,0
"education",20,16,1.52105263157895,67,0
"education-num",20,-1,1.52105263157895,12.5,0
"sex",20,2,1.52105263157895,68,0
"education",0,16,0.8,69,0.2
"sex",0,2,0.8,70,0.2
"fnlwgt",5,1,2.4,163706.5,0
"hours-per-week",5,-1,0.9,27.5,0
"age",5,1,0.4,41,0
"education",5,16,0.4,71,0
"education-num",5,-1,0.4,11.5,0
"education",19,16,1.14619883040936,72,0
"education-num",19,-1,1.14619883040936,14.5,0
"occupation",19,15,1.14619883040936,73,0
"native-country",19,42,1.14619883040936,74,0
"workclass",19,9,1.12397660818713,75,0
"occupation",18,15,1.28104575163399,76,0
"native-country",18,42,1.28104575163399,77,0
"marital-status",18,7,0.683760683760683,78,0
"hours-per-week",18,-1,0.683760683760683,37.5,0
"workclass",18,9,0.672222222222221,79,0
"fnlwgt",17,1,0.577540106951872,219261.5,0
"workclass",17,9,0.474509803921569,80,0
"marital-status",17,7,0.441176470588236,81,0
"hours-per-week",17,-1,0.441176470588236,37.5,0
"occupation",17,15,0.325791855203621,82,0
"sex",0,2,0.823529411764706,83,0.5
"hours-per-week",0,-1,0.823529411764706,27,0.5
"workclass",0,9,0.705882352941177,84,0.166666666666667
"occupation",0,15,0.705882352941177,85,0.166666666666667
"native-country",0,42,0.705882352941177,86,0.166666666666667
"fnlwgt",11,-1,1.16363636363636,207555,0
"marital-status",11,7,0.935064935064935,87,0
"hours-per-week",11,1,0.935064935064935,42.5,0
"occupation",11,15,0.613636363636363,88,0
"relationship",11,6,0.613636363636363,89,0
"workclass",10,9,0.533333333333333,90,0
"fnlwgt",10,-1,0.533333333333333,166104.5,0
"marital-status",10,7,0.533333333333333,91,0
"hours-per-week",10,1,0.533333333333333,42.5,0
"age",10,1,0.45,28,0
"marital-status",0,7,0.7,92,0.25
"occupation",0,15,0.7,93,0.25
"relationship",0,6,0.7,94,0.25
"race",0,5,0.7,95,0.25
"hours-per-week",0,1,0.7,47.5,0.25
"fnlwgt",6,-1,0.666666666666667,149555.5,0
"marital-status",6,7,0.666666666666667,96,0
"hours-per-week",6,1,0.666666666666667,42.5,0
"age",6,1,0.266666666666667,52,0
"occupation",6,15,0.266666666666667,97,0
"age",0,1,0.833333333333333,40,0.5
"age",4,-1,0.666666666666667,43,0
"workclass",4,9,0.666666666666667,98,0
"fnlwgt",4,1,0.666666666666667,175485,0
"relationship",4,6,0.666666666666667,99,0
"sex",4,2,0.666666666666667,100,0
"age",3,1,0.333333333333333,30,0
"fnlwgt",3,-1,0.333333333333333,182445,0
"relationship",3,6,0.333333333333333,101,0
"hours-per-week",3,-1,0.333333333333333,36,0
"fnlwgt",2,1,1,194016.5,0
"hours-per-week",2,1,1,50,0
"occupation",324,15,23.0702080152034,102,0
"education",324,16,22.3021917207437,103,0
"education-num",324,-1,22.3021917207437,9.5,0
"capital-gain",324,-1,18.7989894656562,4225,0
"workclass",324,9,4.73428425059933,104,0
"education",0,16,0.737654320987654,105,0.45859872611465
"education-num",0,-1,0.737654320987654,11.5,0.45859872611465
"workclass",0,9,0.592592592592593,106,0.159235668789809
"hours-per-week",0,-1,0.58641975308642,42.5,0.146496815286624
"age",0,-1,0.564814814814815,53.5,0.101910828025478
"capital-gain",167,-1,7.04463714081271,4147,0
"education",167,16,3.55030716801134,107,0
"race",167,5,2.98572435548482,108,0
"education-num",167,-1,2.50967701678927,8.5,0
"age",167,-1,1.78147860123908,31.5,0
"education",159,16,4.21331388561727,109,0
"education-num",159,-1,2.51572327044025,9.5,0
"race",159,5,2.34127947982789,110,0
"native-country",159,42,1.69376786735278,111,0
