"","count","ncat","improve","index","adj"
"relationship",1000,6,59.7014191040338,1,0
"capital-gain",1000,-1,47.3595387797312,7073.5,0
"occupation",1000,15,44.9283378581642,2,0
"education",1000,16,44.0230808300437,3,0
"education-num",1000,-1,44.0230808300437,10.5,0
"sex",0,2,0.799,4,0.336633663366337
"occupation",0,15,0.737,5,0.132013201320132
"age",0,-1,0.72,46.5,0.075907590759076
"workclass",0,9,0.717,6,0.0660066006600661
"hours-per-week",0,-1,0.715,43.5,0.0594059405940595
"capital-gain",697,-1,21.896553529726,7268.5,0
"education",697,16,13.3375790103011,7,0
"education-num",697,-1,13.3375790103011,13.5,0
"occupation",697,15,6.17920272405814,8,0
"fnlwgt",697,-1,2.76611253959513,57459.5,0
"education",685,16,4.74019661525908,9,0
"education-num",685,-1,4.74019661525908,13.5,0
"occupation",685,15,2.78200910926934,10,0
"race",685,5,2.39316879651231,11,0
"native-country",685,42,1.85939300806758,12,0
"education-num",0,-1,1,13.5,1
"native-country",0,42,0.962043795620438,13,0.0714285714285708
"native-country",657,42,1.90667576196312,14,0
"occupation",657,15,1.21291805103968,15,0
"race",657,5,0.907723052970333,16,0
"age",657,-1,0.634310068726126,47.5,0
"education",657,16,0.632633225973183,17,0
"occupation",656,15,1.10855538718233,18,0
"race",656,5,0.913412769448762,19,0
"hours-per-week",656,-1,0.665417235121961,41.5,0
"age",656,-1,0.618004146397567,53.5,0
"fnlwgt",656,-1,0.526962395634705,57459.5,0
"education",0,16,0.75609756097561,20,0.269406392694064
"education-num",0,-1,0.75609756097561,9.5,0.269406392694064
"fnlwgt",0,-1,0.73780487804878,89422,0.214611872146119
"marital-status",0,7,0.721036585365854,21,0.164383561643836
"relationship",0,6,0.713414634146341,22,0.141552511415525
"marital-status",437,7,0.059939469993354,23,0
"occupation",437,15,0.0494773950151508,24,0
"education",437,16,0.0419349688680701,25,0
"relationship",437,6,0.0257263712641262,26,0
"education-num",437,-1,0.0232011187388763,9.5,0
"workclass",0,9,0.931350114416476,27,0.0322580645161289
"education",0,16,0.931350114416476,28,0.0322580645161289
"native-country",0,42,0.931350114416476,29,0.0322580645161289
"fnlwgt",31,1,0.935483870967741,61504,0
"education",31,16,0.221198156682027,30,0
"relationship",31,6,0.102150537634408,31,0
"occupation",31,15,0.0893300248138953,32,0
"education-num",31,-1,0.0783410138248843,9.5,0
"age",2,-1,1,33.5,0
"fnlwgt",2,-1,1,44200,0
"education",2,16,1,33,0
"education-num",2,-1,1,9.5,0
"occupation",2,15,1,34,0
"relationship",219,6,4.81780428279012,35,0
"marital-status",219,7,4.66892012097492,36,0
"race",219,5,1.76050437769679,37,0
"hours-per-week",219,-1,1.76050437769679,76.5,0
"age",219,-1,0.767649348736409,75.5,0
"marital-status",0,7,0.977168949771689,38,0.687499999999999
"education",0,16,0.931506849315068,39,0.0624999999999992
"race",0,5,0.931506849315068,40,0.0624999999999992
"age",203,-1,0.875450334534221,75.5,0
"relationship",203,6,0.727117922520209,41,0
"marital-status",203,7,0.590879723536915,42,0
"workclass",203,9,0.445688150689051,43,0
"hours-per-week",203,-1,0.4088402952995,41.5,0
"relationship",201,6,0.541791044776117,44,0
"marital-status",201,7,0.462631146887981,45,0
"age",201,-1,0.404184207169282,42.5,0
"fnlwgt",201,-1,0.218586624886603,345488,0
"sex",201,2,0.203617929498895,46,0
"hours-per-week",0,-1,0.671641791044776,40.5,0.175
"education",0,16,0.63681592039801,47,0.0874999999999999
"education-num",0,-1,0.631840796019901,10.5,0.0749999999999999
"age",0,-1,0.626865671641791,42.5,0.0625
"sex",0,2,0.621890547263682,48,0.0499999999999998
"marital-status",80,7,1.73291139240506,49,0
"age",80,-1,0.681213307240704,53.5,0
"fnlwgt",80,-1,0.439593114240997,336201,0
"workclass",80,9,0.416017316017312,50,0
"education",80,16,0.416017316017312,51,0
"age",79,-1,0.759945750452083,53.5,0
"marital-status",79,7,0.59073533124166,52,0
"workclass",79,9,0.454807905840546,53,0
"fnlwgt",79,1,0.441013338777731,167657.5,0
"occupation",79,15,0.293755274261603,54,0
"education",0,16,0.924050632911392,55,0.142857142857144
"workclass",72,9,0.532608695652171,56,0
"race",72,5,0.355911330049257,57,0
"age",72,-1,0.27941176470588,32.5,0
"marital-status",72,7,0.170168067226887,58,0
"sex",72,2,0.159090909090906,59,0
"fnlwgt",69,-1,0.202030321244909,336201,0
"age",69,-1,0.142122487143525,32.5,0
"occupation",69,15,0.119352088661553,60,0
"education",69,16,0.0891861761426975,61,0
"race",69,5,0.0858123569794031,62,0
"age",62,-1,0.189964157706092,47.5,0
"race",62,5,0.16774193548387,63,0
"occupation",62,15,0.101075268817203,64,0
"marital-status",62,7,0.0927419354838699,65,0
"fnlwgt",62,1,0.0629800307219643,149273.5,0
"marital-status",0,7,0.870967741935484,66,0.111111111111111
"race",0,5,0.870967741935484,67,0.111111111111111
"education",9,16,1.77777777777778,68,0
"education-num",9,-1,1.77777777777778,12.5,0
"age",9,1,0.444444444444445,49,0
"occupation",9,15,0.444444444444445,69,0
"race",9,5,0.444444444444445,70,0
"fnlwgt",7,1,1.71428571428571,354559.5,0
"education",7,16,0.380952380952381,71,0
"education-num",7,1,0.380952380952381,9.5,0
"occupation",7,15,0.380952380952381,72,0
"age",7,-1,0.214285714285714,30.5,0
"age",3,-1,1.33333333333333,42.5,0
"hours-per-week",3,-1,1.33333333333333,45,0
"fnlwgt",3,-1,0.333333333333333,110277,0
"education",3,16,0.333333333333333,73,0
"education-num",3,1,0.333333333333333,11,0
"fnlwgt",7,1,2.85714285714286,132137.5,0
"occupation",7,15,2.85714285714286,74,0
"age",7,1,1.52380952380952,55.5,0
"education",7,16,1.52380952380952,75,0
"education-num",7,-1,1.19047619047619,12.5,0
"age",0,1,0.857142857142857,55.5,0.5
"age",2,1,1,84,0
"workclass",2,9,1,76,0
"fnlwgt",2,1,1,275521.5,0
"education",2,16,1,77,0
"education-num",2,1,1,11,0
"education",16,16,3.375,78,0
"fnlwgt",16,-1,1.125,187452.5,0
"hours-per-week",16,-1,1.04166666666667,42.5,0
"education-num",16,-1,0.820454545454545,9.5,0
"occupation",16,15,0.675000000000001,79,0
"hours-per-week",0,-1,0.875,42.5,0.5
"occupation",0,15,0.8125,80,0.25
"race",0,5,0.8125,81,0.25
"age",12,1,0.75,40,0
"fnlwgt",12,-1,0.75,120278.5,0
"education",12,16,0.3,82,0
"occupation",12,15,0.3,83,0
"hours-per-week",12,-1,0.3,30.5,0
"education",0,16,0.833333333333333,84,0.5
"occupation",0,15,0.833333333333333,85,0.5
"workclass",0,9,0.75,86,0.25
"education-num",0,-1,0.75,10,0.25
"fnlwgt",8,-1,1.35,110409.5,0
"age",8,-1,0.892857142857143,34,0
"education",8,16,0.892857142857143,87,0
"education-num",8,-1,0.321428571428572,8.5,0
"hours-per-week",8,-1,0.321428571428572,24,0
"age",0,-1,0.875,25.5,0.666666666666667
"education-num",0,-1,0.75,12,0.333333333333333
"fnlwgt",5,1,1.06666666666667,234085.5,0
"native-country",5,42,0.9,88,0
"age",5,1,0.4,27,0
"workclass",5,9,0.4,89,0
"education",5,16,0.4,90,0
"age",3,1,1.33333333333333,27,0
"workclass",3,9,1.33333333333333,91,0
"fnlwgt",3,-1,0.333333333333333,269992.5,0
"race",3,5,0.333333333333333,92,0
"native-country",3,42,0.333333333333333,93,0
"fnlwgt",28,-1,7.12539682539683,188083,0
"marital-status",28,7,4.45873015873016,94,0
"age",28,-1,3.7436974789916,38,0
"workclass",28,9,3.21428571428572,95,0
"relationship",28,6,3.09428571428571,96,0
"marital-status",0,7,0.785714285714286,97,0.4
"workclass",0,9,0.75,98,0.3
"age",0,-1,0.678571428571429,38,0.1
"occupation",0,15,0.678571428571429,99,0.1
"relationship",0,6,0.678571428571429,100,0.1
"marital-status",18,7,1.88888888888889,101,0
"relationship",18,6,1.88888888888889,102,0
"fnlwgt",18,1,0.388888888888889,71432,0
"age",18,-1,0.288888888888889,47.5,0
"workclass",18,9,0.174603174603175,103,0
"age",10,-1,1.42222222222222,36.5,0
"workclass",10,9,1.42222222222222,104,0
"race",10,5,1.42222222222222,105,0
"hours-per-week",10,1,1.42222222222222,74.5,0
"fnlwgt",10,-1,0.45,199177.5,0
"race",9,5,1.77777777777778,106,0
"fnlwgt",9,-1,0.777777777777778,199177.5,0
"workclass",9,9,0.444444444444445,107,0
"age",9,-1,0.277777777777778,45.5,0
"marital-status",9,7,0.277777777777778,108,0
"education",303,16,28.9615154497906,109,0
"education-num",303,-1,28.9615154497906,10.5,0
"occupation",303,15,28.8035337539012,110,0
"capital-gain",303,-1,15.4666384787945,5715.5,0
"capital-loss",303,-1,9.49902156293365,1794,0
"education-num",0,-1,1,10.5,1
"occupation",0,15,0.749174917491749,111,0.333333333333333
"capital-gain",0,-1,0.66996699669967,3764,0.12280701754386
"native-country",0,42,0.65016501650165,112,0.0701754385964912
"capital-loss",0,-1,0.643564356435644,1867.5,0.0526315789473685
"capital-gain",189,-1,6.80024286581663,6155.5,0
"workclass",189,9,6.1164021164021,113,0
"occupation",189,15,5.51961811978458,114,0
"capital-loss",189,-1,4.02353181911192,1794,0
"education",189,16,3.1111111111111,115,0
"occupation",183,15,5.45456006545689,116,0
"workclass",183,9,5.33426589444062,117,0
"capital-loss",183,-1,4.43806401249024,1794,0
"hours-per-week",183,-1,3.13583382888075,52.5,0
"education",183,16,2.74324627850008,118,0
"workclass",0,9,0.775956284153005,119,0.196078431372549
"hours-per-week",0,-1,0.743169398907104,48.5,0.0784313725490197
"age",0,-1,0.726775956284153,70.5,0.0196078431372549
"education",0,16,0.726775956284153,120,0.0196078431372549
"education-num",0,-1,0.726775956284153,9.5,0.0196078431372549
"workclass",132,9,3.23881673881674,121,0
"capital-loss",132,-1,3.23881673881674,1794,0
"occupation",132,15,1.36600790513833,122,0
"education",132,16,1.01130351130351,123,0
"education-num",132,-1,1.01130351130351,7.5,0
"capital-loss",126,-1,2.25236783418602,1794,0
"occupation",126,15,1.27911371030142,124,0
"education",126,16,0.667243867243862,125,0
"education-num",126,-1,0.667243867243862,6.5,0
"fnlwgt",126,-1,0.663139774615178,170535.5,0
"occupation",121,15,0.774243621990649,126,0
"age",121,1,0.66629011924503,36.5,0
"native-country",121,42,0.600666712966177,127,0
"education",121,16,0.493663911845726,128,0
"education-num",121,-1,0.493663911845726,6.5,0
"hours-per-week",0,1,0.669421487603306,49,0.130434782608696
"workclass",0,9,0.661157024793388,129,0.108695652173913
"education",0,16,0.652892561983471,130,0.0869565217391304
"capital-gain",0,1,0.644628099173554,2772,0.0652173913043476
"native-country",0,42,0.644628099173554,131,0.0652173913043476
"fnlwgt",46,1,0.871541501976284,35119.5,0
"hours-per-week",46,-1,0.441471571906353,47.5,0
"education",46,16,0.159420289855071,132,0
"occupation",46,15,0.146086956521739,133,0
"workclass",46,9,0.081642512077293,134,0
"hours-per-week",44,-1,0.136363636363635,47.5,0
"occupation",44,15,0.108391608391608,135,0
"age",44,1,0.0974025974025969,32.5,0
"fnlwgt",44,-1,0.0545454545454529,170535.5,0
"education",44,16,0.0415019762845847,136,0
"native-country",0,42,0.795454545454545,137,0.181818181818182
"education",0,16,0.772727272727273,138,0.0909090909090908
"age",11,1,0.484848484848485,33.5,0
"hours-per-week",11,1,0.484848484848485,55,0
"occupation",11,15,0.318181818181819,139,0
"fnlwgt",11,-1,0.151515151515152,170535.5,0
"education",11,16,0.151515151515152,140,0
"hours-per-week",0,1,0.818181818181818,55,0.333333333333333
"native-country",0,42,0.818181818181818,141,0.333333333333333
"age",3,-1,0.333333333333333,28.5,0
"fnlwgt",3,-1,0.333333333333333,127172,0
"education",3,16,0.333333333333333,142,0
"education-num",3,1,0.333333333333333,9.5,0
"occupation",3,15,0.333333333333333,143,0
"fnlwgt",2,-1,1,127172,0
"education",2,16,1,144,0
"education-num",2,1,1,9.5,0
"hours-per-week",2,1,1,55,0
"age",2,-1,1,47.5,0
"fnlwgt",2,-1,1,31812.5,0
"education",2,16,1,145,0
"education-num",2,1,1,9.5,0
"capital-gain",2,1,1,2506.5,0
"hours-per-week",75,-1,1.43027027027027,67.5,0
"native-country",75,42,1.43027027027027,146,0
"age",75,1,0.73671957671958,45.5,0
"education",75,16,0.480000000000004,147,0
"workclass",75,9,0.458507462686569,148,0
"native-country",74,42,1.46945575712699,149,0
"education",74,16,0.632955536181349,150,0
"education-num",74,-1,0.632955536181349,7.5,0
"age",74,1,0.598552730628203,45.5,0
"fnlwgt",74,1,0.529729729729734,90399,0
"fnlwgt",73,1,0.615829528158294,90399,0
"education",73,16,0.538962497192905,151,0
"education-num",73,-1,0.538962497192905,7.5,0
"age",73,1,0.470896683225451,45.5,0
"workclass",73,9,0.337197049525816,152,0
"hours-per-week",63,1,0.723514211886307,40.5,0
"education",63,16,0.624772313296905,153,0
"fnlwgt",63,-1,0.583737583737584,211314.5,0
"occupation",63,15,0.486111111111111,154,0
"education-num",63,-1,0.366013071895427,7.5,0
"fnlwgt",0,-1,0.714285714285714,170230,0.1
"workclass",0,9,0.698412698412698,155,0.0499999999999998
"education",0,16,0.698412698412698,156,0.0499999999999998
"education",43,16,1.43521594684385,157,0
"occupation",43,15,0.882220555138783,158,0
"fnlwgt",43,-1,0.465518977146884,211314.5,0
"education-num",43,-1,0.443152454780362,7.5,0
"age",43,1,0.374609886237792,36.5,0
"occupation",42,15,1.16571428571429,159,0
"fnlwgt",42,-1,0.768472906403941,175518.5,0
"age",42,1,0.658441558441559,36.5,0
"education",42,16,0.342857142857147,160,0
"education-num",42,-1,0.342857142857147,8,0
"age",0,-1,0.738095238095238,30.5,0.352941176470588
"education",0,16,0.666666666666667,161,0.176470588235294
"fnlwgt",0,-1,0.642857142857143,98608.5,0.11764705882353
"hours-per-week",0,-1,0.642857142857143,35,0.11764705882353
"native-country",0,42,0.642857142857143,162,0.11764705882353
"fnlwgt",25,-1,1.62,175518.5,0
"age",25,1,1.44051282051282,36.5,0
"workclass",25,9,0.392727272727274,163,0
"education",25,16,0.392727272727274,164,0
"education-num",25,-1,0.392727272727274,7,0
"workclass",0,9,0.68,165,0.111111111111111
"education",0,16,0.68,166,0.111111111111111
"age",16,1,1.34126984126984,38.5,0
"fnlwgt",16,1,0.833333333333333,188221,0
"occupation",16,15,0.833333333333333,167,0
"workclass",16,9,0.642857142857144,168,0
"education",16,16,0.642857142857144,169,0
"education",0,16,0.6875,170,0.285714285714286
"education-num",0,-1,0.6875,7,0.285714285714286
"race",0,5,0.6875,171,0.285714285714286
"fnlwgt",0,-1,0.625,205317.5,0.142857142857143
"occupation",0,15,0.625,172,0.142857142857143
"age",7,-1,1.71428571428571,59,0
"occupation",7,15,1.71428571428571,173,0
"fnlwgt",7,1,0.380952380952381,222974.5,0
"education",7,16,0.214285714285714,174,0
"education-num",7,-1,0.114285714285714,7,0
"age",9,-1,1.77777777777778,34.5,0
"workclass",9,9,1.58730158730159,175,0
"fnlwgt",9,1,0.694444444444445,435259.5,0
"capital-loss",9,1,0.694444444444445,870,0
"native-country",9,42,0.694444444444445,176,0
"fnlwgt",6,1,1.06666666666667,193446.5,0
"age",6,1,0.666666666666667,31.5,0
"workclass",6,9,0.666666666666667,177,0
"education",6,16,0.266666666666667,178,0
"education-num",6,1,0.266666666666667,9.5,0
"fnlwgt",5,-1,0.6,243154,0
"age",5,-1,0.266666666666667,29.5,0
"workclass",5,9,0.266666666666667,179,0
"education",5,16,0.1,180,0
"education-num",5,1,0.1,9.5,0
"age",0,1,0.8,31.5,0.5
"age",2,-1,1,27.5,0
"fnlwgt",2,1,1,357183,0
"fnlwgt",10,-1,1.2,60338,0
"hours-per-week",10,-1,1.15238095238095,42,0
"occupation",10,15,1.08888888888889,181,0
"age",10,1,0.771428571428572,47.5,0
"workclass",10,9,0.45,182,0
"age",0,1,0.8,51.5,0.5
"education",0,16,0.8,183,0.5
"education-num",0,1,0.7,9.5,0.25
"occupation",0,15,0.7,184,0.25
"education",6,16,1.5,185,0
"education-num",6,-1,1.5,9.5,0
"hours-per-week",6,-1,1.5,42,0
"age",6,1,0.6,28.5,0
"workclass",6,9,0.6,186,0
"education-num",0,-1,1,9.5,1
"hours-per-week",0,-1,1,42,1
"age",0,-1,0.833333333333333,34.5,0.5
"age",4,1,1.5,28.5,0
"fnlwgt",4,-1,0.5,81236.5,0
"workclass",4,9,0.166666666666667,187,0
"occupation",4,15,0.166666666666667,188,0
"fnlwgt",5,-1,2.4,223983,0
"capital-loss",5,1,2.4,2040.5,0
"occupation",5,15,1.06666666666667,189,0
"age",5,1,0.9,58.5,0
"workclass",5,9,0.9,190,0
"capital-loss",0,1,1,2040.5,1
"age",6,-1,1.33333333333333,46,0
"occupation",6,15,1.06666666666667,191,0
"fnlwgt",6,1,0.666666666666667,144708,0
"race",6,5,0.266666666666667,192,0
"capital-loss",6,-1,0.266666666666667,988.5,0
"fnlwgt",0,-1,0.666666666666667,162677,0.333333333333333
"race",0,5,0.666666666666667,193,0.333333333333333
"fnlwgt",3,1,1.33333333333333,144708,0
"occupation",3,15,1.33333333333333,194,0
"age",3,-1,0.333333333333333,31,0
"workclass",3,9,0.333333333333333,195,0
"fnlwgt",51,-1,3.5848252344416,339457,0
"hours-per-week",51,-1,3.08910591263533,52.5,0
"workclass",51,9,2.53071895424837,196,0
"age",51,-1,1.61535252398832,29,0
"education",51,16,1.35190597978321,197,0
"fnlwgt",46,1,2.64530892448512,256996,0
"hours-per-week",46,-1,2.05815923207227,52.5,0
"workclass",46,9,1.88478260869566,198,0
"capital-loss",46,-1,1.66205533596838,924,0
"education",46,16,1.33573498964804,199,0
"age",0,1,0.891304347826087,67,0.375
"workclass",0,9,0.847826086956522,200,0.125
"education",38,16,1.9672514619883,201,0
"education-num",38,-1,1.9672514619883,9.5,0
"age",38,-1,1.78947368421053,29,0
"workclass",38,9,1.78947368421053,202,0
"capital-loss",38,-1,1.28947368421053,924,0
"education-num",0,-1,1,9.5,1
"age",0,-1,0.657894736842105,33,0.277777777777778
"fnlwgt",0,1,0.631578947368421,164845,0.222222222222222
"workclass",0,9,0.605263157894737,203,0.166666666666667
"occupation",0,15,0.605263157894737,204,0.166666666666667
"workclass",18,9,1.76767676767677,205,0
"age",18,-1,1.38888888888889,33.5,0
"capital-loss",18,-1,1.10457516339869,951,0
"native-country",18,42,1.10457516339869,206,0
"fnlwgt",18,-1,0.555555555555555,93509,0
"occupation",0,15,0.777777777777778,207,0.428571428571429
"hours-per-week",0,1,0.777777777777778,55.5,0.428571428571429
"age",0,1,0.722222222222222,38,0.285714285714286
"fnlwgt",0,-1,0.722222222222222,166540.5,0.285714285714286
"age",11,-1,3.78787878787879,33.5,0
"hours-per-week",11,-1,2.45454545454546,52.5,0
"fnlwgt",11,1,1.18787878787879,204170,0
"occupation",11,15,1.0974025974026,208,0
"capital-loss",11,-1,0.654545454545455,951,0
"fnlwgt",0,1,0.818181818181818,204170,0.6
"occupation",0,15,0.818181818181818,209,0.6
"hours-per-week",0,-1,0.727272727272727,52.5,0.4
"hours-per-week",6,-1,1.66666666666667,28,0
"workclass",6,9,0.666666666666667,210,0
"age",6,-1,0.333333333333333,45.5,0
"fnlwgt",6,1,0.333333333333333,181219,0
"occupation",6,15,0.166666666666667,211,0
"occupation",20,15,2.01666666666667,212,0
"age",20,1,1.6,37,0
"hours-per-week",20,-1,1.6,52.5,0
"fnlwgt",20,-1,1.35,129895.5,0
"workclass",20,9,1.12941176470588,213,0
"age",0,1,0.75,39.5,0.375
"hours-per-week",0,-1,0.75,57.5,0.375
"workclass",0,9,0.7,214,0.25
"fnlwgt",0,-1,0.7,159375.5,0.25
"race",0,5,0.65,215,0.125
"workclass",12,9,0.833333333333332,216,0
"fnlwgt",12,-1,0.833333333333332,87419,0
"age",12,1,0.742424242424241,37.5,0
"capital-loss",12,-1,0.742424242424241,924,0
"hours-per-week",12,-1,0.742424242424241,52.5,0
"fnlwgt",10,-1,1.25,87419,0
"age",10,1,0.555555555555555,40.5,0
"workclass",10,9,0.555555555555555,217,0
"capital-loss",10,-1,0.555555555555555,924,0
"hours-per-week",10,-1,0.555555555555555,32.5,0
"age",0,1,0.9,54.5,0.5
"fnlwgt",8,1,0.892857142857143,226895,0
"age",8,-1,0.75,52.5,0
"workclass",8,9,0.321428571428572,218,0
"capital-loss",8,-1,0.321428571428572,924,0
"hours-per-week",8,-1,0.321428571428572,52.5,0
"age",7,-1,0.857142857142857,50.5,0
"fnlwgt",7,1,0.457142857142857,108762.5,0
"hours-per-week",7,1,0.457142857142857,42.5,0
"workclass",7,9,0.19047619047619,219,0
"capital-loss",7,-1,0.19047619047619,924,0
"workclass",0,9,0.714285714285714,220,0.333333333333333
"age",4,1,0.666666666666667,40.5,0
"fnlwgt",4,1,0.666666666666667,105291.5,0
"hours-per-week",4,1,0.666666666666667,42.5,0
"hours-per-week",3,1,1.33333333333333,42.5,0
"age",3,-1,0.333333333333333,48.5,0
"fnlwgt",3,-1,0.333333333333333,137833.5,0
"occupation",3,15,0.333333333333333,221,0
"workclass",8,9,1.75,222,0
"fnlwgt",8,-1,0.75,139828.5,0
"age",8,-1,0.25,42,0
"hours-per-week",8,-1,0.15,50,0
"occupation",8,15,0.0357142857142856,223,0
"occupation",114,15,8.00584795321637,224,0
"capital-gain",114,-1,3.11922663802364,5715.5,0
"age",114,-1,3.11095305832148,27,0
"race",114,5,2.78045112781955,225,0
"fnlwgt",114,1,2.72592950265573,345750,0
"fnlwgt",0,-1,0.850877192982456,34674,0.0555555555555557
"race",0,5,0.850877192982456,226,0.0555555555555557
"age",18,-1,2.34722222222222,52.5,0
"workclass",18,9,1.76767676767677,227,0
"occupation",18,15,1.76767676767677,228,0
"fnlwgt",18,1,1.38888888888889,197011,0
"native-country",18,42,1.10457516339869,229,0
"education",16,16,1.125,230,0
"education-num",16,1,1.125,12.5,0
"fnlwgt",16,1,1.04166666666667,61215.5,0
"workclass",16,9,0.875,231,0
"occupation",16,15,0.875,232,0
"education-num",0,1,1,12.5,1
"workclass",0,9,0.875,233,0.75
"fnlwgt",0,1,0.75,194840.5,0.5
"occupation",0,15,0.6875,234,0.375
"age",0,-1,0.625,29.5,0.25
"hours-per-week",8,1,1.35,41,0
"age",8,1,0.892857142857143,31.5,0
"fnlwgt",8,1,0.816666666666666,61215.5,0
"occupation",8,15,0.75,235,0
"workclass",8,9,0.321428571428572,236,0
"occupation",0,15,0.75,237,0.333333333333333
"age",5,1,1.06666666666667,39,0
"fnlwgt",5,1,1.06666666666667,61215.5,0
"workclass",5,9,0.9,238,0
"occupation",5,15,0.9,239,0
"race",5,5,0.9,240,0
"fnlwgt",0,1,1,61215.5,1
