"","count","ncat","improve","index","adj"
"occupation",1000,15,58.9758014532219,1,0
"education",1000,16,56.6335991569976,2,0
"education-num",1000,-1,55.658562588222,12.5,0
"age",1000,-1,48.7794864735292,37.5,0
"capital-gain",1000,-1,44.1935721530659,7073.5,0
"education",0,16,0.773,3,0.314199395770393
"education-num",0,-1,0.77,10.5,0.305135951661631
"hours-per-week",0,-1,0.702,49,0.0996978851963744
"capital-gain",0,-1,0.697,297,0.0845921450151055
"fnlwgt",0,1,0.689,117421,0.0604229607250753
"capital-gain",669,-1,13.6404641244298,5095.5,0
"age",669,-1,11.4652674767812,37.5,0
"hours-per-week",669,-1,10.0032809137818,41,0
"education",669,16,7.41063460245954,4,0
"education-num",669,-1,7.41063460245952,12.5,0
"education",0,16,0.989536621823617,5,0.124999999999998
"native-country",0,42,0.989536621823617,6,0.124999999999998
"age",661,-1,8.88084256197655,37.5,0
"hours-per-week",661,-1,7.30275324049008,41,0
"education",661,16,5.37939013962263,7,0
"education-num",661,-1,5.37939013962263,12.5,0
"occupation",661,15,4.90114683046914,8,0
"marital-status",0,7,0.791225416036309,9,0.197674418604651
"workclass",0,9,0.780635400907716,10,0.156976744186046
"education",0,16,0.765506807866868,11,0.0988372093023257
"occupation",0,15,0.760968229954614,12,0.0813953488372093
"education-num",0,1,0.757942511346445,5.5,0.0697674418604649
"race",489,5,1.32864188620237,13,0
"relationship",489,6,1.27345628995128,14,0
"education",489,16,1.01575586118721,15,0
"education-num",489,-1,1.01575586118721,10.5,0
"hours-per-week",489,-1,0.915790092507464,82,0
"native-country",0,42,0.94478527607362,16,0.0999999999999995
"fnlwgt",0,-1,0.942740286298569,473940,0.0666666666666669
"education",0,16,0.942740286298569,17,0.0666666666666669
"hours-per-week",459,-1,0.952546445273956,82,0
"occupation",459,15,0.681483119563572,18,0
"fnlwgt",459,1,0.33628793983344,223716,0
"education",459,16,0.28684586417349,19,0
"age",459,1,0.204946300128068,35.5,0
"occupation",457,15,0.447327478887317,20,0
"fnlwgt",457,1,0.297094874668634,197925,0
"hours-per-week",457,-1,0.279891550962372,49,0
"relationship",457,6,0.162179176518354,21,0
"age",457,1,0.144397916226975,35.5,0
"education",0,16,0.881838074398249,22,0.0689655172413792
"education-num",0,1,0.881838074398249,6.5,0.0689655172413792
"fnlwgt",0,-1,0.87746170678337,486984.5,0.0344827586206891
