"","count","ncat","improve","index","adj"
"capital-gain",1000,-1,43.7004297520661,7073.5,0
"occupation",1000,15,41.2576581213087,1,0
"age",1000,-1,34.6036534684828,36.5,0
"hours-per-week",1000,-1,34.4000952380952,49.5,0
"education",1000,16,31.5755044535964,2,0
"occupation",968,15,31.4240705174989,3,0
"age",968,-1,24.4792573227638,35.5,0
"hours-per-week",968,-1,23.824134350498,49.5,0
"education",968,16,21.3778621303675,4,0
"education-num",968,-1,20.8842975206612,8.5,0
"education",0,16,0.743801652892562,5,0.429885057471264
"education-num",0,-1,0.742768595041322,7.5,0.427586206896552
"race",0,5,0.72004132231405,6,0.377011494252874
"workclass",0,9,0.712809917355372,7,0.360919540229885
"fnlwgt",0,-1,0.679752066115702,79257,0.28735632183908
"age",533,-1,2.89260395798225,36.5,0
"race",533,5,2.32843400991399,8,0
"occupation",533,15,2.27515621864659,9,0
"education",533,16,2.26420826115367,10,0
"hours-per-week",533,-1,2.07452367081767,41,0
"marital-status",0,7,0.827392120075047,11,0.233333333333333
"education",0,16,0.799249530956848,12,0.108333333333333
"native-country",0,42,0.791744840525328,13,0.0750000000000001
"education-num",0,1,0.789868667917448,4.5,0.0666666666666666
"workclass",0,9,0.787992495309568,14,0.0583333333333335
"marital-status",413,7,1.93746914596016,15,0
"relationship",413,6,1.84191978519884,16,0
"education",413,16,1.80805191478459,17,0
"education-num",413,-1,1.58605926243769,10.5,0
"workclass",413,9,0.604988287170983,18,0
"education",412,16,1.84544473864861,19,0
"education-num",412,-1,1.62332506475229,10.5,0
"relationship",412,6,0.904450639238675,20,0
"workclass",412,9,0.61415877386632,21,0
"occupation",412,15,0.591108981760382,22,0
"education-num",0,-1,0.995145631067961,10.5,0.875
"native-country",0,42,0.963592233009709,23,0.0625
"hours-per-week",396,-1,0.40085061137694,49,0
"fnlwgt",396,-1,0.146464646464661,250270.5,0
"occupation",396,15,0.0974450386215215,24,0
"education",396,16,0.0531924752108361,25,0
"education-num",396,-1,0.0518700518700603,8.5,0
"workclass",0,9,0.957070707070707,26,0.105263157894737
"fnlwgt",0,-1,0.957070707070707,582350.5,0.105263157894737
"education",0,16,0.954545454545455,27,0.0526315789473699
"native-country",0,42,0.954545454545455,28,0.0526315789473699
"age",19,-1,0.912280701754385,32.5,0
