"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","occupation",1000,1000,195,1,0.087179487,4,5,1.000000e+00,8.050000e+02,1.950000e+02,8.050000e-01,1.950000e-01,1.000000e+00
"2","capital-gain", 534, 534, 20,1,0.015384615,4,0,1.000000e+00,5.140000e+02,2.000000e+01,9.625468e-01,3.745318e-02,5.340000e-01
"4","native-country", 525, 525, 14,1,0.007692308,4,0,1.000000e+00,5.110000e+02,1.400000e+01,9.733333e-01,2.666667e-02,5.250000e-01
"8","occupation", 520, 520, 11,1,0.004273504,4,5,1.000000e+00,5.090000e+02,1.100000e+01,9.788462e-01,2.115385e-02,5.200000e-01
"16","marital-status", 413, 413,  2,1,0.002051282,4,2,1.000000e+00,4.110000e+02,2.000000e+00,9.951574e-01,4.842615e-03,4.130000e-01
"32","fnlwgt", 394, 394,  1,1,0.002051282,4,5,1.000000e+00,3.930000e+02,1.000000e+00,9.974619e-01,2.538071e-03,3.940000e-01
"64","<leaf>", 320, 320,  0,1,0.000000000,0,0,1.000000e+00,3.200000e+02,0.000000e+00,1.000000e+00,0.000000e+00,3.200000e-01
"65","fnlwgt",  74,  74,  1,1,0.002051282,4,0,1.000000e+00,7.300000e+01,1.000000e+00,9.864865e-01,1.351351e-02,7.400000e-02
"130","<leaf>",  73,  73,  0,1,0.000000000,0,0,1.000000e+00,7.300000e+01,0.000000e+00,1.000000e+00,0.000000e+00,7.300000e-02
"131","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"33","age",  19,  19,  1,1,0.002051282,4,2,1.000000e+00,1.800000e+01,1.000000e+00,9.473684e-01,5.263158e-02,1.900000e-02
"66","<leaf>",  16,  16,  0,1,0.000000000,0,0,1.000000e+00,1.600000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.600000e-02
