"","count","ncat","improve","index","adj"
"relationship",1000,6,83.2442023823563,1,0
"marital-status",1000,7,82.2720004853485,2,0
"capital-gain",1000,-1,49.9245881300328,4225,0
"education",1000,16,46.1869138971363,3,0
"education-num",1000,-1,45.8778457967169,12.5,0
"marital-status",0,7,0.994,4,0.980327868852459
"sex",0,2,0.751,5,0.183606557377049
"occupation",0,15,0.725,6,0.098360655737705
"capital-gain",0,-1,0.722,2625,0.0885245901639345
"workclass",0,9,0.719,7,0.078688524590164
"capital-gain",695,-1,14.9531044160305,7731.5,0
"education",695,16,5.36369364153991,8,0
"education-num",695,-1,5.03002712584032,12.5,0
"occupation",695,15,4.46706905795226,9,0
"workclass",695,9,2.75914857328345,10,0
"education",687,16,4.19868782513996,11,0
"education-num",687,-1,4.19868782513996,15.5,0
"occupation",687,15,3.90325988524103,12,0
"workclass",687,9,2.05058311266993,13,0
"capital-loss",687,-1,1.89366027134496,2361.5,0
"education-num",0,-1,1,15.5,1
"native-country",0,42,0.995633187772926,14,0.250000000000005
"occupation",683,15,2.7334276686027,15,0
"fnlwgt",683,-1,1.89294638324802,344050,0
"education",683,16,1.32012798381422,16,0
"workclass",683,9,1.19971871395788,17,0
"education-num",683,-1,1.16755901466695,12.5,0
"education",0,16,0.859443631039531,18,0.150442477876106
"education-num",0,-1,0.853587115666179,13.5,0.115044247787611
"native-country",0,42,0.843338213762811,19,0.0530973451327437
"workclass",0,9,0.840409956076135,20,0.0353982300884956
"marital-status",0,7,0.837481698389458,21,0.0176991150442481
"workclass",570,9,0.713237639553435,22,0
"fnlwgt",570,-1,0.271679197994994,344590.5,0
"occupation",570,15,0.131419457735253,23,0
"relationship",570,6,0.0423029404497246,24,0
"sex",570,2,0.0389450447310455,25,0
"native-country",0,42,0.982456140350877,26,0.0909090909090857
"fnlwgt",11,-1,1.93939393939394,312113.5,0
"age",11,1,1.47272727272727,29.5,0
"education",11,16,1.27272727272727,27,0
"hours-per-week",11,-1,0.872727272727273,42.5,0
"education-num",11,1,0.415584415584415,9.5,0
"age",3,1,1.33333333333333,35.5,0
"fnlwgt",3,1,1.33333333333333,400388,0
"relationship",3,6,1.33333333333333,28,0
"hours-per-week",3,-1,1.33333333333333,40,0
"fnlwgt",113,-1,1.99712729748128,340633.5,0
"marital-status",113,7,1.56724656654792,29,0
"race",113,5,1.54883059418457,30,0
"capital-loss",113,-1,1.54883059418457,782,0
"age",113,-1,1.18994781030179,35.5,0
"native-country",0,42,0.893805309734513,31,0.0769230769230761
"fnlwgt",100,1,1.67292929292929,24217,0
"race",100,5,1.67292929292929,32,0
"capital-loss",100,-1,1.67292929292929,782,0
"education",100,16,0.698181818181812,33,0
"relationship",100,6,0.569189189189185,34,0
"capital-loss",99,-1,1.70707070707071,782,0
"education",99,16,0.781783350748864,35,0
"marital-status",99,7,0.68835149524805,36,0
"hours-per-week",99,-1,0.68835149524805,44,0
"age",99,-1,0.601099302529077,35.5,0
"marital-status",98,7,0.880052151238591,37,0
"fnlwgt",98,-1,0.420289855072459,137020,0
"hours-per-week",98,-1,0.399999999999997,44,0
"age",98,-1,0.387931034482758,35.5,0
"relationship",98,6,0.361111111111107,38,0
"age",0,-1,0.744897959183674,34.5,0.358974358974359
"workclass",0,9,0.63265306122449,39,0.076923076923077
"education",0,16,0.63265306122449,40,0.076923076923077
"relationship",0,6,0.63265306122449,41,0.076923076923077
"fnlwgt",0,1,0.622448979591837,33012,0.0512820512820513
"education",59,16,0.466101694915252,42,0
"hours-per-week",59,-1,0.366101694915252,57.5,0
"workclass",59,9,0.299435028248585,43,0
"occupation",59,15,0.251815980629537,44,0
"race",59,5,0.216101694915252,45,0
"age",4,-1,1.5,34,0
"workclass",4,9,1.5,46,0
"occupation",4,15,1.5,47,0
"hours-per-week",4,-1,1.5,50,0
"fnlwgt",4,1,0.5,175873.5,0
"age",39,1,1.46963562753037,26,0
"education",39,16,1.28777472527472,48,0
"education-num",39,-1,1.28777472527472,12.5,0
"fnlwgt",39,-1,0.636604774535808,137020,0
"hours-per-week",39,-1,0.403846153846153,39,0
"education",38,16,1.51370361387339,49,0
"education-num",38,-1,1.51370361387339,12.5,0
"fnlwgt",38,-1,0.58004385964912,268101.5,0
"age",38,1,0.29711375212224,51.5,0
"hours-per-week",38,-1,0.29711375212224,39,0
"education-num",0,-1,1,12.5,1
"workclass",0,9,0.842105263157895,50,0.142857142857143
"native-country",0,42,0.842105263157895,51,0.142857142857143
"relationship",31,6,1.0752688172043,52,0
"fnlwgt",31,-1,0.480030721966207,322576.5,0
"age",31,-1,0.212523719165087,39,0
"occupation",31,15,0.186379928315413,53,0
"hours-per-week",31,1,0.122887864823351,41,0
"fnlwgt",0,-1,0.838709677419355,322576.5,0.166666666666667
"occupation",6,15,1.33333333333333,54,0
"age",6,-1,1.06666666666667,50,0
"education",6,16,1.06666666666667,55,0
"sex",6,2,1.06666666666667,56,0
"fnlwgt",6,-1,0.666666666666667,90734.5,0
"fnlwgt",0,-1,0.833333333333333,90734.5,0.666666666666667
"education-num",0,-1,0.833333333333333,9.5,0.666666666666667
"age",0,1,0.666666666666667,44.5,0.333333333333333
"workclass",0,9,0.666666666666667,57,0.333333333333333
"marital-status",0,7,0.666666666666667,58,0.333333333333333
"fnlwgt",3,1,1.33333333333333,331437.5,0
"education",3,16,1.33333333333333,59,0
"education-num",3,1,1.33333333333333,10.5,0
"marital-status",3,7,1.33333333333333,60,0
"age",3,1,0.333333333333333,41,0
"age",7,1,1.82857142857143,39.5,0
"workclass",7,9,1.82857142857143,61,0
"occupation",7,15,1.82857142857143,62,0
"fnlwgt",7,-1,1.02857142857143,130142.5,0
"relationship",7,6,1.02857142857143,63,0
"hours-per-week",0,-1,0.857142857142857,42.5,0.5
"age",5,-1,0.266666666666667,45,0
"fnlwgt",5,-1,0.266666666666667,130142.5,0
"education",5,16,0.266666666666667,64,0
"education-num",5,-1,0.266666666666667,13.5,0
"relationship",5,6,0.266666666666667,65,0
"age",3,1,1.33333333333333,48.5,0
"fnlwgt",3,-1,0.333333333333333,130142.5,0
"education",3,16,0.333333333333333,66,0
"education-num",3,-1,0.333333333333333,13.5,0
"relationship",3,6,0.333333333333333,67,0
"marital-status",13,7,2.80384615384615,68,0
"occupation",13,15,2.80384615384615,69,0
"education",13,16,2.40384615384615,70,0
"age",13,-1,1.79020979020979,47,0
"workclass",13,9,1.79020979020979,71,0
"workclass",0,9,0.846153846153846,72,0.6
"occupation",0,15,0.846153846153846,73,0.6
"age",0,-1,0.769230769230769,38.5,0.4
