"","count","ncat","improve","index","adj"
"capital-gain",1000,-1,49.6408186891345,5095.5,0
"education",1000,16,37.7428540012431,1,0
"education-num",1000,-1,35.4216518055302,12.5,0
"hours-per-week",1000,-1,31.911661402739,41,0
"occupation",1000,15,20.2887153667642,2,0
"native-country",0,42,0.963,3,0.0263157894736842
"education",962,16,26.7862958294454,4,0
"education-num",962,-1,24.6528067169733,12.5,0
"hours-per-week",962,-1,21.9636558034616,41,0
"occupation",962,15,15.3125488574579,5,0
"capital-loss",962,-1,14.7210230808957,1804,0
"education-num",0,-1,0.960498960498961,12.5,0.81
"native-country",0,42,0.803534303534304,6,0.0550000000000001
"capital-loss",0,-1,0.798336798336798,1615,0.0300000000000003
"capital-gain",0,-1,0.794178794178794,3437.5,0.0100000000000003
"hours-per-week",0,-1,0.794178794178794,82,0.0100000000000003
"hours-per-week",762,-1,8.70040230626911,43.5,0
"native-country",762,42,7.05980353251599,7,0
"occupation",762,15,6.99395543919294,8,0
"education",762,16,6.42187828416145,9,0
"fnlwgt",762,1,4.54060618910898,265287,0
"workclass",0,9,0.851706036745407,10,0.0737704918032785
"native-country",0,42,0.84251968503937,11,0.0163934426229506
"native-country",640,42,7.79810126582278,12,0
"fnlwgt",640,1,3.31135641116214,242358,0
"occupation",640,15,3.27638497094954,13,0
"education",640,16,2.98564727954974,14,0
"capital-loss",640,-1,2.97992125984251,1804,0
"fnlwgt",632,1,2.54529115964057,242358,0
"education",632,16,2.31734717253889,15,0
"occupation",632,15,2.12290600524045,16,0
"age",632,-1,1.81750887680797,80.5,0
"capital-loss",632,-1,1.64871402080145,1804,0
"education",0,16,0.852848101265823,17,0.681506849315068
"occupation",0,15,0.848101265822785,18,0.671232876712329
"education-num",0,1,0.841772151898734,11,0.657534246575343
"workclass",0,9,0.832278481012658,19,0.636986301369863
"age",0,1,0.734177215189873,47.5,0.424657534246575
"occupation",340,15,0.649071973002846,20,0
"native-country",340,42,0.649071973002846,21,0
"race",340,5,0.420915032679731,22,0
"age",340,-1,0.382440737489008,51,0
"fnlwgt",340,-1,0.243137254901954,357275,0
"age",337,-1,0.394065281899107,51,0
"occupation",337,15,0.147911435745261,23,0
"race",337,5,0.111712340722637,24,0
"fnlwgt",337,-1,0.0654938533276792,357275,0
"education",337,16,0.058581410931366,25,0
"native-country",0,42,0.98813056379822,26,0.2
"race",5,5,1.6,27,0
"age",5,1,0.6,52.5,0
"workclass",5,9,0.6,28,0
"fnlwgt",5,-1,0.6,344676.5,0
"occupation",5,15,0.6,29,0
"age",3,-1,1.33333333333333,38.5,0
"race",3,5,1.33333333333333,30,0
"native-country",3,42,1.33333333333333,31,0
"fnlwgt",3,-1,0.333333333333333,373872.5,0
"education",3,16,0.333333333333333,32,0
"marital-status",292,7,4.28392296136182,33,0
"relationship",292,6,4.0349175505647,34,0
"age",292,-1,2.61569872490868,32.5,0
"fnlwgt",292,-1,1.6404462646519,241372.5,0
"hours-per-week",292,-1,1.53762597308553,31,0
"relationship",0,6,0.948630136986301,35,0.885496183206107
"age",0,-1,0.708904109589041,37.5,0.351145038167939
