"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","occupation",1000,1000,453,1,0.587196468,4,5,1.000000e+00,5.470000e+02,4.530000e+02,5.470000e-01,4.530000e-01,1.000000e+00
"2","capital-gain", 526, 526, 83,1,0.030905077,4,1,1.000000e+00,4.430000e+02,8.300000e+01,8.422053e-01,1.577947e-01,5.260000e-01
"4","marital-status", 508, 508, 67,1,0.006622517,4,5,1.000000e+00,4.410000e+02,6.700000e+01,8.681102e-01,1.318898e-01,5.080000e-01
"8","native-country", 273, 273, 11,1,0.004415011,4,0,1.000000e+00,2.620000e+02,1.100000e+01,9.597070e-01,4.029304e-02,2.730000e-01
"16","hours-per-week", 271, 271,  9,1,0.001892148,4,5,1.000000e+00,2.620000e+02,9.000000e+00,9.667897e-01,3.321033e-02,2.710000e-01
"32","workclass", 218, 218,  2,1,0.001103753,4,0,1.000000e+00,2.160000e+02,2.000000e+00,9.908257e-01,9.174312e-03,2.180000e-01
"64","fnlwgt", 215, 215,  1,1,0.001103753,4,0,1.000000e+00,2.140000e+02,1.000000e+00,9.953488e-01,4.651163e-03,2.150000e-01
"128","<leaf>", 212, 212,  0,1,0.000000000,0,0,1.000000e+00,2.120000e+02,0.000000e+00,1.000000e+00,0.000000e+00,2.120000e-01
"129","workclass",   3,   3,  1,1,0.001103753,4,0,1.000000e+00,2.000000e+00,1.000000e+00,6.666667e-01,3.333333e-01,3.000000e-03
"258","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","age",   3,   3,  1,1,0.001103753,4,0,1.000000e+00,2.000000e+00,1.000000e+00,6.666667e-01,3.333333e-01,3.000000e-03
"130","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"131","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"33","age",  53,  53,  7,1,0.001892148,4,1,1.000000e+00,4.600000e+01,7.000000e+00,8.679245e-01,1.320755e-01,5.300000e-02
"66","workclass",  50,  50,  5,1,0.001892148,4,1,1.000000e+00,4.500000e+01,5.000000e+00,9.000000e-01,1.000000e-01,5.000000e-02
"132","hours-per-week",  46,  46,  3,1,0.001892148,4,0,1.000000e+00,4.300000e+01,3.000000e+00,9.347826e-01,6.521739e-02,4.600000e-02
"264","occupation",  41,  41,  1,1,0.001103753,4,2,1.000000e+00,4.000000e+01,1.000000e+00,9.756098e-01,2.439024e-02,4.100000e-02
"528","<leaf>",  37,  37,  0,1,0.000000000,0,0,1.000000e+00,3.700000e+01,0.000000e+00,1.000000e+00,0.000000e+00,3.700000e-02
"529","fnlwgt",   4,   4,  1,1,0.001103753,4,0,1.000000e+00,3.000000e+00,1.000000e+00,7.500000e-01,2.500000e-01,4.000000e-03
"1058","<leaf>",   3,   3,  0,1,0.000000000,0,0,1.000000e+00,3.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,3.000000e-03
"1059","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"265","fnlwgt",   5,   5,  2,1,0.001892148,4,1,1.000000e+00,3.000000e+00,2.000000e+00,6.000000e-01,4.000000e-01,5.000000e-03
"530","<leaf>",   3,   3,  0,1,0.000000000,0,0,1.000000e+00,3.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,3.000000e-03
"531","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"133","education",   4,   4,  2,1,0.001892148,4,0,1.000000e+00,2.000000e+00,2.000000e+00,5.000000e-01,5.000000e-01,4.000000e-03
"266","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"267","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"67","fnlwgt",   3,   3,  1,2,0.001892148,4,0,2.000000e+00,1.000000e+00,2.000000e+00,3.333333e-01,6.666667e-01,3.000000e-03
"134","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"135","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"17","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"9","native-country", 235, 235, 56,1,0.006622517,4,0,1.000000e+00,1.790000e+02,5.600000e+01,7.617021e-01,2.382979e-01,2.350000e-01
"18","capital-loss", 229, 229, 50,1,0.006622517,4,0,1.000000e+00,1.790000e+02,5.000000e+01,7.816594e-01,2.183406e-01,2.290000e-01
