"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,191,1,0.198952880,4,5,1.000000e+00,8.090000e+02,1.910000e+02,8.090000e-01,1.910000e-01,1.000000e+00
"2","capital-gain", 675, 675, 26,1,0.036649215,4,0,1.000000e+00,6.490000e+02,2.600000e+01,9.614815e-01,3.851852e-02,6.750000e-01
"4","education-num", 668, 668, 19,1,0.007853403,4,0,1.000000e+00,6.490000e+02,1.900000e+01,9.715569e-01,2.844311e-02,6.680000e-01
"8","hours-per-week", 648, 648, 12,1,0.005235602,4,3,1.000000e+00,6.360000e+02,1.200000e+01,9.814815e-01,1.851852e-02,6.480000e-01
"16","fnlwgt", 574, 574,  4,1,0.002617801,4,0,1.000000e+00,5.700000e+02,4.000000e+00,9.930314e-01,6.968641e-03,5.740000e-01
"32","native-country", 571, 571,  3,1,0.002617801,4,0,1.000000e+00,5.680000e+02,3.000000e+00,9.947461e-01,5.253940e-03,5.710000e-01
"64","education", 568, 568,  2,1,0.002617801,4,3,1.000000e+00,5.660000e+02,2.000000e+00,9.964789e-01,3.521127e-03,5.680000e-01
"128","<leaf>", 522, 522,  0,1,0.000000000,0,0,1.000000e+00,5.220000e+02,0.000000e+00,1.000000e+00,0.000000e+00,5.220000e-01
"129","marital-status",  46,  46,  2,1,0.002617801,4,1,1.000000e+00,4.400000e+01,2.000000e+00,9.565217e-01,4.347826e-02,4.600000e-02
"258","<leaf>",  36,  36,  0,1,0.000000000,0,0,1.000000e+00,3.600000e+01,0.000000e+00,1.000000e+00,0.000000e+00,3.600000e-02
"259","occupation",  10,  10,  2,1,0.002617801,4,3,1.000000e+00,8.000000e+00,2.000000e+00,8.000000e-01,2.000000e-01,1.000000e-02
"518","<leaf>",   7,   7,  0,1,0.000000000,0,0,1.000000e+00,7.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,7.000000e-03
"519","age",   3,   3,  1,2,0.002617801,4,0,2.000000e+00,1.000000e+00,2.000000e+00,3.333333e-01,6.666667e-01,3.000000e-03
"1038","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"1039","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"65","age",   3,   3,  1,1,0.002617801,4,0,1.000000e+00,2.000000e+00,1.000000e+00,6.666667e-01,3.333333e-01,3.000000e-03
"130","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"131","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"33","workclass",   3,   3,  1,1,0.002617801,4,0,1.000000e+00,2.000000e+00,1.000000e+00,6.666667e-01,3.333333e-01,3.000000e-03
"66","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"67","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"17","capital-loss",  74,  74,  8,1,0.005235602,4,0,1.000000e+00,6.600000e+01,8.000000e+00,8.918919e-01,1.081081e-01,7.400000e-02
"34","hours-per-week",  73,  73,  7,1,0.005235602,4,5,1.000000e+00,6.600000e+01,7.000000e+00,9.041096e-01,9.589041e-02,7.300000e-02
"68","age",  43,  43,  1,1,0.002617801,4,1,1.000000e+00,4.200000e+01,1.000000e+00,9.767442e-01,2.325581e-02,4.300000e-02
"136","<leaf>",  36,  36,  0,1,0.000000000,0,0,1.000000e+00,3.600000e+01,0.000000e+00,1.000000e+00,0.000000e+00,3.600000e-02
"137","fnlwgt",   7,   7,  1,1,0.002617801,4,0,1.000000e+00,6.000000e+00,1.000000e+00,8.571429e-01,1.428571e-01,7.000000e-03
"274","<leaf>",   6,   6,  0,1,0.000000000,0,0,1.000000e+00,6.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,6.000000e-03
"275","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"69","marital-status",  30,  30,  6,1,0.005235602,4,5,1.000000e+00,2.400000e+01,6.000000e+00,8.000000e-01,2.000000e-01,3.000000e-02
"138","occupation",  20,  20,  1,1,0.002617801,4,0,1.000000e+00,1.900000e+01,1.000000e+00,9.500000e-01,5.000000e-02,2.000000e-02
"276","<leaf>",  18,  18,  0,1,0.000000000,0,0,1.000000e+00,1.800000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.800000e-02
"277","age",   2,   2,  1,1,0.002617801,4,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"554","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
