"","count","ncat","improve","index","adj"
"marital-status",1000,7,70.9878852676391,1,0
"relationship",1000,6,70.9878852676391,2,0
"occupation",1000,15,53.9328734661251,3,0
"age",1000,-1,47.1042650439487,31.5,0
"education",1000,16,41.2296315789474,4,0
"sex",0,2,0.773,5,0.362359550561798
"age",0,-1,0.735,31.5,0.25561797752809
"occupation",0,15,0.729,6,0.23876404494382
"hours-per-week",0,-1,0.708,43.5,0.179775280898876
"workclass",0,9,0.705,7,0.171348314606741
"capital-gain",644,-1,5.53321673239603,7731.5,0
"age",644,-1,3.83085427130349,30.5,0
"occupation",644,15,3.80475933603567,8,0
"native-country",644,42,3.6830653431629,9,0
"workclass",644,9,2.64607050682095,10,0
"native-country",641,42,3.71767509198014,11,0
"age",641,-1,3.24902369278664,38.5,0
"occupation",641,15,3.22854120628021,12,0
"hours-per-week",641,-1,2.75767525312466,40.5,0
"education",641,16,2.30103586496398,13,0
"occupation",639,15,3.38243031764164,14,0
"age",639,-1,3.01887586552094,38.5,0
"hours-per-week",639,-1,2.89792804596066,40.5,0
"education",639,16,2.35556994109336,15,0
"education-num",639,-1,2.35556994109336,13.5,0
"education",0,16,0.892018779342723,16,0.178571428571429
"education-num",0,-1,0.892018779342723,13.5,0.178571428571429
"capital-gain",0,-1,0.871674491392801,4601.5,0.0238095238095242
"hours-per-week",0,1,0.871674491392801,4.5,0.0238095238095242
"native-country",0,42,0.871674491392801,17,0.0238095238095242
"hours-per-week",555,-1,0.80036902105868,49,0
"age",555,-1,0.47266607266606,28.5,0
"native-country",555,42,0.447227808570826,18,0
"fnlwgt",555,1,0.402950074378641,35882,0
"occupation",555,15,0.268329868329849,19,0
"native-country",0,42,0.942342342342342,20,0.03030303030303
"native-country",522,42,0.473446352756681,21,0
"marital-status",522,7,0.259363060032583,22,0
"fnlwgt",522,1,0.196007259528079,28335.5,0
"age",522,-1,0.143825523135842,28.5,0
"workclass",522,9,0.127906929614088,23,0
"marital-status",518,7,0.266620828264657,24,0
"fnlwgt",518,1,0.203190279811123,28335.5,0
"workclass",518,9,0.134938703255528,25,0
"age",518,-1,0.0821340821340826,28.5,0
"hours-per-week",518,-1,0.0813152222790459,40.5,0
"fnlwgt",511,1,0.21055070866783,28335.5,0
"workclass",511,9,0.142206640803757,26,0
"hours-per-week",511,-1,0.0884177424561714,40.5,0
"age",511,-1,0.0836641505917308,54,0
"occupation",511,15,0.0215757523909259,27,0
"race",0,5,0.984344422700587,28,0.111111111111114
"hours-per-week",502,-1,0.0960159362549784,40.5,0
"occupation",502,15,0.0293492695883097,29,0
"fnlwgt",502,1,0.0226826029216476,138066,0
"age",502,-1,0.010301650540697,28.5,0
"marital-status",502,7,0.0085159362549827,30,0
"workclass",0,9,0.962151394422311,31,0.05
"hours-per-week",20,1,1.9,41.5,0
"occupation",20,15,0.900000000000001,32,0
"fnlwgt",20,1,0.566666666666667,142922,0
"education",20,16,0.185714285714286,33,0
"age",20,1,0.100000000000001,30,0
"workclass",9,9,1.77777777777778,34,0
"fnlwgt",9,-1,1.77777777777778,27783,0
"education",9,16,1.77777777777778,35,0
"age",9,-1,0.444444444444445,53,0
"education-num",9,1,0.444444444444445,9.5,0
"education",7,16,0.714285714285714,36,0
"occupation",7,15,0.714285714285714,37,0
"relationship",7,6,0.714285714285714,38,0
"fnlwgt",7,-1,0.380952380952381,152711,0
"age",7,-1,0.214285714285714,39.5,0
"age",2,1,1,51.5,0
"fnlwgt",2,-1,1,152573,0
"age",4,-1,1.5,34.5,0
"education",4,16,1.5,39,0
"education-num",4,-1,1.5,9.5,0
"marital-status",4,7,1.5,40,0
"occupation",4,15,1.5,41,0
"age",33,-1,1.59280303030303,54,0
"fnlwgt",33,1,1.11363636363637,114147,0
"education",33,16,0.610948191593352,42,0
"education-num",33,-1,0.480852480852481,10.5,0
"relationship",33,6,0.421607378129118,43,0
"fnlwgt",32,1,1.4375,114147,0
"education",32,16,0.704166666666667,44,0
"education-num",32,-1,0.660357142857142,10.5,0
"hours-per-week",32,-1,0.41334541062802,63.5,0
"workclass",32,9,0.380028735632184,45,0
"workclass",0,9,0.75,46,0.111111111111111
"race",0,5,0.75,47,0.111111111111111
"age",9,-1,1,38.5,0
"fnlwgt",9,-1,1,103184,0
"education",9,16,1,48,0
"education-num",9,-1,1,10.5,0
"occupation",9,15,1,49,0
"hours-per-week",8,-1,1.66666666666667,62.5,0
"fnlwgt",8,-1,1.28571428571429,103184,0
"education",8,16,0.6,50,0
"workclass",8,9,0.333333333333333,51,0
"education-num",8,-1,0.333333333333333,11.5,0
"fnlwgt",0,1,0.875,38403.5,0.666666666666667
"age",0,-1,0.75,32.5,0.333333333333333
"education",0,16,0.75,52,0.333333333333333
"age",3,1,1.33333333333333,34,0
"fnlwgt",3,-1,1.33333333333333,28512.5,0
"hours-per-week",3,1,1.33333333333333,67.5,0
"workclass",3,9,0.333333333333333,53,0
"education",3,16,0.333333333333333,54,0
"age",84,-1,4.04444444444444,38.5,0
"relationship",84,6,2.28843537414966,55,0
"education",84,16,1.40562248995984,56,0
"education-num",84,-1,1.40562248995984,15.5,0
"race",84,5,1.40562248995984,57,0
"marital-status",0,7,0.75,58,0.461538461538462
"education",0,16,0.678571428571429,59,0.307692307692308
"relationship",0,6,0.654761904761905,60,0.256410256410256
"hours-per-week",0,-1,0.630952380952381,41.5,0.205128205128205
"capital-gain",0,-1,0.619047619047619,753,0.17948717948718
"education",45,16,0.355555555555557,61,0
"education-num",45,-1,0.355555555555557,14.5,0
"marital-status",45,7,0.288888888888891,62,0
"hours-per-week",45,-1,0.155555555555557,42.5,0
"age",45,-1,0.122222222222224,30.5,0
"education-num",0,-1,1,14.5,1
"hours-per-week",0,-1,0.911111111111111,60,0.2
"age",5,-1,1.6,30,0
"marital-status",5,7,1.6,63,0
"fnlwgt",5,1,0.6,204715.5,0
"hours-per-week",5,-1,0.266666666666667,37.5,0
"workclass",5,9,0.1,64,0
"relationship",39,6,3.46666666666667,65,0
"fnlwgt",39,-1,2.88888888888889,311938.5,0
"sex",39,2,2.84963768115942,66,0
"education",39,16,1.87387387387388,67,0
"education-num",39,-1,1.87387387387388,14.5,0
"sex",0,2,0.743589743589744,68,0.333333333333333
"age",0,-1,0.692307692307692,41.5,0.2
"marital-status",0,7,0.692307692307692,69,0.2
"workclass",0,9,0.666666666666667,70,0.133333333333333
"occupation",0,15,0.666666666666667,71,0.133333333333333
"race",15,5,1.86666666666667,72,0
"native-country",15,42,1.86666666666667,73,0
"education",15,16,0.533333333333333,74,0
"age",15,1,0.366666666666666,39.5,0
"marital-status",15,7,0.366666666666666,75,0
"age",24,1,3.375,55,0
"occupation",24,15,2.22222222222222,76,0
"fnlwgt",24,-1,1.71428571428572,107462.5,0
"workclass",24,9,1.13684210526316,77,0
"hours-per-week",24,1,1.13684210526316,51,0
"hours-per-week",0,1,0.791666666666667,51,0.375
"marital-status",0,7,0.75,78,0.25
"workclass",0,9,0.708333333333333,79,0.125
"fnlwgt",0,-1,0.708333333333333,107462.5,0.125
"education",0,16,0.708333333333333,80,0.125
"workclass",8,9,1.75,81,0
"marital-status",8,7,1.75,82,0
"capital-gain",8,-1,0.75,3847,0
"age",8,-1,0.416666666666667,57.5,0
"fnlwgt",8,-1,0.416666666666667,220003,0
"age",16,-1,2.43055555555556,44.5,0
"hours-per-week",16,-1,1.125,44,0
"fnlwgt",16,-1,1.00833333333333,72545,0
"capital-gain",16,1,1.00833333333333,5818,0
"marital-status",16,7,0.716269841269841,83,0
"education",0,16,0.75,84,0.428571428571429
"education-num",0,-1,0.75,13.5,0.428571428571429
"fnlwgt",0,-1,0.6875,200925.5,0.285714285714286
"marital-status",0,7,0.6875,85,0.285714285714286
"sex",0,2,0.6875,86,0.285714285714286
"age",9,1,2.77777777777778,39.5,0
"education",9,16,1.77777777777778,87,0
"hours-per-week",9,-1,1.34444444444444,44,0
"education-num",9,-1,1.01587301587302,9.5,0
"capital-gain",9,1,1.01587301587302,1662.5,0
"education",0,16,0.777777777777778,88,0.333333333333333
"occupation",0,15,0.777777777777778,89,0.333333333333333
"race",0,5,0.777777777777778,90,0.333333333333333
"capital-loss",6,-1,1.66666666666667,782,0
"age",6,-1,0.666666666666667,42.5,0
"education",6,16,0.666666666666667,91,0
"marital-status",6,7,0.666666666666667,92,0
"hours-per-week",6,-1,0.666666666666667,44,0
"education",356,16,32.9178175512812,93,0
"education-num",356,-1,32.9178175512811,9.5,0
"occupation",356,15,32.7346921318313,94,0
"capital-gain",356,-1,20.1290073188331,5095.5,0
"age",356,-1,10.4521349501294,31.5,0
"education-num",0,-1,1,9.5,1
"occupation",0,15,0.716292134831461,95,0.372670807453416
"native-country",0,42,0.589887640449438,96,0.0931677018633541
"age",0,-1,0.570224719101124,25.5,0.0496894409937889
"workclass",0,9,0.564606741573034,97,0.0372670807453417
"capital-gain",161,-1,8.00208375075135,5095.5,0
"occupation",161,15,4.10295559033288,98,0
"age",161,-1,3.75776397515529,49.5,0
"fnlwgt",161,1,2.01184835406435,240579.5,0
"native-country",161,42,1.80432580062553,99,0
"occupation",155,15,3.75122887864824,100,0
"age",155,-1,3.00132901215959,35.5,0
"workclass",155,9,1.52303338992643,101,0
"native-country",155,42,1.39430247172184,102,0
"fnlwgt",155,1,1.29560117302054,219505.5,0
"native-country",0,42,0.780645161290323,103,0.0285714285714286
"age",120,-1,2.22810945273632,39.5,0
"fnlwgt",120,1,1.93854311382791,193787.5,0
"native-country",120,42,1.60350140056022,104,0
"workclass",120,9,0.99734950584007,105,0
"education",120,16,0.81774193548387,106,0
"native-country",0,42,0.641666666666667,107,0.188679245283019
"fnlwgt",0,1,0.6,209678.5,0.0943396226415094
"race",0,5,0.6,108,0.0943396226415094
"education",0,16,0.591666666666667,109,0.0754716981132075
"capital-gain",0,1,0.583333333333333,1890.5,0.0566037735849057
"fnlwgt",67,1,2.60313676625945,194040,0
"education",67,16,1.45522388059701,110,0
"native-country",67,42,1.31886024423338,111,0
"workclass",67,9,0.997329143754907,112,0
"education-num",67,-1,0.943886012116288,8.5,0
"occupation",0,15,0.656716417910448,113,0.206896551724138
"education",0,16,0.626865671641791,114,0.137931034482759
"education-num",0,-1,0.597014925373134,7.5,0.0689655172413793
"native-country",0,42,0.597014925373134,115,0.0689655172413793
"age",0,-1,0.582089552238806,41.5,0.0344827586206898
"fnlwgt",29,-1,0.216748768472905,341727,0
"occupation",29,15,0.216748768472905,116,0
"age",29,1,0.0977011494252862,45.5,0
"education",29,16,0.0310344827586189,117,0
"education-num",29,-1,0.0310344827586189,8,0
"occupation",0,15,0.793103448275862,118,0.142857142857143
"fnlwgt",7,1,1.71428571428571,363445.5,0
"occupation",7,15,1.71428571428571,119,0
"age",7,1,0.714285714285714,45.5,0
"education",7,16,0.114285714285714,120,0
"education-num",7,-1,0.114285714285714,8,0
"education",38,16,1.71137521222411,121,0
"fnlwgt",38,-1,1.56583377636009,96174.5,0
"occupation",38,15,1.26390977443609,122,0
"hours-per-week",38,-1,1.14832535885167,38,0
"workclass",38,9,1.12151346107203,123,0
"education-num",0,-1,0.947368421052632,8.5,0.714285714285714
"age",0,1,0.842105263157895,68,0.142857142857143
"race",0,5,0.842105263157895,124,0.142857142857143
"hours-per-week",0,-1,0.842105263157895,27,0.142857142857143
"native-country",0,42,0.842105263157895,125,0.142857142857143
"age",31,-1,1.50792303338993,49.5,0
"workclass",31,9,1.48141654978962,126,0
"fnlwgt",31,-1,1.48141654978962,92831,0
"occupation",31,15,1.33824884792627,127,0
"hours-per-week",31,-1,0.995391705069126,38,0
"workclass",0,9,0.645161290322581,128,0.0833333333333333
"occupation",0,15,0.645161290322581,129,0.0833333333333333
"race",0,5,0.645161290322581,130,0.0833333333333333
"hours-per-week",0,-1,0.645161290322581,52.5,0.0833333333333333
"occupation",19,15,2.10651629072682,131,0
"age",19,1,1.21457489878543,47.5,0
"native-country",19,42,1.14619883040936,132,0
"fnlwgt",19,-1,0.939849624060152,92831,0
"hours-per-week",19,-1,0.49342105263158,38,0
"fnlwgt",0,-1,0.684210526315789,148969,0.142857142857143
"native-country",0,42,0.684210526315789,133,0.142857142857143
"hours-per-week",12,-1,0.5,48,0
"age",12,1,0.333333333333333,42.5,0
"fnlwgt",12,1,0.166666666666667,114883.5,0
