"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,186,1,0.139784946,4,5,1.000000e+00,8.140000e+02,1.860000e+02,8.140000e-01,1.860000e-01,1.000000e+00
"2","capital-gain", 646, 646, 26,1,0.048387097,4,0,1.000000e+00,6.200000e+02,2.600000e+01,9.597523e-01,4.024768e-02,6.460000e-01
"4","occupation", 637, 637, 17,1,0.010752688,4,5,1.000000e+00,6.200000e+02,1.700000e+01,9.733124e-01,2.668760e-02,6.370000e-01
"8","native-country", 552, 552,  3,1,0.002688172,4,0,1.000000e+00,5.490000e+02,3.000000e+00,9.945652e-01,5.434783e-03,5.520000e-01
"16","occupation", 544, 544,  2,1,0.002688172,4,3,1.000000e+00,5.420000e+02,2.000000e+00,9.963235e-01,3.676471e-03,5.440000e-01
"32","<leaf>", 509, 509,  0,1,0.000000000,0,0,1.000000e+00,5.090000e+02,0.000000e+00,1.000000e+00,0.000000e+00,5.090000e-01
"33","education",  35,  35,  2,1,0.002688172,4,4,1.000000e+00,3.300000e+01,2.000000e+00,9.428571e-01,5.714286e-02,3.500000e-02
"66","<leaf>",  24,  24,  0,1,0.000000000,0,0,1.000000e+00,2.400000e+01,0.000000e+00,1.000000e+00,0.000000e+00,2.400000e-02
"67","fnlwgt",  11,  11,  2,1,0.002688172,4,5,1.000000e+00,9.000000e+00,2.000000e+00,8.181818e-01,1.818182e-01,1.100000e-02
"134","<leaf>",   5,   5,  0,1,0.000000000,0,0,1.000000e+00,5.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,5.000000e-03
"135","fnlwgt",   6,   6,  2,1,0.002688172,4,1,1.000000e+00,4.000000e+00,2.000000e+00,6.666667e-01,3.333333e-01,6.000000e-03
"270","<leaf>",   4,   4,  0,1,0.000000000,0,0,1.000000e+00,4.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,4.000000e-03
"271","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"17","age",   8,   8,  1,1,0.002688172,4,0,1.000000e+00,7.000000e+00,1.000000e+00,8.750000e-01,1.250000e-01,8.000000e-03
"34","<leaf>",   7,   7,  0,1,0.000000000,0,0,1.000000e+00,7.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,7.000000e-03
"35","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"9","hours-per-week",  85,  85, 14,1,0.010752688,4,5,1.000000e+00,7.100000e+01,1.400000e+01,8.352941e-01,1.647059e-01,8.500000e-02
"18","age",  69,  69,  5,1,0.005376344,4,0,1.000000e+00,6.400000e+01,5.000000e+00,9.275362e-01,7.246377e-02,6.900000e-02
"36","hours-per-week",  68,  68,  4,1,0.003584229,4,1,1.000000e+00,6.400000e+01,4.000000e+00,9.411765e-01,5.882353e-02,6.800000e-02
"72","age",  58,  58,  2,1,0.002688172,4,0,1.000000e+00,5.600000e+01,2.000000e+00,9.655172e-01,3.448276e-02,5.800000e-02
"144","education",  54,  54,  1,1,0.002688172,4,4,1.000000e+00,5.300000e+01,1.000000e+00,9.814815e-01,1.851852e-02,5.400000e-02
"288","<leaf>",  47,  47,  0,1,0.000000000,0,0,1.000000e+00,4.700000e+01,0.000000e+00,1.000000e+00,0.000000e+00,4.700000e-02
"289","age",   7,   7,  1,1,0.002688172,4,0,1.000000e+00,6.000000e+00,1.000000e+00,8.571429e-01,1.428571e-01,7.000000e-03
"578","<leaf>",   6,   6,  0,1,0.000000000,0,0,1.000000e+00,6.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,6.000000e-03
"579","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"145","age",   4,   4,  1,1,0.002688172,4,0,1.000000e+00,3.000000e+00,1.000000e+00,7.500000e-01,2.500000e-01,4.000000e-03
"290","<leaf>",   3,   3,  0,1,0.000000000,0,0,1.000000e+00,3.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,3.000000e-03
"291","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"73","age",  10,  10,  2,1,0.003584229,4,5,1.000000e+00,8.000000e+00,2.000000e+00,8.000000e-01,2.000000e-01,1.000000e-02
"146","<leaf>",   6,   6,  0,1,0.000000000,0,0,1.000000e+00,6.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,6.000000e-03
"147","age",   4,   4,  2,1,0.003584229,4,0,1.000000e+00,2.000000e+00,2.000000e+00,5.000000e-01,5.000000e-01,4.000000e-03
"294","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"295","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"37","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"19","age",  16,  16,  7,2,0.010752688,4,5,2.000000e+00,7.000000e+00,9.000000e+00,4.375000e-01,5.625000e-01,1.600000e-02
"38","<leaf>",   4,   4,  0,1,0.000000000,0,0,1.000000e+00,4.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,4.000000e-03
"39","workclass",  12,  12,  3,2,0.005376344,4,3,2.000000e+00,3.000000e+00,9.000000e+00,2.500000e-01,7.500000e-01,1.200000e-02
"78","hours-per-week",   4,   4,  2,1,0.005376344,4,0,1.000000e+00,2.000000e+00,2.000000e+00,5.000000e-01,5.000000e-01,4.000000e-03
"156","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"157","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"79","relationship",   8,   8,  1,2,0.002688172,4,0,2.000000e+00,1.000000e+00,7.000000e+00,1.250000e-01,8.750000e-01,8.000000e-03
"158","age",   2,   2,  1,1,0.002688172,4,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"316","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"317","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"159","<leaf>",   6,   6,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,6.000000e+00,0.000000e+00,1.000000e+00,6.000000e-03
"5","<leaf>",   9,   9,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,9.000000e+00,0.000000e+00,1.000000e+00,9.000000e-03
"3","occupation", 354, 354,160,1,0.139784946,4,5,1.000000e+00,1.940000e+02,1.600000e+02,5.480226e-01,4.519774e-01,3.540000e-01
"6","capital-gain", 232, 232, 73,1,0.069892473,4,1,1.000000e+00,1.590000e+02,7.300000e+01,6.853448e-01,3.146552e-01,2.320000e-01
"12","occupation", 219, 219, 60,1,0.016129032,4,5,1.000000e+00,1.590000e+02,6.000000e+01,7.260274e-01,2.739726e-01,2.190000e-01
"24","education", 150, 150, 30,1,0.006720430,4,5,1.000000e+00,1.200000e+02,3.000000e+01,8.000000e-01,2.000000e-01,1.500000e-01
"48","native-country",  98,  98, 13,1,0.005376344,4,0,1.000000e+00,8.500000e+01,1.300000e+01,8.673469e-01,1.326531e-01,9.800000e-02
"96","workclass",  97,  97, 12,1,0.002688172,4,4,1.000000e+00,8.500000e+01,1.200000e+01,8.762887e-01,1.237113e-01,9.700000e-02
"192","<leaf>",  24,  24,  0,1,0.000000000,0,0,1.000000e+00,2.400000e+01,0.000000e+00,1.000000e+00,0.000000e+00,2.400000e-02
"193","capital-loss",  73,  73, 12,1,0.002688172,4,0,1.000000e+00,6.100000e+01,1.200000e+01,8.356164e-01,1.643836e-01,7.300000e-02
"386","hours-per-week",  72,  72, 11,1,0.002688172,4,0,1.000000e+00,6.100000e+01,1.100000e+01,8.472222e-01,1.527778e-01,7.200000e-02
"772","<leaf>",  13,  13,  0,1,0.000000000,0,0,1.000000e+00,1.300000e+01,0.000000e+00,1.000000e+00,0.000000e+00,1.300000e-02
"773","fnlwgt",  59,  59, 11,1,0.002688172,4,0,1.000000e+00,4.800000e+01,1.100000e+01,8.135593e-01,1.864407e-01,5.900000e-02
