"","count","ncat","improve","index","adj"
"relationship",1000,6,72.7545305450311,1,0
"marital-status",1000,7,71.9539266817671,2,0
"capital-gain",1000,-1,48.7687500000001,4668.5,0
"education",1000,16,41.1673469387756,3,0
"hours-per-week",1000,-1,37.8000000000001,49,0
"marital-status",0,7,0.998,4,0.994100294985251
"sex",0,2,0.782,5,0.35693215339233
"occupation",0,15,0.723,6,0.182890855457227
"hours-per-week",0,-1,0.723,45.5,0.182890855457227
"workclass",0,9,0.705,7,0.129793510324484
"capital-gain",661,-1,16.5243635317376,4668.5,0
"hours-per-week",661,-1,6.50460717921204,46,0
"education",661,16,6.26907485952025,8,0
"education-num",661,-1,5.31257466328788,13.5,0
"relationship",661,6,3.02350989930988,9,0
"education",652,16,4.36924129692697,10,0
"education-num",652,-1,4.08966689505446,12.5,0
"hours-per-week",652,-1,2.23496344874597,42.5,0
"occupation",652,15,1.59287126952673,11,0
"relationship",652,6,1.45167816419455,12,0
"education-num",0,-1,0.98159509202454,12.5,0.863636363636364
"occupation",0,15,0.883435582822086,13,0.136363636363636
"native-country",0,42,0.871165644171779,14,0.0454545454545452
"hours-per-week",0,-1,0.868098159509202,57.5,0.0227272727272726
"hours-per-week",564,-1,0.528799770146245,49,0
"occupation",564,15,0.443422774330275,15,0
"age",564,-1,0.33903688559683,60,0
"marital-status",564,7,0.239005513230437,16,0
"education",564,16,0.195561147642549,17,0
"native-country",0,42,0.952127659574468,18,0.0357142857142852
"age",536,-1,0.376825026855972,60,0
"marital-status",536,7,0.275954084762112,19,0
"occupation",536,15,0.26003925820531,20,0
"education",536,16,0.231939669130374,21,0
"education-num",536,1,0.156427539720763,7.5,0
"marital-status",0,7,0.966417910447761,22,0.0526315789473663
"native-country",0,42,0.966417910447761,23,0.0526315789473663
"occupation",517,15,0.274161966527414,24,0
"education",517,16,0.188470885361212,25,0
"fnlwgt",517,-1,0.0857919349704823,230305.5,0
"education-num",517,1,0.0837964654882581,6.5,0
"age",517,1,0.022440804128804,42.5,0
"fnlwgt",510,-1,0.0305611899932332,260041.5,0
"education",510,16,0.0144270552257624,26,0
"education-num",510,1,0.00959194488605286,9.5,0
"age",510,1,0.00777433780528458,35.5,0
"native-country",510,42,0.00473644003056228,27,0
"native-country",0,42,0.903921568627451,28,0.155172413793104
"education",0,16,0.894117647058824,29,0.06896551724138
"education-num",0,1,0.892156862745098,2.5,0.0517241379310353
"race",0,5,0.888235294117647,30,0.0172413793103448
"fnlwgt",58,1,1.96551724137931,262769.5,0
"occupation",58,15,0.965517241379312,31,0
"relationship",58,6,0.165517241379312,32,0
"marital-status",58,7,0.119363395225466,33,0
"age",58,-1,0.0607553366174067,34,0
"education",7,16,1.71428571428571,34,0
"fnlwgt",7,-1,0.714285714285714,184875,0
"relationship",7,6,0.714285714285714,35,0
"education-num",7,1,0.380952380952381,7.5,0
"age",7,1,0.214285714285714,43,0
"workclass",19,9,1.69005847953216,36,0
"education",19,16,1.69005847953216,37,0
"occupation",19,15,0.721804511278195,38,0
"fnlwgt",19,1,0.467836257309941,172768,0
"education-num",19,1,0.370614035087719,8,0
"occupation",18,15,0.555555555555556,39,0
"age",18,-1,0.222222222222223,65.5,0
"fnlwgt",18,1,0.138888888888889,172768,0
"hours-per-week",18,-1,0.111111111111111,37.5,0
"workclass",18,9,0.0888888888888895,40,0
"age",3,1,1.33333333333333,66.5,0
"hours-per-week",3,-1,1.33333333333333,37.5,0
"fnlwgt",3,-1,0.333333333333333,141537.5,0
"marital-status",3,7,0.333333333333333,41,0
"relationship",3,6,0.333333333333333,42,0
"education",28,16,1.65343915343915,43,0
"relationship",28,6,1.65343915343915,44,0
"race",28,5,1.65343915343915,45,0
"occupation",28,15,1.15714285714286,46,0
"education-num",28,-1,0.664835164835164,11.5,0
"relationship",27,6,1.78062678062678,47,0
"race",27,5,1.78062678062678,48,0
"occupation",27,15,1.3037037037037,49,0
"age",27,1,0.503703703703704,30.5,0
"workclass",27,9,0.453703703703705,50,0
"occupation",26,15,0.423076923076922,51,0
"fnlwgt",26,-1,0.208791208791208,210629.5,0
"age",26,1,0.145299145299144,30.5,0
"education",26,16,0.145299145299144,52,0
"education-num",26,-1,0.0769230769230766,9.5,0
"education",0,16,0.884615384615385,53,0.25
"education",4,16,1.5,54,0
"age",4,-1,0.5,28.5,0
"fnlwgt",4,1,0.5,256766,0
"education-num",4,1,0.5,10.5,0
"marital-status",4,7,0.166666666666667,55,0
"occupation",88,15,3.11055381400209,56,0
"education",88,16,2.7399577167019,57,0
"education-num",88,-1,2.7399577167019,15,0
"age",88,-1,1.8236092265943,29.5,0
"hours-per-week",88,-1,1.78181818181818,57.5,0
"age",0,1,0.738636363636364,27.5,0.233333333333333
"capital-gain",0,-1,0.704545454545455,1662.5,0.133333333333334
"relationship",0,6,0.681818181818182,58,0.0666666666666666
"capital-loss",0,-1,0.681818181818182,782,0.0666666666666666
"hours-per-week",0,1,0.681818181818182,22.5,0.0666666666666666
"education",58,16,3.45935960591133,59,0
"education-num",58,-1,3.45935960591133,15,0
"race",58,5,1.69933454325469,60,0
"workclass",58,9,1.64391394046566,61,0
"occupation",58,15,0.700431034482756,62,0
"education-num",0,-1,1,15,1
"workclass",56,9,1.47857142857143,63,0
"age",56,-1,0.862244897959184,52,0
"hours-per-week",56,1,0.862244897959183,36.5,0
"education",56,16,0.390692640692643,64,0
"education-num",56,-1,0.390692640692643,13.5,0
"fnlwgt",0,-1,0.857142857142857,393273,0.2
"age",10,-1,2.7,44.5,0
"relationship",10,6,1.2,65,0
"hours-per-week",10,1,1.15238095238095,37.5,0
"fnlwgt",10,-1,0.771428571428572,138153.5,0
"race",10,5,0.45,66,0
"relationship",0,6,0.8,67,0.5
"fnlwgt",0,-1,0.7,138153.5,0.25
"marital-status",0,7,0.7,68,0.25
"hours-per-week",0,1,0.7,37.5,0.25
"race",4,5,1.5,69,0
"age",4,-1,0.5,49.5,0
"fnlwgt",4,1,0.5,217435.5,0
"education",4,16,0.5,70,0
"education-num",4,-1,0.5,13.5,0
"age",30,-1,5.37777777777778,29,0
"marital-status",30,7,3.20606060606061,71,0
"hours-per-week",30,-1,1.61333333333333,30,0
"relationship",30,6,1.27424242424242,72,0
"capital-gain",30,1,1.24102564102564,1087,0
"fnlwgt",0,1,0.7,200257,0.25
"marital-status",0,7,0.7,73,0.25
"hours-per-week",0,-1,0.7,30,0.25
"workclass",0,9,0.666666666666667,74,0.166666666666667
"occupation",0,15,0.666666666666667,75,0.166666666666667
"age",18,1,1.68055555555556,55,0
"race",18,5,1.68055555555556,76,0
"capital-gain",18,1,1.68055555555556,1101,0
"education",18,16,1.08888888888889,77,0
"education-num",18,-1,1.08888888888889,13.5,0
"capital-gain",16,1,2.16071428571428,1101,0
"sex",16,2,1.42045454545454,78,0
"education",16,16,1.04166666666667,79,0
"workclass",16,9,1.00833333333333,80,0
"fnlwgt",16,1,1.00833333333333,348468.5,0
"relationship",14,6,1.56277056277056,81,0
"workclass",14,9,1.32967032967033,82,0
"race",14,5,1.32967032967033,83,0
"native-country",14,42,1.32967032967033,84,0
"hours-per-week",14,-1,1.28571428571429,41.5,0
"fnlwgt",0,-1,0.857142857142857,90059.5,0.333333333333333
"race",0,5,0.857142857142857,85,0.333333333333333
"native-country",0,42,0.857142857142857,86,0.333333333333333
"fnlwgt",3,1,1.33333333333333,70092.5,0
"sex",3,2,1.33333333333333,87,0
"hours-per-week",3,-1,1.33333333333333,45,0
"age",3,-1,0.333333333333333,37,0
"marital-status",3,7,0.333333333333333,88,0
"workclass",11,9,1.81818181818182,89,0
"fnlwgt",11,1,0.484848484848485,193013,0
"age",11,1,0.318181818181819,42.5,0
"hours-per-week",11,-1,0.218181818181818,41.5,0
"marital-status",11,7,0.151515151515152,90,0
"occupation",339,15,24.0708886430678,91,0
"education",339,16,20.857532194514,92,0
"capital-gain",339,-1,19.0938053097345,5095.5,0
"education-num",339,-1,18.5862710631592,10.5,0
"native-country",339,42,6.8450248219296,93,0
"education",0,16,0.76401179941003,94,0.45578231292517
"education-num",0,-1,0.76401179941003,12.5,0.45578231292517
"hours-per-week",0,-1,0.640117994100295,49,0.170068027210884
"workclass",0,9,0.619469026548673,95,0.122448979591837
"capital-gain",0,-1,0.613569321533923,7493,0.108843537414966
"capital-gain",192,-1,10.1673611111111,4225,0
"education",192,16,5.02320061352805,96,0
"native-country",192,42,4.15979609929079,97,0
"occupation",192,15,2.52647969795623,98,0
"age",192,-1,2.16173979241724,35.5,0
"native-country",0,42,0.942708333333333,99,0.0833333333333339
"education",180,16,4.81935360489578,100,0
"native-country",180,42,3.48323917137477,101,0
"hours-per-week",180,-1,2.30911360799003,82,0
"age",180,-1,2.28825049399605,34.5,0
"education-num",180,-1,2.09116161616163,13.5,0
"education-num",0,-1,0.944444444444444,13.5,0.285714285714285
"native-country",0,42,0.938888888888889,102,0.214285714285714
"hours-per-week",166,-1,2.52145166029973,82,0
"age",166,-1,2.00086781700631,37.5,0
"native-country",166,42,1.56146074983162,103,0
"education",166,16,1.35938490805326,104,0
"race",166,5,1.2695937122724,105,0
"native-country",164,42,1.64026691210309,106,0
"age",164,-1,1.62269846963175,37.5,0
"education",164,16,1.33129141189654,107,0
"race",164,5,1.32406706054638,108,0
"workclass",164,9,1.30474709445082,109,0
"race",0,5,0.981707317073171,110,0.4
"education",159,16,1.91453940066594,111,0
"age",159,-1,1.54043785388886,37.5,0
"race",159,5,1.32481490327203,112,0
"occupation",159,15,0.934425217588121,113,0
"workclass",159,9,0.871363509619854,114,0
"education-num",0,1,0.905660377358491,12.5,0.347826086956522
"age",136,-1,2.16598257176522,37.5,0
"race",136,5,1.22396514161219,115,0
"workclass",136,9,1.01201771030993,116,0
"occupation",136,15,0.79027467975272,117,0
"fnlwgt",136,1,0.718194254445969,400076,0
"relationship",0,6,0.595588235294118,118,0.0677966101694915
"sex",0,2,0.595588235294118,119,0.0677966101694915
"fnlwgt",0,-1,0.588235294117647,127806,0.0508474576271187
"occupation",0,15,0.588235294117647,120,0.0508474576271187
"native-country",0,42,0.588235294117647,121,0.0508474576271187
"workclass",59,9,1.52579623766065,122,0
"occupation",59,15,1.06814971751412,123,0
"relationship",59,6,0.615712610595885,124,0
"sex",59,2,0.615712610595885,125,0
"hours-per-week",59,-1,0.615712610595883,55.5,0
"hours-per-week",0,-1,0.915254237288136,70,0.285714285714286
"occupation",0,15,0.898305084745763,126,0.142857142857143
"occupation",52,15,1.15482815057283,127,0
"relationship",52,6,1.15482815057283,128,0
"sex",52,2,1.15482815057283,129,0
"education",52,16,0.744615384615381,130,0
"education-num",52,-1,0.744615384615381,11,0
"relationship",47,6,0.541908446163764,131,0
"sex",47,2,0.541908446163764,132,0
"fnlwgt",47,-1,0.445171849427167,224178,0
"age",47,-1,0.115501519756838,28.5,0
"occupation",47,15,0.0878517501715819,133,0
"race",0,5,0.957446808510638,134,0.333333333333334
"native-country",0,42,0.957446808510638,135,0.333333333333334
"education",44,16,0.154545454545454,136,0
"fnlwgt",44,-1,0.136363636363635,224178,0
"education-num",44,-1,0.136363636363635,9.5,0
"occupation",44,15,0.0656565656565644,137,0
"age",44,1,0.0545454545454529,29.5,0
"education-num",0,-1,0.977272727272727,9.5,0.9
"fnlwgt",0,-1,0.818181818181818,465592.5,0.2
