"","count","ncat","improve","index","adj"
"education",1000,16,62.1661531251764,1,0
"education-num",1000,-1,62.1661531251764,11.5,0
"capital-gain",1000,-1,61.9841780104712,7073.5,0
"occupation",1000,15,53.9929261849262,2,0
"hours-per-week",1000,-1,33.7089641599062,41,0
"education-num",0,-1,1,11.5,1
"occupation",0,15,0.858,3,0.28643216080402
"capital-gain",0,-1,0.821,7364,0.100502512562814
"native-country",0,42,0.817,4,0.0804020100502508
"workclass",0,9,0.805,5,0.0201005025125628
"capital-gain",801,-1,24.7019469937387,7073.5,0
"occupation",801,15,10.9388270371102,6,0
"age",801,-1,10.6545698271682,42.5,0
"hours-per-week",801,-1,8.64932915518625,41,0
"relationship",801,6,7.726425307282,7,0
"native-country",0,42,0.983770287141074,8,0.133333333333333
"occupation",786,15,8.27580793059768,9,0
"age",786,-1,6.90271920321807,42.5,0
"relationship",786,6,6.0628159049664,10,0
"marital-status",786,7,5.92496302201069,11,0
"hours-per-week",786,-1,5.58112696718953,41,0
"hours-per-week",0,-1,0.729007633587786,44.5,0.161417322834646
"age",0,-1,0.702290076335878,42.5,0.0787401574803146
"education",0,16,0.698473282442748,12,0.0669291338582676
"capital-loss",0,-1,0.697201017811705,742.5,0.0629921259842519
"fnlwgt",0,1,0.694656488549618,123429.5,0.0551181102362205
"age",532,-1,2.6328528878958,43.5,0
"capital-loss",532,-1,2.41648544802463,943.5,0
"native-country",532,42,2.41648544802463,13,0
"fnlwgt",532,-1,1.41800930898678,144657.5,0
"occupation",532,15,1.08160027728896,14,0
"marital-status",0,7,0.866541353383459,15,0.0897435897435893
"capital-gain",0,-1,0.862781954887218,1009,0.0641025641025642
"workclass",0,9,0.859022556390977,16,0.0384615384615384
"education",0,16,0.859022556390977,17,0.0384615384615384
"native-country",0,42,0.859022556390977,18,0.0384615384615384
"hours-per-week",454,-1,0.665781728349415,49,0
"fnlwgt",454,-1,0.483862521818644,314947,0
"age",454,1,0.21064046086072,40.5,0
