"","count","ncat","improve","index","adj"
"workclass",1000,9,199.278708679432,1,0
"occupation",1000,15,199.273221598363,2,0
"education",1000,16,184.862339103148,3,0
"education-num",1000,-1,184.862339103148,12.5,0
"hours-per-week",1000,-1,182.037498818227,54.5,0
"hours-per-week",0,-1,0.915,54.5,0.686346863468635
"marital-status",0,7,0.887,4,0.583025830258303
"occupation",0,15,0.882,5,0.564575645756458
"education",0,16,0.862,6,0.490774907749078
"age",0,-1,0.842,49.5,0.416974169741697
"relationship",729,6,58.7435127679473,7,0
"marital-status",729,7,57.5096089043956,8,0
"capital-gain",729,-1,41.5842731435486,4243.5,0
"occupation",729,15,34.4006312779152,9,0
"education-num",729,-1,29.2385126241175,12.5,0
"marital-status",0,7,0.995884773662551,10,0.991228070175439
"sex",0,2,0.685871056241427,11,0.330409356725146
"age",0,-1,0.652949245541838,35.5,0.260233918128655
"occupation",0,15,0.647462277091907,12,0.248538011695906
"hours-per-week",0,-1,0.61042524005487,41,0.169590643274854
"capital-gain",387,-1,11.3384958087444,4517.5,0
"education",387,16,3.39488287372387,13,0
"education-num",387,-1,3.18613017721011,13.5,0
"occupation",387,15,2.96167097329885,14,0
"age",387,-1,1.95953750342346,29.5,0
"native-country",377,42,1.85914837180429,15,0
"occupation",377,15,1.52898152750368,16,0
"education",377,16,0.95047896438891,17,0
"education-num",377,-1,0.927565693697471,12.5,0
"age",377,-1,0.853932008354803,29.5,0
"occupation",376,15,1.66166989039328,18,0
"hours-per-week",376,-1,0.776006534141704,44.5,0
"age",376,-1,0.758672525439405,65.5,0
"education",376,16,0.716990423265827,19,0
"education-num",376,-1,0.681153345588104,12.5,0
"education",0,16,0.75531914893617,20,0.303030303030303
"education-num",0,-1,0.752659574468085,12.5,0.295454545454545
"hours-per-week",0,-1,0.680851063829787,44.5,0.0909090909090909
"workclass",0,9,0.664893617021277,21,0.0454545454545454
"native-country",0,42,0.664893617021277,22,0.0454545454545454
"age",132,-1,1.82900432900433,29.5,0
"fnlwgt",132,1,1.51928311048608,175474.5,0
"marital-status",132,7,0.878738201689028,23,0
"sex",132,2,0.800432900432895,24,0
"relationship",132,6,0.689393939393941,25,0
"marital-status",0,7,0.757575757575758,26,0.418181818181818
"relationship",0,6,0.71969696969697,27,0.327272727272727
"education",0,16,0.621212121212121,28,0.0909090909090908
"hours-per-week",0,-1,0.621212121212121,31,0.0909090909090908
"fnlwgt",0,1,0.613636363636364,177866,0.0727272727272727
"age",77,1,2.85011563778687,30.5,0
"sex",77,2,1.69124067421939,29,0
"fnlwgt",77,1,1.6461038961039,219379,0
"education",77,16,1.39986329460014,30,0
"education-num",77,-1,1.39986329460014,14.5,0
"native-country",0,42,0.961038961038961,31,0.25
"education",73,16,1.51027397260274,32,0
"education-num",73,-1,1.51027397260274,14.5,0
"fnlwgt",73,1,1.03385887826312,219379,0
"age",73,-1,0.742626913779208,64,0
"sex",73,2,0.710355805663298,33,0
"fnlwgt",72,1,0.865384615384615,219379,0
"age",72,-1,0.812686567164182,64,0
"marital-status",72,7,0.711290322580645,34,0
"race",72,5,0.449999999999999,35,0
"sex",72,2,0.430851063829786,36,0
"workclass",0,9,0.736111111111111,37,0.0500000000000002
"native-country",0,42,0.736111111111111,38,0.0500000000000002
"fnlwgt",52,-1,1.39441930618401,217058,0
"age",52,-1,0.926282051282049,64,0
"marital-status",52,7,0.770979020979022,39,0
"education",52,16,0.75734265734266,40,0
"workclass",52,9,0.566433566433565,41,0
"workclass",51,9,1.04575163398693,42,0
"age",51,-1,1.0221109720484,64,0
"marital-status",51,7,0.902986776105793,43,0
"fnlwgt",51,-1,0.612147297943567,100119.5,0
"education",51,16,0.471148459383754,44,0
"hours-per-week",0,1,0.784313725490196,53,0.266666666666666
"native-country",0,42,0.745098039215686,45,0.133333333333333
"fnlwgt",0,-1,0.725490196078431,27241.5,0.0666666666666664
"race",0,5,0.725490196078431,46,0.0666666666666664
"marital-status",36,7,1.6573476702509,47,0
"age",36,-1,1.29292929292929,64,0
"sex",36,2,1.18518518518518,48,0
"relationship",36,6,0.888888888888886,49,0
"hours-per-week",36,-1,0.740010946907498,42.5,0
"age",0,-1,0.972222222222222,56.5,0.8
"relationship",31,6,1.51209677419355,50,0
"sex",31,2,0.984922861150069,51,0
"education",31,16,0.887096774193548,52,0
"marital-status",31,7,0.561009817671809,53,0
"age",31,1,0.490545050055617,33.5,0
"marital-status",0,7,0.709677419354839,54,0.4
"education",0,16,0.67741935483871,55,0.333333333333333
"occupation",0,15,0.67741935483871,56,0.333333333333333
"fnlwgt",0,1,0.645161290322581,118299,0.266666666666667
