"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,201,1,0.139303483,4,5,  1.00000000,799.00000000,201.00000000,  0.79900000,  0.20100000,  1.00000000
"2","capital-gain", 622, 622, 30,1,0.044776119,4,1,  1.00000000,592.00000000, 30.00000000,  0.95176849,  0.04823151,  0.62200000
"4","age", 613, 613, 21,1,0.004975124,4,5,  1.00000000,592.00000000, 21.00000000,  0.96574225,  0.03425775,  0.61300000
"8","<leaf>", 432, 432,  0,1,0.000000000,0,0,  1.00000000,432.00000000,  0.00000000,  1.00000000,  0.00000000,  0.43200000
"9","occupation", 181, 181, 21,1,0.004975124,4,5,  1.00000000,160.00000000, 21.00000000,  0.88397790,  0.11602210,  0.18100000
"18","occupation", 102, 102,  2,1,0.002487562,4,5,  1.00000000,100.00000000,  2.00000000,  0.98039216,  0.01960784,  0.10200000
"36","<leaf>",  78,  78,  0,1,0.000000000,0,0,  1.00000000, 78.00000000,  0.00000000,  1.00000000,  0.00000000,  0.07800000
"37","education",  24,  24,  2,1,0.002487562,4,0,  1.00000000, 22.00000000,  2.00000000,  0.91666667,  0.08333333,  0.02400000
"74","fnlwgt",  23,  23,  1,1,0.002487562,4,1,  1.00000000, 22.00000000,  1.00000000,  0.95652174,  0.04347826,  0.02300000
"148","<leaf>",  19,  19,  0,1,0.000000000,0,0,  1.00000000, 19.00000000,  0.00000000,  1.00000000,  0.00000000,  0.01900000
"149","age",   4,   4,  1,1,0.002487562,4,0,  1.00000000,  3.00000000,  1.00000000,  0.75000000,  0.25000000,  0.00400000
"298","<leaf>",   3,   3,  0,1,0.000000000,0,0,  1.00000000,  3.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00300000
"299","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"75","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"19","education",  79,  79, 19,1,0.004975124,4,1,  1.00000000, 60.00000000, 19.00000000,  0.75949367,  0.24050633,  0.07900000
