"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","capital-gain",1000,1000,191,1,0.183246073,4,1,1.000000e+00,8.090000e+02,1.910000e+02,8.090000e-01,1.910000e-01,1.000000e+00
"2","capital-loss", 963, 963,155,1,0.078534031,4,1,1.000000e+00,8.080000e+02,1.550000e+02,8.390447e-01,1.609553e-01,9.630000e-01
"4","age", 936, 936,134,1,0.034904014,4,5,1.000000e+00,8.020000e+02,1.340000e+02,8.568376e-01,1.431624e-01,9.360000e-01
"8","native-country", 670, 670, 55,1,0.020942408,4,0,1.000000e+00,6.150000e+02,5.500000e+01,9.179104e-01,8.208955e-02,6.700000e-01
"16","fnlwgt", 664, 664, 50,1,0.013089005,4,5,1.000000e+00,6.140000e+02,5.000000e+01,9.246988e-01,7.530120e-02,6.640000e-01
"32","occupation", 345, 345,  5,1,0.005235602,4,1,1.000000e+00,3.400000e+02,5.000000e+00,9.855072e-01,1.449275e-02,3.450000e-01
"64","capital-gain", 335, 335,  2,1,0.002617801,4,0,1.000000e+00,3.330000e+02,2.000000e+00,9.940299e-01,5.970149e-03,3.350000e-01
"128","education", 333, 333,  1,1,0.002617801,4,1,1.000000e+00,3.320000e+02,1.000000e+00,9.969970e-01,3.003003e-03,3.330000e-01
"256","<leaf>", 329, 329,  0,1,0.000000000,0,0,1.000000e+00,3.290000e+02,0.000000e+00,1.000000e+00,0.000000e+00,3.290000e-01
"257","fnlwgt",   4,   4,  1,1,0.002617801,4,0,1.000000e+00,3.000000e+00,1.000000e+00,7.500000e-01,2.500000e-01,4.000000e-03
"514","<leaf>",   3,   3,  0,1,0.000000000,0,0,1.000000e+00,3.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,3.000000e-03
"515","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"129","age",   2,   2,  1,1,0.002617801,4,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"258","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","education",  10,  10,  3,1,0.005235602,4,5,1.000000e+00,7.000000e+00,3.000000e+00,7.000000e-01,3.000000e-01,1.000000e-02
"130","<leaf>",   6,   6,  0,1,0.000000000,0,0,1.000000e+00,6.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,6.000000e-03
"131","age",   4,   4,  1,2,0.005235602,4,0,2.000000e+00,1.000000e+00,3.000000e+00,2.500000e-01,7.500000e-01,4.000000e-03
"262","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"263","<leaf>",   3,   3,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,3.000000e+00,0.000000e+00,1.000000e+00,3.000000e-03
"33","marital-status", 319, 319, 45,1,0.013089005,4,5,1.000000e+00,2.740000e+02,4.500000e+01,8.589342e-01,1.410658e-01,3.190000e-01
"66","hours-per-week", 206, 206,  6,1,0.003490401,4,5,1.000000e+00,2.000000e+02,6.000000e+00,9.708738e-01,2.912621e-02,2.060000e-01
"132","workclass", 172, 172,  1,1,0.002617801,4,1,1.000000e+00,1.710000e+02,1.000000e+00,9.941860e-01,5.813953e-03,1.720000e-01
"264","<leaf>", 167, 167,  0,1,0.000000000,0,0,1.000000e+00,1.670000e+02,0.000000e+00,1.000000e+00,0.000000e+00,1.670000e-01
"265","age",   5,   5,  1,1,0.002617801,4,0,1.000000e+00,4.000000e+00,1.000000e+00,8.000000e-01,2.000000e-01,5.000000e-03
