"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,195,1,0.151282051,4,5,  1.00000000,805.00000000,195.00000000,  0.80500000,  0.19500000,  1.00000000
"2","capital-gain", 644, 644, 29,1,0.035897436,4,0,  1.00000000,615.00000000, 29.00000000,  0.95496894,  0.04503106,  0.64400000
"4","capital-loss", 637, 637, 22,1,0.020512821,4,0,  1.00000000,615.00000000, 22.00000000,  0.96546311,  0.03453689,  0.63700000
"8","education", 633, 633, 18,1,0.010256410,4,1,  1.00000000,615.00000000, 18.00000000,  0.97156398,  0.02843602,  0.63300000
"16","hours-per-week", 627, 627, 14,1,0.006837607,4,0,  1.00000000,613.00000000, 14.00000000,  0.97767145,  0.02232855,  0.62700000
"32","native-country", 602, 602,  8,1,0.005128205,4,0,  1.00000000,594.00000000,  8.00000000,  0.98671096,  0.01328904,  0.60200000
"64","occupation", 601, 601,  7,1,0.002564103,4,5,  1.00000000,594.00000000,  7.00000000,  0.98835275,  0.01164725,  0.60100000
"128","<leaf>", 487, 487,  0,1,0.000000000,0,0,  1.00000000,487.00000000,  0.00000000,  1.00000000,  0.00000000,  0.48700000
"129","native-country", 114, 114,  7,1,0.002564103,4,0,  1.00000000,107.00000000,  7.00000000,  0.93859649,  0.06140351,  0.11400000
"258","age", 113, 113,  6,1,0.002564103,4,5,  1.00000000,107.00000000,  6.00000000,  0.94690265,  0.05309735,  0.11300000
"516","<leaf>",  65,  65,  0,1,0.000000000,0,0,  1.00000000, 65.00000000,  0.00000000,  1.00000000,  0.00000000,  0.06500000
"517","marital-status",  48,  48,  6,1,0.002564103,4,5,  1.00000000, 42.00000000,  6.00000000,  0.87500000,  0.12500000,  0.04800000
"1034","education",  32,  32,  2,1,0.002564103,4,4,  1.00000000, 30.00000000,  2.00000000,  0.93750000,  0.06250000,  0.03200000
"2068","<leaf>",  22,  22,  0,1,0.000000000,0,0,  1.00000000, 22.00000000,  0.00000000,  1.00000000,  0.00000000,  0.02200000
"2069","fnlwgt",  10,  10,  2,1,0.002564103,4,1,  1.00000000,  8.00000000,  2.00000000,  0.80000000,  0.20000000,  0.01000000
"4138","<leaf>",   7,   7,  0,1,0.000000000,0,0,  1.00000000,  7.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00700000
"4139","workclass",   3,   3,  1,2,0.002564103,4,0,  2.00000000,  1.00000000,  2.00000000,  0.33333333,  0.66666667,  0.00300000
"8278","<leaf>",   1,   1,  0,1,0.000000000,0,0,  1.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00100000
"8279","<leaf>",   2,   2,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00200000
"1035","sex",  16,  16,  4,1,0.002564103,4,5,  1.00000000, 12.00000000,  4.00000000,  0.75000000,  0.25000000,  0.01600000
"2070","<leaf>",   8,   8,  0,1,0.000000000,0,0,  1.00000000,  8.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00800000
"2071","workclass",   8,   8,  4,1,0.002564103,4,0,  1.00000000,  4.00000000,  4.00000000,  0.50000000,  0.50000000,  0.00800000
"4142","<leaf>",   2,   2,  0,1,0.000000000,0,0,  1.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00200000
"4143","fnlwgt",   6,   6,  2,2,0.002564103,4,5,  2.00000000,  2.00000000,  4.00000000,  0.33333333,  0.66666667,  0.00600000
"8286","age",   3,   3,  1,1,0.002564103,4,0,  1.00000000,  2.00000000,  1.00000000,  0.66666667,  0.33333333,  0.00300000
"16572","<leaf>",   2,   2,  0,1,0.000000000,0,0,  1.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00200000
"16573","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"8287","<leaf>",   3,   3,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  3.00000000,  0.00000000,  1.00000000,  0.00300000
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"65","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"33","occupation",  25,  25,  6,1,0.006837607,4,5,  1.00000000, 19.00000000,  6.00000000,  0.76000000,  0.24000000,  0.02500000
"66","<leaf>",  13,  13,  0,1,0.000000000,0,0,  1.00000000, 13.00000000,  0.00000000,  1.00000000,  0.00000000,  0.01300000
"67","marital-status",  12,  12,  6,1,0.006837607,4,5,  1.00000000,  6.00000000,  6.00000000,  0.50000000,  0.50000000,  0.01200000
"134","<leaf>",   4,   4,  0,1,0.000000000,0,0,  1.00000000,  4.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00400000
"135","fnlwgt",   8,   8,  2,2,0.005128205,4,0,  2.00000000,  2.00000000,  6.00000000,  0.25000000,  0.75000000,  0.00800000
"270","<leaf>",   1,   1,  0,1,0.000000000,0,0,  1.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00100000
"271","capital-loss",   7,   7,  1,2,0.005128205,4,0,  2.00000000,  1.00000000,  6.00000000,  0.14285714,  0.85714286,  0.00700000
"542","<leaf>",   1,   1,  0,1,0.000000000,0,0,  1.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00100000
"543","<leaf>",   6,   6,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  6.00000000,  0.00000000,  1.00000000,  0.00600000
