"","count","ncat","improve","index","adj"
"relationship",1000,6,80.9541015659717,1,0
"marital-status",1000,7,79.708020798761,2,0
"education",1000,16,54.4577829521612,3,0
"education-num",1000,-1,53.7265590155566,12.5,0
"occupation",1000,15,43.9016124702472,4,0
"marital-status",0,7,0.997,5,0.991228070175439
"age",0,-1,0.76,35.5,0.298245614035088
"hours-per-week",0,-1,0.712,43.5,0.157894736842105
"occupation",0,15,0.699,6,0.119883040935672
"workclass",0,9,0.691,7,0.0964912280701752
"education",658,16,9.75535835834889,8,0
"education-num",658,-1,9.75535835834889,14.5,0
"capital-gain",658,-1,7.49607279960586,9497,0
"occupation",658,15,4.0270580842086,9,0
"hours-per-week",658,-1,3.78867918363571,41.5,0
"education-num",0,-1,1,14.5,1
"capital-loss",0,-1,0.984802431610942,2266.5,0.166666666666666
"capital-gain",646,-1,5.75130603931843,9497,0
"age",646,-1,1.91115751073996,77.5,0
"hours-per-week",646,-1,1.86103695044581,41.5,0
"occupation",646,15,1.48781555409872,10,0
"education",646,16,0.950888017457721,11,0
"occupation",643,15,1.08290662588794,12,0
"hours-per-week",643,-1,1.03262399777987,49.5,0
"age",643,-1,0.803210159028758,50.5,0
"education",643,16,0.558490559914109,13,0
"education-num",643,-1,0.502606873678811,12.5,0
"education",0,16,0.847589424572317,14,0.257575757575757
"education-num",0,-1,0.847589424572317,11.5,0.257575757575757
"race",0,5,0.80248833592535,15,0.037878787878788
"capital-loss",0,-1,0.800933125972006,1665.5,0.03030303030303
"native-country",0,42,0.800933125972006,16,0.03030303030303
"hours-per-week",511,-1,0.226768665124831,49.5,0
"education",511,16,0.188336438668625,17,0
"marital-status",511,7,0.106040064520086,18,0
"education-num",511,-1,0.0659770757618099,9.5,0
"age",511,-1,0.0521410328700838,31.5,0
"fnlwgt",0,1,0.939334637964775,23298,0.0606060606060606
"occupation",0,15,0.939334637964775,19,0.0606060606060606
"native-country",0,42,0.937377690802348,20,0.0303030303030311
"occupation",33,15,1.35757575757576,21,0
"marital-status",33,7,0.822091886608015,22,0
"education",33,16,0.490909090909089,23,0
"fnlwgt",33,-1,0.372960372960371,178998,0
"age",33,-1,0.326541274817136,47.5,0
"fnlwgt",0,-1,0.878787878787879,245990.5,0.2
"fnlwgt",5,1,1.06666666666667,250947.5,0
"education",5,16,1.06666666666667,24,0
"education-num",5,-1,1.06666666666667,9.5,0
"hours-per-week",5,1,1.06666666666667,55,0
"age",5,1,0.9,32.5,0
"fnlwgt",3,-1,1.33333333333333,175170,0
"education",3,16,1.33333333333333,25,0
"education-num",3,-1,1.33333333333333,9.5,0
"hours-per-week",3,1,1.33333333333333,65,0
"age",3,1,0.333333333333333,35,0
"age",132,-1,1.98898071625345,52.5,0
"fnlwgt",132,1,1.19857397504457,110330,0
"hours-per-week",132,-1,0.879623521132956,41,0
"occupation",132,15,0.522455322455325,26,0
"relationship",132,6,0.46504650465047,27,0
"education",0,16,0.924242424242424,28,0.0909090909090908
"hours-per-week",121,-1,1.08416659847802,49,0
"relationship",121,6,0.495867768595032,29,0
"occupation",121,15,0.316639589366851,30,0
"fnlwgt",121,1,0.286740054204163,110330,0
"education",121,16,0.236127508854773,31,0
"education",0,16,0.84297520661157,32,0.0499999999999998
"fnlwgt",101,1,0.39138031450204,110330,0
"age",101,-1,0.341625412541259,50.5,0
"occupation",101,15,0.227782960666892,33,0
"education",101,16,0.102610261026106,34,0
"education-num",101,1,0.071735475434338,10.5,0
"workclass",0,9,0.851485148514851,35,0.117647058823529
"native-country",0,42,0.851485148514851,36,0.117647058823529
"age",17,-1,1.65441176470588,50.5,0
"fnlwgt",17,-1,1.65441176470588,107525,0
"occupation",17,15,1.65441176470588,37,0
"marital-status",17,7,0.672268907563025,38,0
"relationship",17,6,0.529411764705883,39,0
"fnlwgt",16,-1,1.875,107525,0
"occupation",16,15,1.875,40,0
"education",16,16,0.375,41,0
"age",16,-1,0.208333333333333,41.5,0
"marital-status",16,7,0.208333333333333,42,0
"education",20,16,1.95555555555556,43,0
"education-num",20,-1,1.95555555555556,12,0
"hours-per-week",20,1,1.54285714285714,52,0
"workclass",20,9,1.34736842105263,44,0
"relationship",20,6,1.30909090909091,45,0
"education-num",0,-1,1,12,1
"occupation",0,15,0.85,46,0.666666666666667
"sex",0,2,0.7,47,0.333333333333333
"hours-per-week",0,1,0.7,58,0.333333333333333
"age",0,-1,0.65,24.5,0.222222222222222
"relationship",9,6,1.77777777777778,48,0
"fnlwgt",9,-1,1.34444444444444,144502,0
"hours-per-week",9,1,1.34444444444444,52.5,0
"age",9,-1,1.01587301587302,25.5,0
"workclass",9,9,0.694444444444445,49,0
"age",0,-1,0.888888888888889,25.5,0.666666666666667
"occupation",0,15,0.777777777777778,50,0.333333333333333
"race",0,5,0.777777777777778,51,0.333333333333333
"hours-per-week",0,1,0.777777777777778,52.5,0.333333333333333
"fnlwgt",6,-1,1.33333333333333,123338,0
"age",6,1,1.06666666666667,40,0
"workclass",6,9,1.06666666666667,52,0
"hours-per-week",6,1,1.06666666666667,63.5,0
"occupation",6,15,0.266666666666667,53,0
"age",0,-1,0.666666666666667,30,0.333333333333333
"workclass",0,9,0.666666666666667,54,0.333333333333333
"marital-status",0,7,0.666666666666667,55,0.333333333333333
"occupation",0,15,0.666666666666667,56,0.333333333333333
"age",3,-1,0.333333333333333,27.5,0
"workclass",3,9,0.333333333333333,57,0
"fnlwgt",3,-1,0.333333333333333,64491,0
"education",3,16,0.333333333333333,58,0
"education-num",3,1,0.333333333333333,13.5,0
"age",2,1,1,38.5,0
"workclass",2,9,1,59,0
"fnlwgt",2,-1,1,64491,0
"education",2,16,1,60,0
"education-num",2,1,1,13.5,0
"age",11,1,3.49090909090909,54.5,0
"fnlwgt",11,1,3.49090909090909,175090.5,0
"sex",11,2,3.34090909090909,61,0
"education",11,16,1.87662337662338,62,0
"marital-status",11,7,1.02424242424242,63,0
"fnlwgt",0,1,0.818181818181818,175090.5,0.6
"education",0,16,0.818181818181818,64,0.6
"sex",0,2,0.818181818181818,65,0.6
"education-num",0,1,0.727272727272727,11,0.4
"occupation",0,15,0.727272727272727,66,0.4
"fnlwgt",5,1,1.6,187339,0
"education",5,16,1.6,67,0
"education-num",5,-1,1.6,8,0
"relationship",5,6,1.6,68,0
"age",5,-1,0.6,53.5,0
"fnlwgt",12,-1,2.66666666666667,171048.5,0
"relationship",12,6,2.13333333333333,69,0
"hours-per-week",12,-1,2.13333333333333,28.5,0
"age",12,-1,2.08333333333333,33,0
"marital-status",12,7,0.969696969696971,70,0
"age",0,-1,0.833333333333333,33,0.666666666666667
"workclass",0,9,0.666666666666667,71,0.333333333333333
"education",0,16,0.666666666666667,72,0.333333333333333
"education-num",0,-1,0.666666666666667,15.5,0.333333333333333
"marital-status",0,7,0.666666666666667,73,0.333333333333333
"hours-per-week",6,-1,2.66666666666667,52.5,0
"fnlwgt",6,1,1.33333333333333,91515,0
"relationship",6,6,1.33333333333333,74,0
"age",6,-1,1.06666666666667,61,0
"workclass",6,9,1.06666666666667,75,0
"fnlwgt",0,1,0.833333333333333,91515,0.5
"education",342,16,34.4965340984464,76,0
"education-num",342,-1,33.6232111074789,11.5,0
"occupation",342,15,28.9263501891985,77,0
"capital-gain",342,-1,14.209205259172,5095.5,0
"native-country",342,42,5.69574645834447,78,0
"education-num",0,-1,0.997076023391813,11.5,0.991150442477876
"occupation",0,15,0.812865497076023,79,0.433628318584071
"native-country",0,42,0.701754385964912,80,0.0973451327433626
"capital-gain",0,-1,0.690058479532164,10585.5,0.061946902654867
"capital-loss",0,-1,0.687134502923977,1875,0.0530973451327432
"occupation",229,15,14.9775896083169,81,0
"capital-gain",229,-1,9.59048893539668,5095.5,0
"education",229,16,3.26557515978297,82,0
"education-num",229,-1,3.26557515978297,9.5,0
"native-country",229,42,2.96788654017081,83,0
"native-country",0,42,0.868995633187773,84,0.0625000000000002
"capital-gain",197,-1,5.73786496698599,5095.5,0
"capital-loss",197,-1,2.40572692958479,2233,0
"education",197,16,1.94162436548223,85,0
"education-num",197,-1,1.73368785754572,8,0
"occupation",197,15,1.47578585616546,86,0
"capital-loss",190,-1,2.55330347144456,2233,0
"education",190,16,2.20504254648597,87,0
"education-num",190,-1,1.77604985313963,8,0
"occupation",190,15,1.66107230474673,88,0
"hours-per-week",190,-1,1.60028449502133,75,0
"education",188,16,2.03010960670535,89,0
"occupation",188,15,1.70617021276595,90,0
"education-num",188,-1,1.58055523950392,8,0
"native-country",188,42,1.29713277961088,91,0
"fnlwgt",188,-1,1.24744442024098,144510,0
"education-num",0,-1,0.952127659574468,4.5,0.608695652173913
"native-country",0,42,0.904255319148936,92,0.217391304347827
"age",0,1,0.888297872340426,64.5,0.086956521739131
"race",0,5,0.882978723404255,93,0.0434782608695655
"fnlwgt",165,-1,1.33258332600904,144167,0
"native-country",165,42,1.21093865484109,94,0
"occupation",165,15,1.09478241057188,95,0
"age",165,1,0.927033760423015,59.5,0
"workclass",165,9,0.875757575757575,96,0
"occupation",0,15,0.684848484848485,97,0.103448275862069
"race",0,5,0.684848484848485,98,0.103448275862069
"native-country",0,42,0.678787878787879,99,0.0862068965517244
"workclass",0,9,0.666666666666667,100,0.0517241379310345
"age",0,-1,0.660606060606061,30.5,0.0344827586206899
"occupation",58,15,2.03925729442971,101,0
"hours-per-week",58,-1,1.5124016938899,82,0
"native-country",58,42,1.5124016938899,102,0
"fnlwgt",58,1,0.813511611541173,52311.5,0
"age",58,-1,0.702194357366775,32.5,0
"workclass",0,9,0.827586206896552,103,0.230769230769231
"hours-per-week",45,-1,1.78181818181818,82,0
"native-country",45,42,1.78181818181818,104,0
"race",45,5,0.786046511627908,105,0
"age",45,-1,0.5,44.5,0
"workclass",45,9,0.29512195121951,106,0
"workclass",44,9,0.368181818181816,107,0
"relationship",44,6,0.368181818181816,108,0
"sex",44,2,0.368181818181816,109,0
"occupation",44,15,0.269463869463867,110,0
"age",44,-1,0.239234449760764,44.5,0
"race",0,5,0.931818181818182,111,0.25
"fnlwgt",40,1,0.450000000000001,52311.5,0
"relationship",40,6,0.450000000000001,112,0
"sex",40,2,0.450000000000001,113,0
"occupation",40,15,0.350000000000001,114,0
"education",40,16,0.116666666666668,115,0
"workclass",0,9,0.925,116,0.25
"fnlwgt",4,-1,1.5,40789.5,0
"education",4,16,1.5,117,0
"occupation",4,15,1.5,118,0
"relationship",4,6,1.5,119,0
"sex",4,2,1.5,120,0
"age",4,-1,0.5,45.5,0
"fnlwgt",4,-1,0.5,81557.5,0
"education",4,16,0.5,121,0
"education-num",4,1,0.5,9.5,0
"occupation",4,15,0.5,122,0
"education-num",0,1,1,9.5,1
"age",2,1,1,49,0
"fnlwgt",2,-1,1,81557.5,0
"occupation",2,15,1,123,0
"hours-per-week",2,1,1,60,0
"age",13,-1,1.15384615384615,32.5,0
"relationship",13,6,1.15384615384615,124,0
"sex",13,2,1.15384615384615,125,0
"fnlwgt",13,-1,0.820512820512819,124907,0
"hours-per-week",13,-1,0.699300699300698,39,0
"education",0,16,0.846153846153846,126,0.333333333333333
"age",10,1,2.14285714285714,39.5,0
"relationship",10,6,1.25,127,0
"sex",10,2,1.25,128,0
"hours-per-week",10,-1,1.25,39,0
"fnlwgt",10,1,0.833333333333333,93592,0
"fnlwgt",0,-1,0.8,106930.5,0.333333333333334
"fnlwgt",7,1,1.52380952380952,66944.5,0
"age",7,-1,0.457142857142857,48.5,0
"relationship",7,6,0.457142857142857,129,0
"sex",7,2,0.457142857142857,130,0
"hours-per-week",7,-1,0.457142857142857,39,0
"age",0,-1,0.714285714285714,48.5,0.333333333333333
"occupation",0,15,0.714285714285714,131,0.333333333333333
"relationship",0,6,0.714285714285714,132,0.333333333333333
"race",0,5,0.714285714285714,133,0.333333333333333
"sex",0,2,0.714285714285714,134,0.333333333333333
"age",3,1,1.33333333333333,57,0
"fnlwgt",3,-1,1.33333333333333,27482,0
"race",3,5,1.33333333333333,135,0
"workclass",3,9,0.333333333333333,136,0
"occupation",3,15,0.333333333333333,137,0
"fnlwgt",107,1,3.28037383177571,147739.5,0
"occupation",107,15,1.79695137188266,138,0
"workclass",107,9,0.720603716833182,139,0
"age",107,1,0.502596053997934,59.5,0
"native-country",107,42,0.453450754852632,140,0
"occupation",104,15,1.41241685144124,141,0
"fnlwgt",104,1,0.8443370907139,271535.5,0
"capital-loss",104,-1,0.519999999999996,1794,0
"hours-per-week",104,-1,0.519999999999996,62.5,0
"workclass",104,9,0.495238095238093,142,0
"fnlwgt",0,1,0.807692307692308,431872,0.0909090909090911
"hours-per-week",0,1,0.807692307692308,62.5,0.0909090909090911
"native-country",0,42,0.798076923076923,143,0.0454545454545458
"workclass",22,9,1.73160173160173,144,0
"age",22,1,0.736363636363636,30,0
"fnlwgt",22,-1,0.408293460925039,379017.5,0
"hours-per-week",22,-1,0.408293460925039,62.5,0
"education",22,16,0.207792207792208,145,0
"age",21,1,0.904761904761906,30,0
"fnlwgt",21,-1,0.571428571428572,379017.5,0
"hours-per-week",21,-1,0.571428571428572,62.5,0
"workclass",21,9,0.404761904761906,146,0
"education",21,16,0.0586080586080597,147,0
"age",2,-1,1,26.5,0
"workclass",2,9,1,148,0
"fnlwgt",2,-1,1,305507.5,0
"occupation",2,15,1,149,0
"hours-per-week",2,-1,1,52.5,0
"fnlwgt",82,1,1.31411543979693,271535.5,0
"education",82,16,1.01294790725685,150,0
"education-num",82,-1,1.01294790725685,10.5,0
"hours-per-week",82,-1,1.01294790725685,70,0
"workclass",82,9,0.932314039558307,151,0
"age",0,-1,0.829268292682927,30,0.176470588235294
"workclass",0,9,0.804878048780488,152,0.0588235294117648
"native-country",0,42,0.804878048780488,153,0.0588235294117648
"occupation",17,15,0.862745098039216,154,0
"age",17,-1,0.672268907563025,38,0
"fnlwgt",17,-1,0.25668449197861,304514,0
"workclass",17,9,0.144796380090498,155,0
"education",17,16,0.144796380090498,156,0
"fnlwgt",0,-1,0.764705882352941,405193,0.333333333333333
"workclass",0,9,0.705882352941177,157,0.166666666666667
"age",6,-1,1.33333333333333,38,0
"fnlwgt",6,1,1.06666666666667,320306,0
"workclass",6,9,0.266666666666667,158,0
"workclass",0,9,0.666666666666667,159,0.333333333333333
"fnlwgt",0,-1,0.666666666666667,358118.5,0.333333333333333
"age",3,1,1.33333333333333,46,0
"fnlwgt",3,1,1.33333333333333,397300.5,0
"fnlwgt",65,-1,2.49230769230769,212201.5,0
"education",65,16,1.13462833462834,160,0
"education-num",65,-1,1.13462833462834,9.5,0
"occupation",65,15,1.13462833462834,161,0
"workclass",65,9,0.967386185243331,162,0
"age",0,1,0.830769230769231,28.5,0.153846153846154
"education",0,16,0.815384615384615,163,0.0769230769230767
"education-num",0,1,0.815384615384615,5.5,0.0769230769230767
"workclass",52,9,1.08898944193062,164,0
"education",52,16,1.08898944193062,165,0
"education-num",52,-1,1.08898944193062,10.5,0
"age",52,1,1.00575614861329,31.5,0
"race",52,5,1.00575614861329,166,0
"education",51,16,1.13254901960784,167,0
"education-num",51,-1,1.13254901960784,10.5,0
"age",51,1,1.08088235294118,31.5,0
"race",51,5,1.08088235294118,168,0
"hours-per-week",51,1,0.596939263510283,46,0
"age",50,1,1.16198581560284,31.5,0
"race",50,5,1.16198581560284,169,0
"fnlwgt",50,1,0.500869565217393,205249.5,0
