"","count","ncat","improve","index","adj"
"relationship",1000,6,89.0549106536904,1,0
"marital-status",1000,7,88.6088932933213,2,0
"age",1000,-1,45.5121360426575,30.5,0
"education-num",1000,-1,41.8931776792344,12.5,0
"education",1000,16,41.8931776792343,3,0
"marital-status",0,7,0.995,4,0.985754985754986
"age",0,-1,0.736,32.5,0.247863247863248
"hours-per-week",0,-1,0.712,41,0.179487179487179
"occupation",0,15,0.705,5,0.159544159544159
"education",0,16,0.685,6,0.102564102564103
"capital-loss",649,-1,4.16345839156244,2141.5,0
"capital-gain",649,-1,3.76887995560879,7731.5,0
"hours-per-week",649,-1,2.78019373411949,44.5,0
"education",649,16,2.27623099237815,7,0
"education-num",649,-1,2.15361124770719,12.5,0
"capital-gain",645,-1,3.80372044799692,7731.5,0
"hours-per-week",645,-1,1.9782073932361,44.5,0
"native-country",645,42,1.89890702489282,8,0
"education",645,16,1.57726165834652,9,0
"education-num",645,-1,1.48843737250098,12.5,0
"native-country",643,42,1.91074742130683,10,0
"hours-per-week",643,-1,1.64564939266075,44.5,0
"occupation",643,15,1.01093015342893,11,0
"age",643,-1,0.98554877942227,26.5,0
"relationship",643,6,0.938451633484956,12,0
"hours-per-week",642,-1,1.29350166693992,44.5,0
"occupation",642,15,1.03872519086602,13,0
"age",642,-1,0.967304712879216,38.5,0
"education",642,16,0.960736771017174,14,0
"relationship",642,6,0.958917750184018,15,0
"native-country",0,42,0.890965732087227,16,0.0277777777777778
"workclass",0,9,0.889408099688474,17,0.0138888888888894
"education",0,16,0.889408099688474,18,0.0138888888888894
"education-num",0,-1,0.889408099688474,14.5,0.0138888888888894
"hours-per-week",570,1,0.961712379540394,6.5,0
"age",570,-1,0.393376457861818,40.5,0
"fnlwgt",570,1,0.295670026129178,32737.5,0
"marital-status",570,7,0.295670026129178,19,0
"education",570,16,0.26130746792175,20,0
"fnlwgt",568,1,0.302244666098645,32737.5,0
"marital-status",568,7,0.302244666098645,21,0
"age",568,-1,0.292583205970692,42.5,0
"workclass",568,9,0.254727114917719,22,0
"occupation",568,15,0.222530837197128,23,0
"marital-status",562,7,0.308767932273404,24,0
"workclass",562,9,0.261207216367375,25,0
"age",562,-1,0.166739360009246,42.5,0
