"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,175,1,0.105714286,4,5,1.000000e+00,8.250000e+02,1.750000e+02,8.250000e-01,1.750000e-01,1.000000e+00
"2","capital-gain", 657, 657, 24,1,0.045714286,4,0,1.000000e+00,6.330000e+02,2.400000e+01,9.634703e-01,3.652968e-02,6.570000e-01
"4","education", 647, 647, 15,1,0.005714286,4,0,1.000000e+00,6.320000e+02,1.500000e+01,9.768161e-01,2.318393e-02,6.470000e-01
"8","occupation", 644, 644, 13,1,0.004285714,4,5,1.000000e+00,6.310000e+02,1.300000e+01,9.798137e-01,2.018634e-02,6.440000e-01
"16","race", 507, 507,  1,1,0.002857143,4,1,1.000000e+00,5.060000e+02,1.000000e+00,9.980276e-01,1.972387e-03,5.070000e-01
"32","<leaf>", 503, 503,  0,1,0.000000000,0,0,1.000000e+00,5.030000e+02,0.000000e+00,1.000000e+00,0.000000e+00,5.030000e-01
"33","workclass",   4,   4,  1,1,0.002857143,4,0,1.000000e+00,3.000000e+00,1.000000e+00,7.500000e-01,2.500000e-01,4.000000e-03
"66","<leaf>",   3,   3,  0,1,0.000000000,0,0,1.000000e+00,3.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,3.000000e-03
"67","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"17","age", 137, 137, 12,1,0.004285714,4,5,1.000000e+00,1.250000e+02,1.200000e+01,9.124088e-01,8.759124e-02,1.370000e-01
"34","education",  89,  89,  3,1,0.003809524,4,0,1.000000e+00,8.600000e+01,3.000000e+00,9.662921e-01,3.370787e-02,8.900000e-02
"68","marital-status",  79,  79,  1,1,0.002857143,4,2,1.000000e+00,7.800000e+01,1.000000e+00,9.873418e-01,1.265823e-02,7.900000e-02
"136","<leaf>",  73,  73,  0,1,0.000000000,0,0,1.000000e+00,7.300000e+01,0.000000e+00,1.000000e+00,0.000000e+00,7.300000e-02
"137","age",   6,   6,  1,1,0.002857143,4,0,1.000000e+00,5.000000e+00,1.000000e+00,8.333333e-01,1.666667e-01,6.000000e-03
"274","<leaf>",   5,   5,  0,1,0.000000000,0,0,1.000000e+00,5.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,5.000000e-03
