"","count","ncat","improve","index","adj"
"occupation",1000,15,44.1604413685163,1,0
"education",1000,16,43.3030767734315,2,0
"age",1000,-1,41.5558106992763,25.5,0
"education-num",1000,-1,41.5390031503896,12.5,0
"capital-gain",1000,-1,39.7730669412977,5095.5,0
"education",0,16,0.879,3,0.412621359223301
"education-num",0,-1,0.879,12.5,0.412621359223301
"capital-gain",0,-1,0.811,5095.5,0.0825242718446603
"workclass",0,9,0.804,4,0.0485436893203884
"native-country",0,42,0.803,5,0.0436893203883496
"age",794,-1,17.3867709032098,34.5,0
"hours-per-week",794,-1,16.4918148675133,42.5,0
"occupation",794,15,13.2123471885755,6,0
"capital-gain",794,-1,9.61393190042065,6155.5,0
"capital-loss",794,-1,9.31214420294242,1182.5,0
"marital-status",0,7,0.721662468513854,7,0.229965156794425
"hours-per-week",0,-1,0.709068010075567,29,0.195121951219512
"occupation",0,15,0.704030226700252,8,0.181184668989547
"fnlwgt",0,1,0.688916876574307,174111,0.139372822299652
"education",0,16,0.68639798488665,9,0.132404181184669
"capital-loss",507,-1,3.59739597538272,742.5,0
"hours-per-week",507,-1,3.58322249567996,49,0
"workclass",507,9,2.46176577139732,10,0
"occupation",507,15,2.43960132198286,11,0
"age",507,-1,2.37329560072036,25.5,0
"native-country",0,42,0.986193293885602,12,0.125000000000001
"hours-per-week",499,-1,1.6544866062689,43.5,0
"occupation",499,15,1.58806049553601,13,0
"age",499,-1,1.34836339345358,25.5,0
"workclass",499,9,0.646318403678535,14,0
"fnlwgt",499,-1,0.58492253323854,544901,0
"workclass",0,9,0.885771543086172,15,0.0655737704918033
"occupation",0,15,0.885771543086172,16,0.0655737704918033
"capital-gain",0,-1,0.88376753507014,1614.5,0.0491803278688525
"marital-status",0,7,0.881763527054108,17,0.0327868852459017
"education",0,16,0.879759519038076,18,0.0163934426229508
"fnlwgt",438,1,0.504358655043597,108614.5,0
"occupation",438,15,0.297068360796778,19,0
"age",438,-1,0.165800661313194,25.5,0
"hours-per-week",438,-1,0.119618395303338,39,0
"education",438,16,0.0644907017678138,20,0
"education",0,16,0.926940639269406,21,0.0303030303030299
"hours-per-week",0,1,0.926940639269406,9,0.0303030303030299
"fnlwgt",33,-1,1.70454545454546,108270,0
"relationship",33,6,1.70454545454546,22,0
"occupation",33,15,1.52351097178684,23,0
"marital-status",33,7,1.09090909090909,24,0
"age",33,-1,0.654545454545456,25.5,0
"occupation",32,15,1.75,25,0
"relationship",32,6,0.892857142857143,26,0
"fnlwgt",32,-1,0.638888888888889,75733.5,0
"marital-status",32,7,0.55,27,0
"age",32,-1,0.365384615384615,26.5,0
"workclass",0,9,0.90625,28,0.25
"age",4,-1,2,24.5,0
"fnlwgt",4,-1,2,71689,0
"relationship",4,6,2,29,0
"workclass",4,9,0.666666666666667,30,0
"education",4,16,0.666666666666667,31,0
"fnlwgt",0,-1,1,71689,1
"education",61,16,1.87719489981785,32,0
"fnlwgt",61,-1,1.53497267759563,519054,0
"hours-per-week",61,1,1.53497267759563,44.5,0
"education-num",61,-1,1.37949482211777,9.5,0
"age",61,-1,1.27006039689388,27.5,0
"education-num",0,-1,0.950819672131147,9.5,0.88
"marital-status",0,7,0.672131147540984,33,0.2
"occupation",0,15,0.639344262295082,34,0.12
"relationship",0,6,0.639344262295082,35,0.12
"race",0,5,0.639344262295082,36,0.12
"workclass",36,9,0.344444444444445,37,0
"occupation",36,15,0.166666666666667,38,0
"fnlwgt",36,-1,0.126262626262626,218476,0
"relationship",36,6,0.0694444444444449,39,0
"age",36,-1,0.0620915032679743,28.5,0
"education",0,16,0.916666666666667,40,0.4
"occupation",0,15,0.888888888888889,41,0.199999999999999
"hours-per-week",5,1,1.6,51.5,0
"fnlwgt",5,-1,0.6,202027.5,0
"occupation",5,15,0.6,42,0
"relationship",5,6,0.6,43,0
"age",5,-1,0.266666666666667,26,0
"age",25,-1,1.84470588235294,27.5,0
"occupation",25,15,1.52444444444444,44,0
"marital-status",25,7,1.08,45,0
"fnlwgt",25,-1,1.08,453808,0
"hours-per-week",25,1,1.08,44.5,0
"marital-status",0,7,0.84,46,0.5
"occupation",0,15,0.8,47,0.375
"workclass",0,9,0.76,48,0.25
"relationship",0,6,0.76,49,0.25
"fnlwgt",0,1,0.72,287306,0.125
"occupation",17,15,1.7737556561086,50,0
"age",17,1,1.56862745098039,28.5,0
"fnlwgt",17,-1,1.23529411764706,100503,0
"race",17,5,1.23529411764706,51,0
"sex",17,2,0.768627450980391,52,0
"workclass",0,9,0.823529411764706,53,0.25
"fnlwgt",0,-1,0.823529411764706,100503,0.25
"hours-per-week",0,1,0.823529411764706,51,0.25
"native-country",0,42,0.823529411764706,54,0.25
"hours-per-week",13,-1,1.66153846153846,53,0
"race",13,5,1.37062937062937,55,0
"sex",13,2,1.37062937062937,56,0
"capital-gain",13,1,1.37062937062937,1087,0
"education",13,16,1.11153846153846,57,0
"age",0,1,0.923076923076923,28.5,0.666666666666667
"fnlwgt",0,1,0.846153846153846,176901,0.333333333333333
"occupation",0,15,0.846153846153846,58,0.333333333333333
"fnlwgt",10,-1,2.13333333333333,206902,0
"age",10,-1,1.8,32.5,0
"workclass",10,9,0.8,59,0
"education",10,16,0.8,60,0
"education-num",10,1,0.8,6.5,0
"education",0,16,0.8,61,0.5
"age",0,-1,0.7,29.5,0.25
"education-num",0,-1,0.7,11.5,0.25
"occupation",0,15,0.7,62,0.25
"education",6,16,1.33333333333333,63,0
"education-num",6,1,1.33333333333333,12.5,0
"age",6,-1,1.06666666666667,29.5,0
"race",6,5,1.06666666666667,64,0
"sex",6,2,1.06666666666667,65,0
"education-num",0,1,1,12.5,1
"age",0,-1,0.833333333333333,32,0.666666666666667
"fnlwgt",0,1,0.833333333333333,222645.5,0.666666666666667
"hours-per-week",0,-1,0.833333333333333,47.5,0.666666666666667
"workclass",0,9,0.666666666666667,66,0.333333333333333
"fnlwgt",3,-1,1.33333333333333,403713,0
"hours-per-week",3,1,1.33333333333333,44.5,0
"age",3,-1,0.333333333333333,30,0
"marital-status",3,7,0.333333333333333,67,0
"occupation",3,15,0.333333333333333,68,0
"hours-per-week",8,-1,4,47.5,0
"age",8,-1,2.4,28,0
"workclass",8,9,2.4,69,0
"fnlwgt",8,-1,1.33333333333333,154838.5,0
"education",8,16,1.33333333333333,70,0
"age",0,-1,0.875,28,0.75
"fnlwgt",0,-1,0.75,154838.5,0.5
"education",0,16,0.75,71,0.5
"education-num",0,-1,0.75,9.5,0.5
"marital-status",0,7,0.75,72,0.5
"relationship",287,6,16.4162050781283,73,0
"marital-status",287,7,16.1038345305023,74,0
"hours-per-week",287,-1,9.71707497141416,41.5,0
"capital-gain",287,-1,6.94225451659702,6155.5,0
"capital-loss",287,-1,6.4830873078316,1784.5,0
"sex",0,2,0.770034843205575,75,0.492307692307692
"occupation",0,15,0.641114982578397,76,0.207692307692308
"hours-per-week",0,-1,0.630662020905923,39,0.184615384615385
"race",0,5,0.585365853658537,77,0.0846153846153846
"education",0,16,0.578397212543554,78,0.0692307692307694
"education",130,16,1.77507453786524,79,0
"education-num",130,-1,1.77507453786524,13.5,0
"capital-gain",130,-1,1.77507453786524,4129.5,0
"capital-loss",130,-1,1.77507453786524,1989.5,0
"occupation",130,15,1.67902097902098,80,0
"capital-gain",129,-1,1.80281007751938,4129.5,0
"capital-loss",129,-1,1.80281007751938,1989.5,0
"workclass",129,9,1.64031007751937,81,0
"occupation",129,15,1.10523228402574,82,0
"education",129,16,0.987784824994124,83,0
