"","count","ncat","improve","index","adj"
"capital-gain",1000,-1,248.996365556013,5095.5,0
"education",1000,16,209.562443260651,1,0
"education-num",1000,-1,209.562443260651,12.5,0
"relationship",1000,6,205.616116883117,2,0
"marital-status",1000,7,199.538547765136,3,0
"hours-per-week",0,-1,0.911,59.5,0.688811188811189
"occupation",0,15,0.891,4,0.618881118881119
"education",0,16,0.87,5,0.545454545454546
"education-num",0,-1,0.815,12.5,0.353146853146853
"relationship",0,6,0.751,6,0.129370629370629
"relationship",714,6,45.7208302779348,7,0
"marital-status",714,7,44.5717573414342,8,0
"education",714,16,31.0909633039521,9,0
"education-num",714,-1,31.090963303952,11.5,0
"hours-per-week",714,-1,25.9026997696105,42.5,0
"marital-status",0,7,0.983193277310924,10,0.956678700361011
"sex",0,2,0.661064425770308,11,0.126353790613718
"age",0,-1,0.659663865546218,46.5,0.122743682310469
"education",0,16,0.645658263305322,12,0.0866425992779783
"hours-per-week",0,-1,0.645658263305322,43.5,0.0866425992779783
"hours-per-week",437,-1,7.28306636155607,42.5,0
"education",437,16,5.58697295425377,13,0
"education-num",437,-1,5.58697295425377,11.5,0
"age",437,-1,3.108223619142,38.5,0
"fnlwgt",437,1,2.21605334834108,28724.5,0
"education",0,16,0.796338672768879,14,0.0326086956521738
"education-num",0,-1,0.794050343249428,14.5,0.0217391304347825
"native-country",0,42,0.794050343249428,15,0.0217391304347825
"education",345,16,1.90252780586448,16,0
"education-num",345,-1,1.90252780586448,15.5,0
"fnlwgt",345,1,1.8178248119342,28724.5,0
"age",345,-1,0.710990338164226,62.5,0
"native-country",345,42,0.571370455123304,17,0
"fnlwgt",344,1,1.83967168262654,28724.5,0
"age",344,-1,0.752342824584314,49.5,0
"marital-status",344,7,0.571395920233133,18,0
"relationship",344,6,0.403664552501779,19,0
"education",344,16,0.327948811913624,20,0
"occupation",340,15,0.313782739373142,21,0
"age",340,-1,0.271269226253407,63.5,0
"capital-loss",340,-1,0.271269226253407,1486,0
"workclass",340,9,0.269501154693883,22,0
"education",340,16,0.258137014019395,23,0
"education",0,16,0.670588235294118,24,0.182481751824817
"education-num",0,-1,0.667647058823529,11.5,0.175182481751825
"native-country",0,42,0.623529411764706,25,0.0656934306569344
"workclass",0,9,0.608823529411765,26,0.0291970802919707
