"","count","ncat","improve","index","adj"
"relationship",1000,6,94.6770264472819,1,0
"marital-status",1000,7,90.4373683956491,2,0
"age",1000,-1,58.4917174869948,30.5,0
"capital-gain",1000,-1,45.3781542196963,4843,0
"hours-per-week",1000,-1,29.886004822182,42.5,0
"marital-status",0,7,0.991,3,0.974789915966387
"age",0,-1,0.757,30.5,0.319327731092437
"hours-per-week",0,-1,0.729,42.5,0.240896358543417
"occupation",0,15,0.691,4,0.134453781512605
"workclass",0,9,0.677,5,0.0952380952380953
"capital-gain",643,-1,15.0648343197738,7139.5,0
"occupation",643,15,5.04329720299045,6,0
"age",643,-1,3.01447297534236,41.5,0
"education",643,16,2.57561079222932,7,0
"education-num",643,-1,2.57561079222932,14.5,0
"occupation",633,15,3.39607356284066,8,0
"capital-loss",633,-1,1.90317855500227,2222.5,0
"age",633,-1,1.61308249060245,33.5,0
"relationship",633,6,1.00359048754259,9,0
"workclass",633,9,1.00328421009787,10,0
"workclass",0,9,0.925750394944708,11,0.0408163265306122
"capital-gain",0,-1,0.925750394944708,297,0.0408163265306122
"native-country",0,42,0.925750394944708,12,0.0408163265306122
"capital-loss",584,-1,1.96247562207759,2222.5,0
"workclass",584,9,0.466284677917731,13,0
"fnlwgt",584,1,0.338494089441877,69569,0
"age",584,-1,0.310447268526179,30.5,0
"relationship",584,6,0.216334970276581,14,0
"age",583,-1,0.217267009719865,30.5,0
"workclass",583,9,0.204909918470749,15,0
"fnlwgt",583,1,0.169365693079985,52571.5,0
"relationship",583,6,0.151203531334103,16,0
"marital-status",583,7,0.105660654909629,17,0
"marital-status",0,7,0.876500857632933,18,0.563636363636364
"relationship",0,6,0.831903945111492,19,0.406060606060606
"workclass",0,9,0.759862778730703,20,0.151515151515152
"education",0,16,0.754716981132076,21,0.133333333333334
"sex",0,2,0.747855917667238,22,0.109090909090909
"occupation",165,15,0.677361853832437,23,0
"education",165,16,0.317775066097212,24,0
"fnlwgt",165,1,0.265151515151514,181779.5,0
"workclass",165,9,0.221107628004169,25,0
"race",165,5,0.186480186480187,26,0
"native-country",0,42,0.733333333333333,27,0.137254901960784
"education",0,16,0.709090909090909,28,0.0588235294117647
"workclass",0,9,0.703030303030303,29,0.0392156862745097
"education-num",0,-1,0.703030303030303,13.5,0.0392156862745097
"capital-loss",0,-1,0.703030303030303,1450,0.0392156862745097
"fnlwgt",51,1,1.01091219096334,52571.5,0
"workclass",51,9,0.672669067627051,30,0
"education",51,16,0.571555895085305,31,0
"race",51,5,0.571555895085305,32,0
"age",51,1,0.352941176470587,31.5,0
"workclass",0,9,0.941176470588235,33,0.4
"education",0,16,0.92156862745098,34,0.199999999999999
"native-country",0,42,0.92156862745098,35,0.199999999999999
"education",46,16,0.802834846313105,36,0
"fnlwgt",46,1,0.465838509316768,186116.5,0
"marital-status",46,7,0.465838509316768,37,0
"age",46,1,0.461408830468486,31.5,0
"education-num",46,-1,0.242624223602482,12.5,0
"marital-status",0,7,0.869565217391304,38,0.142857142857143
"race",0,5,0.869565217391304,39,0.142857142857143
"native-country",0,42,0.869565217391304,40,0.142857142857143
"marital-status",39,7,0.448717948717949,41,0
"fnlwgt",39,1,0.130536130536131,147062.5,0
"age",39,-1,0.102564102564104,43.5,0
"sex",39,2,0.102564102564104,42,0
"hours-per-week",39,-1,0.102564102564104,42.5,0
"age",4,-1,1.5,43,0
"education",4,16,1.5,43,0
"sex",4,2,1.5,44,0
"hours-per-week",4,-1,1.5,40.5,0
"fnlwgt",4,1,0.5,177074,0
"marital-status",7,7,1.52380952380952,45,0
"age",7,1,1.19047619047619,32,0
"race",7,5,1.19047619047619,46,0
"fnlwgt",7,1,0.857142857142857,191087,0
"relationship",7,6,0.857142857142857,47,0
"age",0,1,0.857142857142857,33.5,0.666666666666667
"workclass",0,9,0.714285714285714,48,0.333333333333333
"race",0,5,0.714285714285714,49,0.333333333333333
"native-country",0,42,0.714285714285714,50,0.333333333333333
"fnlwgt",3,1,1.33333333333333,246770,0
"age",3,1,0.333333333333333,32,0
"workclass",3,9,0.333333333333333,51,0
"occupation",3,15,0.333333333333333,52,0
"race",3,5,0.333333333333333,53,0
"fnlwgt",5,-1,2.4,41635.5,0
"age",5,1,1.06666666666667,44.5,0
"education",5,16,1.06666666666667,54,0
"education-num",5,1,1.06666666666667,10.5,0
"occupation",5,15,1.06666666666667,55,0
"age",0,1,0.8,44.5,0.5
"education-num",0,1,0.8,10.5,0.5
"age",49,-1,3.03876868473142,33.5,0
"hours-per-week",49,-1,2.59614512471656,42.5,0
"fnlwgt",49,-1,1.80072028811525,134216.5,0
"education",49,16,1.36764270925762,56,0
"education-num",49,-1,1.29336734693878,15.5,0
"marital-status",0,7,0.755102040816326,57,0.478260869565217
"relationship",0,6,0.73469387755102,58,0.434782608695652
"sex",0,2,0.63265306122449,59,0.217391304347826
"fnlwgt",0,-1,0.612244897959184,134216.5,0.173913043478261
"education",0,16,0.612244897959184,60,0.173913043478261
"fnlwgt",26,-1,0.923076923076922,396091,0
"hours-per-week",26,-1,0.923076923076922,45,0
"workclass",26,9,0.589743589743589,61,0
"age",26,-1,0.208791208791208,27.5,0
"education",26,16,0.123076923076923,62,0
"age",2,1,1,29,0
"workclass",2,9,1,63,0
"fnlwgt",2,1,1,411344,0
"education",2,16,1,64,0
"education-num",2,-1,1,11.5,0
"education",23,16,2.24223602484472,65,0
