"","count","ncat","improve","index","adj"
"relationship",1000,6,82.084736318408,1,0
"marital-status",1000,7,80.373705777634,2,0
"capital-gain",1000,-1,47.5636770186337,5095.5,0
"education",1000,16,46.6307557398904,3,0
"education-num",1000,-1,46.4382048003354,12.5,0
"marital-status",0,7,0.995,4,0.984848484848485
"occupation",0,15,0.71,5,0.121212121212121
"education",0,16,0.708,6,0.115151515151515
"education-num",0,-1,0.706,12.5,0.109090909090909
"age",0,-1,0.702,39.5,0.0969696969696967
"capital-gain",670,-1,15.0540109122064,6739.5,0
"education",670,16,7.48179821612661,7,0
"education-num",670,-1,7.48179821612661,15.5,0
"capital-loss",670,-1,3.72969881133259,2129.5,0
"age",670,-1,2.39995030117298,39.5,0
"education",662,16,5.73948443352331,8,0
"education-num",662,-1,5.73948443352331,15.5,0
"capital-loss",662,-1,3.82052549665843,2129.5,0
"native-country",662,42,1.8223307835701,9,0
"age",662,-1,1.31629357834203,39.5,0
"education-num",0,-1,1,15.5,1
"capital-loss",659,-1,1.92479163880063,2222.5,0
"native-country",659,42,1.8565673180507,10,0
"workclass",659,9,1.19103224602066,11,0
"education",659,16,1.08009203607417,12,0
"marital-status",659,7,0.885033289169474,13,0
"native-country",658,42,1.86812042794863,14,0
"workclass",658,9,1.20239182998609,15,0
"marital-status",658,7,0.911877129962207,16,0
"occupation",658,15,0.87476594801397,17,0
"education",658,16,0.816084710999029,18,0
"workclass",654,9,1.2250537999773,19,0
"age",654,-1,0.643970059603859,39.5,0
"education",654,16,0.628182438878341,20,0
"occupation",654,15,0.62568084301051,21,0
"education-num",654,-1,0.542268606775487,9.5,0
"native-country",0,42,0.992354740061162,22,0.166666666666663
"education",648,16,0.459159276647547,23,0
"education-num",648,-1,0.372535976837121,10.5,0
"age",648,-1,0.359356499843699,39.5,0
"occupation",648,15,0.214058895115723,24,0
"marital-status",648,7,0.205594135802478,25,0
"education-num",0,-1,0.979938271604938,10.5,0.8375
"occupation",0,15,0.890432098765432,26,0.1125
"fnlwgt",568,1,0.164490698064717,34828.5,0
"occupation",568,15,0.132170863015961,27,0
"education",568,16,0.056748715280464,28,0
"education-num",568,-1,0.0467317593159962,9.5,0
"age",568,-1,0.0454039441093261,39.5,0
"fnlwgt",557,1,0.052304009575082,161791,0
"occupation",557,15,0.0466116176757905,29,0
