"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,169,1,0.165680473,4,5,1.000000e+00,8.310000e+02,1.690000e+02,8.310000e-01,1.690000e-01,1.000000e+00
"2","capital-gain", 685, 685, 22,1,0.059171598,4,0,1.000000e+00,6.630000e+02,2.200000e+01,9.678832e-01,3.211679e-02,6.850000e-01
"4","education", 673, 673, 11,1,0.008875740,4,1,1.000000e+00,6.620000e+02,1.100000e+01,9.836553e-01,1.634473e-02,6.730000e-01
"8","capital-loss", 668, 668,  8,1,0.005917160,4,0,1.000000e+00,6.600000e+02,8.000000e+00,9.880240e-01,1.197605e-02,6.680000e-01
"16","fnlwgt", 667, 667,  7,1,0.003550296,4,0,1.000000e+00,6.600000e+02,7.000000e+00,9.895052e-01,1.049475e-02,6.670000e-01
"32","occupation", 665, 665,  6,1,0.003550296,4,0,1.000000e+00,6.590000e+02,6.000000e+00,9.909774e-01,9.022556e-03,6.650000e-01
"64","fnlwgt", 605, 605,  2,1,0.002958580,4,0,1.000000e+00,6.030000e+02,2.000000e+00,9.966942e-01,3.305785e-03,6.050000e-01
"128","age", 597, 597,  1,1,0.002958580,4,0,1.000000e+00,5.960000e+02,1.000000e+00,9.983250e-01,1.675042e-03,5.970000e-01
"256","<leaf>", 587, 587,  0,1,0.000000000,0,0,1.000000e+00,5.870000e+02,0.000000e+00,1.000000e+00,0.000000e+00,5.870000e-01
"257","occupation",  10,  10,  1,1,0.002958580,4,0,1.000000e+00,9.000000e+00,1.000000e+00,9.000000e-01,1.000000e-01,1.000000e-02
"514","<leaf>",   9,   9,  0,1,0.000000000,0,0,1.000000e+00,9.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,9.000000e-03
"515","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"129","fnlwgt",   8,   8,  1,1,0.002958580,4,0,1.000000e+00,7.000000e+00,1.000000e+00,8.750000e-01,1.250000e-01,8.000000e-03
"258","<leaf>",   7,   7,  0,1,0.000000000,0,0,1.000000e+00,7.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,7.000000e-03
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","hours-per-week",  60,  60,  4,1,0.003550296,4,2,1.000000e+00,5.600000e+01,4.000000e+00,9.333333e-01,6.666667e-02,6.000000e-02
"130","<leaf>",  46,  46,  0,1,0.000000000,0,0,1.000000e+00,4.600000e+01,0.000000e+00,1.000000e+00,0.000000e+00,4.600000e-02
"131","fnlwgt",  14,  14,  4,1,0.003550296,4,5,1.000000e+00,1.000000e+01,4.000000e+00,7.142857e-01,2.857143e-01,1.400000e-02
"262","education",  10,  10,  1,1,0.002958580,4,0,1.000000e+00,9.000000e+00,1.000000e+00,9.000000e-01,1.000000e-01,1.000000e-02
"524","<leaf>",   8,   8,  0,1,0.000000000,0,0,1.000000e+00,8.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,8.000000e-03
"525","fnlwgt",   2,   2,  1,1,0.002958580,2,0,1.000000e+00,1.000000e+00,1.000000e+00,5.000000e-01,5.000000e-01,2.000000e-03
"1050","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
"1051","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"263","workclass",   4,   4,  1,2,0.003550296,4,0,2.000000e+00,1.000000e+00,3.000000e+00,2.500000e-01,7.500000e-01,4.000000e-03
"526","<leaf>",   1,   1,  0,1,0.000000000,0,0,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e-03
