"","count","ncat","improve","index","adj"
"marital-status",1000,7,80.9854762550882,1,0
"relationship",1000,6,78.9030784065143,2,0
"occupation",1000,15,41.2834385964913,3,0
"age",1000,-1,35.6695384615385,39.5,0
"hours-per-week",1000,-1,31.1101539542023,41.5,0
"relationship",0,6,0.997,4,0.990909090909091
"age",0,-1,0.727,39.5,0.172727272727273
"hours-per-week",0,-1,0.713,41.5,0.13030303030303
"occupation",0,15,0.708,5,0.115151515151515
"workclass",0,9,0.703,6,0.0999999999999998
"capital-gain",670,-1,7.34346286585092,10199.5,0
"capital-loss",670,-1,5.49933988229767,2350,0
"hours-per-week",670,-1,5.09002878623571,43.5,0
"education",670,16,3.93420802961937,7,0
"education-num",670,-1,3.93420802961937,13.5,0
"capital-loss",666,-1,5.56574674221735,2350,0
"education",666,16,4.10089040678743,8,0
"education-num",666,-1,4.10089040678743,13.5,0
"hours-per-week",666,-1,3.61976948881522,43.5,0
"occupation",666,15,3.14056150347153,9,0
"hours-per-week",663,-1,2.77345589491274,43.5,0
"occupation",663,15,2.66707076244688,10,0
"education",663,16,2.4377830103613,11,0
"education-num",663,-1,2.4377830103613,13.5,0
"fnlwgt",663,1,1.8664588772995,22215,0
"workclass",0,9,0.882352941176471,12,0.0714285714285712
"fnlwgt",0,1,0.877828054298643,34210,0.0357142857142856
"age",0,-1,0.8763197586727,83,0.0238095238095237
"education",0,16,0.8763197586727,13,0.0238095238095237
"education-num",0,-1,0.8763197586727,14.5,0.0238095238095237
"education",579,16,1.9348536732584,14,0
"education-num",579,-1,1.9348536732584,14.5,0
"marital-status",579,7,0.625884873527031,15,0
"capital-loss",579,-1,0.602493523316078,1738,0
"age",579,-1,0.500519428434661,49.5,0
"marital-status",578,7,0.669969835963226,16,0
"capital-loss",578,-1,0.60899854570987,1738,0
"age",578,-1,0.524642924896092,49.5,0
"workclass",578,9,0.2941912684974,17,0
"fnlwgt",578,-1,0.256778233442112,117064,0
"age",0,-1,0.865051903114187,39.5,0.257142857142857
"relationship",0,6,0.856401384083045,18,0.20952380952381
"native-country",0,42,0.828719723183391,19,0.0571428571428574
"education",0,16,0.825259515570934,20,0.0380952380952381
"education-num",0,1,0.821799307958478,3.5,0.0190476190476193
"workclass",473,9,0.38736018503463,21,0
"education",473,16,0.3207026693407,22,0
"education-num",473,-1,0.3207026693407,13.5,0
"fnlwgt",473,1,0.154091742221732,38409,0
"age",473,-1,0.0927551249994623,51.5,0
"occupation",0,15,0.99154334038055,23,0.200000000000002
"occupation",468,15,0.0563325563325536,24,0
"fnlwgt",468,-1,0.0157264957264911,188696.5,0
"age",468,1,0.00735440270323484,35.5,0
"workclass",468,9,0.00630850630849267,25,0
"capital-gain",468,1,0.00520516871226384,297,0
"native-country",0,42,0.931623931623932,26,0.0303030303030302
"age",33,-1,0.606060606060605,34.5,0
"education",33,16,0.12121212121212,27,0
"education-num",33,-1,0.12121212121212,12.5,0
"fnlwgt",33,-1,0.0822510822510818,186582.5,0
"sex",33,2,0.0822510822510818,28,0
"workclass",0,9,0.939393939393939,29,0.333333333333334
"age",3,1,1.33333333333333,45,0
"fnlwgt",3,-1,1.33333333333333,157502.5,0
"education",3,16,1.33333333333333,30,0
"education-num",3,-1,1.33333333333333,11,0
"marital-status",3,7,1.33333333333333,31,0
"age",5,-1,1.6,51.5,0
"fnlwgt",5,1,1.6,40621,0
"education",5,16,1.6,32,0
"education-num",5,-1,1.6,13.5,0
"occupation",5,15,0.266666666666667,33,0
"education",105,16,1.55018315018315,34,0
"education-num",105,-1,1.05134099616859,12.5,0
"capital-loss",105,-1,0.76569579288026,1712,0
"occupation",105,15,0.597916666666665,35,0
"sex",105,2,0.535665076841545,36,0
"education-num",0,-1,0.961904761904762,12.5,0.714285714285714
"workclass",0,9,0.876190476190476,37,0.0714285714285712
"capital-loss",0,-1,0.876190476190476,704,0.0714285714285712
"native-country",0,42,0.876190476190476,38,0.0714285714285712
"age",91,1,0.382842963488124,37.5,0
"sex",91,2,0.382842963488124,39,0
"occupation",91,15,0.28868428868429,40,0
"fnlwgt",91,-1,0.220802453360592,185200,0
"education",91,16,0.097279769410914,41,0
"education",0,16,0.714285714285714,42,0.161290322580645
"relationship",0,6,0.714285714285714,43,0.161290322580645
"marital-status",0,7,0.703296703296703,44,0.129032258064516
"native-country",0,42,0.703296703296703,45,0.129032258064516
"education-num",0,1,0.692307692307692,3.5,0.0967741935483871
"occupation",31,15,0.919354838709678,46,0
"sex",31,2,0.619354838709678,47,0
"age",31,-1,0.544354838709678,31.5,0
"fnlwgt",31,-1,0.544354838709678,185200,0
"education",31,16,0.36672325976231,48,0
"fnlwgt",0,-1,0.709677419354839,183812.5,0.25
"education",0,16,0.709677419354839,49,0.25
"age",0,-1,0.645161290322581,36.5,0.0833333333333333
"workclass",0,9,0.645161290322581,50,0.0833333333333333
"sex",0,2,0.645161290322581,51,0.0833333333333333
"education",12,16,1.22727272727273,52,0
"age",12,-1,0.75,30.5,0
"sex",12,2,0.75,53,0
"fnlwgt",12,-1,0.5,185200,0
"education-num",12,-1,0.3,8.5,0
"age",11,-1,0.872727272727273,33.5,0
"occupation",11,15,0.606060606060606,54,0
"fnlwgt",11,-1,0.494949494949494,315694,0
"sex",11,2,0.415584415584415,55,0
"education",11,16,0.272727272727272,56,0
"fnlwgt",0,1,0.636363636363636,209987,0.2
"education",0,16,0.636363636363636,57,0.2
"relationship",0,6,0.636363636363636,58,0.2
"sex",0,2,0.636363636363636,59,0.2
"fnlwgt",5,-1,0.9,315694,0
"occupation",5,15,0.9,60,0
"education",5,16,0.4,61,0
"education-num",5,-1,0.4,8.5,0
"sex",5,2,0.4,62,0
"age",4,-1,0.5,36,0
"fnlwgt",4,1,0.5,196972.5,0
"relationship",4,6,0.5,63,0
"education",4,16,0.166666666666667,64,0
"education-num",4,-1,0.166666666666667,8.5,0
"fnlwgt",0,1,1,196972.5,1
"fnlwgt",2,-1,1,127524,0
"relationship",2,6,1,65,0
"age",14,-1,1.53650793650794,48,0
"marital-status",14,7,1.0989010989011,66,0
"occupation",14,15,1.0989010989011,67,0
"capital-loss",14,-1,1.0989010989011,1672.5,0
"fnlwgt",14,-1,0.914285714285715,108440.5,0
"occupation",0,15,0.857142857142857,68,0.6
"fnlwgt",0,-1,0.714285714285714,196528,0.2
"hours-per-week",0,1,0.714285714285714,32,0.2
"marital-status",9,7,1.77777777777778,69,0
"age",9,1,0.444444444444445,41,0
"relationship",9,6,0.444444444444445,70,0
"fnlwgt",9,1,0.277777777777778,145564,0
"occupation",9,15,0.277777777777778,71,0
"occupation",5,15,2.4,72,0
"hours-per-week",5,-1,2.4,32.5,0
"fnlwgt",5,-1,1.06666666666667,215956,0
"relationship",5,6,0.9,73,0
"age",5,1,0.4,51,0
"hours-per-week",0,-1,1,32.5,1
"fnlwgt",0,-1,0.8,215956,0.5
"education",84,16,2.53759398496241,74,0
"education-num",84,-1,2.33333333333334,12.5,0
"occupation",84,15,2.12164502164503,75,0
"fnlwgt",84,1,1.65407509157509,164815.5,0
"race",84,5,1.44606999426277,76,0
"education-num",0,-1,0.988095238095238,12.5,0.962962962962963
"occupation",0,15,0.833333333333333,77,0.481481481481482
"workclass",0,9,0.726190476190476,78,0.148148148148148
"capital-gain",0,-1,0.702380952380952,3814.5,0.0740740740740738
"fnlwgt",57,1,2.25341130604288,26533.5,0
"race",57,5,1.76002506265664,79,0
"occupation",57,15,1.5719298245614,80,0
"age",57,-1,0.283040935672516,41.5,0
"hours-per-week",57,-1,0.278219132737505,72.5,0
"race",54,5,1.88958770090846,81,0
"occupation",54,15,0.557734204793028,82,0
"age",54,1,0.199677938808375,31.5,0
"marital-status",54,7,0.0871459694989132,83,0
"workclass",54,9,0.0740740740740757,84,0
"occupation",53,15,0.184486373165618,85,0
"fnlwgt",53,-1,0.11611030478955,222806,0
"age",53,1,0.053173241852488,31.5,0
"education",53,16,0.0363382250174691,86,0
"education-num",53,1,0.0247641509433962,9.5,0
"native-country",0,42,0.867924528301887,87,0.222222222222222
"fnlwgt",9,-1,0.444444444444445,213920.5,0
"age",9,1,0.277777777777778,32,0
"hours-per-week",9,1,0.277777777777778,52,0
"workclass",9,9,0.0634920634920637,88,0
"education",9,16,0.0634920634920637,89,0
"marital-status",0,7,0.777777777777778,90,0.333333333333333
"relationship",0,6,0.777777777777778,91,0.333333333333333
"native-country",0,42,0.777777777777778,92,0.333333333333333
"fnlwgt",3,1,1.33333333333333,237187.5,0
"age",3,-1,0.333333333333333,25,0
"marital-status",3,7,0.333333333333333,93,0
"relationship",3,6,0.333333333333333,94,0
"hours-per-week",3,-1,0.333333333333333,47.5,0
"age",3,-1,1.33333333333333,38.5,0
"marital-status",3,7,1.33333333333333,95,0
"workclass",3,9,0.333333333333333,96,0
"fnlwgt",3,1,0.333333333333333,22215,0
"hours-per-week",3,1,0.333333333333333,60,0
"workclass",27,9,2.52631578947368,97,0
"fnlwgt",27,1,2.25882352941176,168450,0
"relationship",27,6,1.92,98,0
"marital-status",27,7,0.986842105263158,99,0
"occupation",27,15,0.923076923076923,100,0
"fnlwgt",0,1,0.777777777777778,224252.5,0.25
"occupation",0,15,0.740740740740741,101,0.125
"fnlwgt",19,1,2.11004784688995,169053.5,0
"sex",19,2,2.11004784688995,102,0
"relationship",19,6,1.23839009287926,103,0
"marital-status",19,7,1.01654135338346,104,0
"age",19,-1,0.773684210526318,48,0
"age",0,1,0.684210526315789,36.5,0.25
"relationship",0,6,0.684210526315789,105,0.25
"occupation",0,15,0.631578947368421,106,0.125
"race",0,5,0.631578947368421,107,0.125
"hours-per-week",0,1,0.631578947368421,47.5,0.125
"age",11,-1,1.96363636363636,39.5,0
"fnlwgt",11,-1,0.935064935064935,186655,0
"marital-status",11,7,0.935064935064935,108,0
"occupation",11,15,0.649350649350648,109,0
"sex",11,2,0.649350649350648,110,0
"fnlwgt",0,-1,0.818181818181818,186655,0.6
"occupation",0,15,0.727272727272727,111,0.4
"education",0,16,0.636363636363636,112,0.2
"marital-status",0,7,0.636363636363636,113,0.2
"hours-per-week",0,1,0.636363636363636,47.5,0.2
"marital-status",5,7,2.4,114,0
"fnlwgt",5,1,1.06666666666667,209112.5,0
"sex",5,2,1.06666666666667,115,0
"age",5,1,0.9,57,0
"relationship",5,6,0.9,116,0
"fnlwgt",0,1,0.8,209112.5,0.5
"age",8,1,1.66666666666667,35.5,0
"fnlwgt",8,-1,1,91496,0
"sex",8,2,1,117,0
"hours-per-week",8,-1,1,47.5,0
"relationship",8,6,0.6,118,0
"fnlwgt",0,-1,0.75,108818.5,0.333333333333333
"education",0,16,0.75,119,0.333333333333333
"relationship",0,6,0.75,120,0.333333333333333
"age",3,-1,1.33333333333333,53,0
"fnlwgt",3,-1,1.33333333333333,91496,0
"education",3,16,1.33333333333333,121,0
"education-num",3,-1,1.33333333333333,15,0
"hours-per-week",3,-1,1.33333333333333,55,0
"occupation",330,15,30.1032938076416,122,0
"education",330,16,25.7479948358216,123,0
"education-num",330,-1,24.6906321823166,9.5,0
"age",330,-1,10.299266773251,38.5,0
"capital-gain",330,-1,9.69941348973606,5095.5,0
"education",0,16,0.766666666666667,124,0.442028985507247
"education-num",0,-1,0.766666666666667,12.5,0.442028985507247
"sex",0,2,0.63030303030303,125,0.115942028985507
"relationship",0,6,0.627272727272727,126,0.108695652173913
"workclass",0,9,0.618181818181818,127,0.0869565217391305
"education",192,16,8.71111111111109,128,0
"capital-gain",192,-1,6.73588342440803,4543,0
"age",192,-1,5.59299464466638,40.5,0
"education-num",192,-1,5.30408649441084,9.5,0
"hours-per-week",192,-1,3.79844961240309,36.5,0
"education-num",0,-1,0.911458333333333,9.5,0.763888888888889
"capital-gain",0,-1,0.661458333333333,4543,0.0972222222222223
"occupation",0,15,0.65625,129,0.0833333333333333
"workclass",0,9,0.645833333333333,130,0.0555555555555557
"native-country",0,42,0.645833333333333,131,0.0555555555555557
"age",120,-1,2.88905723905724,41.5,0
"workclass",120,9,2.76864406779661,132,0
"hours-per-week",120,-1,1.48760683760684,66.5,0
"occupation",120,15,1.39410774410774,133,0
"capital-gain",120,-1,1.37268907563026,4543,0
"education",0,16,0.616666666666667,134,0.148148148148148
"workclass",0,9,0.6,135,0.111111111111111
"fnlwgt",0,-1,0.583333333333333,237228.5,0.0740740740740741
"hours-per-week",0,-1,0.583333333333333,62.5,0.0740740740740741
"education-num",0,1,0.566666666666667,7,0.0370370370370369
"occupation",66,15,0.804924242424244,136,0
"race",66,5,0.742424242424244,137,0
"fnlwgt",66,-1,0.623376623376624,203261.5,0
"hours-per-week",66,-1,0.552769070010452,51,0
"education",66,16,0.306254029658286,138,0
"fnlwgt",0,-1,0.636363636363636,180971.5,0.25
"age",0,1,0.621212121212121,30.5,0.21875
"education",0,16,0.590909090909091,139,0.15625
"hours-per-week",0,-1,0.575757575757576,51,0.125
"workclass",0,9,0.545454545454545,140,0.0624999999999999
"age",32,-1,1.46975806451613,39,0
"race",32,5,1.46975806451613,141,0
"fnlwgt",32,-1,0.834325396825395,203261.5,0
"hours-per-week",32,-1,0.785326086956521,48,0
"education",32,16,0.520833333333333,142,0
"race",31,5,1.56774193548387,143,0
"education",31,16,0.491551459293395,144,0
"fnlwgt",31,-1,0.463468431210367,203689.5,0
"age",31,1,0.371103280021685,31,0
"education-num",31,-1,0.359046283309959,8.5,0
"fnlwgt",30,-1,0.784615384615384,203689.5,0
"age",30,1,0.685714285714284,31,0
"hours-per-week",30,-1,0.490909090909091,48,0
"education",30,16,0.3,145,0
"education-num",30,-1,0.218181818181818,8.5,0
"native-country",0,42,0.7,146,0.307692307692308
"workclass",0,9,0.633333333333333,147,0.153846153846154
"occupation",0,15,0.633333333333333,148,0.153846153846154
"capital-gain",0,-1,0.633333333333333,1890.5,0.153846153846154
"capital-loss",0,-1,0.633333333333333,814,0.153846153846154
"fnlwgt",13,1,1.61538461538461,246289.5,0
"age",13,1,1.18681318681319,31,0
"education",13,16,0.615384615384615,149,0
"native-country",13,42,0.615384615384615,150,0
"hours-per-week",13,-1,0.465384615384615,45,0
"age",0,-1,0.692307692307692,28.5,0.333333333333333
"occupation",0,15,0.692307692307692,151,0.333333333333333
"workclass",0,9,0.615384615384615,152,0.166666666666667
"education",0,16,0.615384615384615,153,0.166666666666667
"relationship",0,6,0.615384615384615,154,0.166666666666667
"age",6,1,3,31,0
"hours-per-week",6,-1,1.5,45,0
"workclass",6,9,0.6,155,0
"fnlwgt",6,1,0.6,206868,0
"education",6,16,0.6,156,0
"hours-per-week",0,-1,0.833333333333333,45,0.666666666666667
"workclass",0,9,0.666666666666667,157,0.333333333333333
"fnlwgt",0,1,0.666666666666667,216990.5,0.333333333333333
"education",0,16,0.666666666666667,158,0.333333333333333
"relationship",0,6,0.666666666666667,159,0.333333333333333
"workclass",54,9,2.05698005698006,160,0
"education",54,16,1.91137566137566,161,0
"hours-per-week",54,-1,1.8448343079922,41,0
"occupation",54,15,1.3994708994709,162,0
"race",54,5,1.18518518518518,163,0
"occupation",52,15,2.02251407129456,164,0
"education",52,16,1.49913244650087,165,0
"hours-per-week",52,-1,1.37062937062937,39,0
"capital-loss",52,-1,1.21047463175123,742.5,0
"workclass",52,9,1.16069812540401,166,0
"age",0,1,0.807692307692308,66,0.0909090909090911
"workclass",0,9,0.807692307692308,167,0.0909090909090911
"hours-per-week",0,-1,0.807692307692308,37,0.0909090909090911
"education",41,16,2.26086347070367,168,0
"race",41,5,1.6390243902439,169,0
"age",41,-1,1.05707994579946,57,0
"hours-per-week",41,-1,1.03361898483849,39,0
"fnlwgt",41,1,0.889024390243904,32802.5,0
"education-num",0,-1,0.853658536585366,8.5,0.5
"race",0,5,0.75609756097561,170,0.166666666666667
"hours-per-week",0,-1,0.75609756097561,39,0.166666666666667
"workclass",0,9,0.731707317073171,171,0.0833333333333334
"fnlwgt",0,-1,0.731707317073171,108989,0.0833333333333334
"fnlwgt",12,-1,0.333333333333333,196600.5,0
"age",12,1,0.166666666666667,51.5,0
"workclass",12,9,0.166666666666667,172,0
"occupation",12,15,0.166666666666667,173,0
"education",12,16,0.119047619047619,174,0
"occupation",0,15,0.833333333333333,175,0.5
"education",0,16,0.75,176,0.25
"race",0,5,0.75,177,0.25
"fnlwgt",4,1,1.5,261337,0
"occupation",4,15,1.5,178,0
"age",4,1,0.5,51.5,0
"race",4,5,0.5,179,0
"workclass",4,9,0.166666666666667,180,0
"age",29,-1,2.24337831084458,57,0
"fnlwgt",29,1,1.93430127041742,164864,0
"race",29,5,1.3448275862069,181,0
"hours-per-week",29,-1,1.25391849529781,41,0
"occupation",29,15,1.09230233368164,182,0
"occupation",23,15,1.27605244996549,183,0
"fnlwgt",23,1,1.00621118012423,164864,0
"capital-gain",23,-1,0.889328063241106,2589,0
"hours-per-week",23,-1,0.889328063241106,71,0
"workclass",23,9,0.834782608695653,184,0
"fnlwgt",0,1,0.739130434782609,177545,0.333333333333333
"age",0,-1,0.652173913043478,44.5,0.111111111111111
"capital-loss",0,-1,0.652173913043478,943.5,0.111111111111111
"hours-per-week",0,-1,0.652173913043478,43.5,0.111111111111111
"fnlwgt",14,1,1.56277056277056,155999.5,0
"capital-loss",14,-1,1.32967032967033,943.5,0
"age",14,-1,0.536507936507937,47.5,0
"workclass",14,9,0.350649350649352,185,0
"race",14,5,0.350649350649352,186,0
"education",0,16,0.857142857142857,187,0.333333333333333
"education-num",0,-1,0.857142857142857,10,0.333333333333333
"race",0,5,0.857142857142857,188,0.333333333333333
"fnlwgt",11,-1,1.81818181818182,478609.5,0
"age",11,-1,0.318181818181819,47.5,0
"hours-per-week",11,-1,0.318181818181819,41,0
"workclass",11,9,0.0681818181818186,189,0
"education",11,16,0.0681818181818186,190,0
"race",3,5,1.33333333333333,191,0
"age",3,1,0.333333333333333,43.5,0
"fnlwgt",3,1,0.333333333333333,119616,0
"education",3,16,0.333333333333333,192,0
"education-num",3,1,0.333333333333333,10,0
"fnlwgt",9,-1,1.77777777777778,208285.5,0
"hours-per-week",9,-1,1.01587301587302,46.5,0
"age",9,1,0.694444444444445,55.5,0
"capital-loss",9,1,0.694444444444445,2033,0
"occupation",9,15,0.444444444444445,193,0
"age",0,1,0.777777777777778,45.5,0.333333333333333
"occupation",0,15,0.777777777777778,194,0.333333333333333
"capital-gain",6,-1,1.06666666666667,2589,0
"hours-per-week",6,-1,1.06666666666667,58.5,0
"fnlwgt",6,1,0.666666666666667,164864,0
"age",6,-1,0.266666666666667,45.5,0
"capital-loss",6,1,0.266666666666667,2033,0
"age",5,1,0.6,47,0
"fnlwgt",5,1,0.6,85564,0
"capital-loss",5,-1,0.6,943.5,0
"occupation",5,15,0.266666666666667,195,0
"hours-per-week",5,1,0.1,42.5,0
"capital-loss",0,-1,1,943.5,1
"age",2,-1,1,45.5,0
"fnlwgt",2,1,1,111254,0
"occupation",2,15,1,196,0
"capital-loss",2,1,1,2033,0
"hours-per-week",2,1,1,42.5,0
"occupation",6,15,0.666666666666667,197,0
"age",6,1,0.333333333333333,61,0
"fnlwgt",6,1,0.333333333333333,179855,0
"hours-per-week",6,-1,0.333333333333333,42.5,0
"workclass",6,9,0.166666666666667,198,0
"age",2,1,1,60,0
"fnlwgt",2,1,1,179855,0
"hours-per-week",2,-1,1,42.5,0
"capital-gain",72,-1,2.72222222222222,4321,0
"occupation",72,15,2.56606532053404,199,0
"hours-per-week",72,-1,2.5393864013267,28.5,0
"fnlwgt",72,-1,2.34722222222222,70595,0
"native-country",72,42,2.23692810457516,200,0
"native-country",0,42,0.916666666666667,201,0.25
"occupation",64,15,2.32125603864734,202,0
"hours-per-week",64,-1,2.07627118644068,28.5,0
"fnlwgt",64,-1,2.04545454545455,151979.5,0
"race",64,5,1.63333333333333,203,0
"workclass",64,9,1.42542372881356,204,0
"age",0,-1,0.765625,26.5,0.166666666666667
"hours-per-week",0,-1,0.75,37.5,0.111111111111111
"relationship",0,6,0.734375,205,0.0555555555555556
"race",0,5,0.734375,206,0.0555555555555556
"sex",0,2,0.734375,207,0.0555555555555556
"age",18,-1,1.38888888888889,39,0
"workclass",18,9,1.28104575163399,208,0
"education",18,16,1.28104575163399,209,0
"education-num",18,1,1.28104575163399,8.5,0
"fnlwgt",18,1,0.888888888888888,182345,0
"workclass",0,9,0.722222222222222,210,0.166666666666667
"education",0,16,0.722222222222222,211,0.166666666666667
"occupation",0,15,0.722222222222222,212,0.166666666666667
"hours-per-week",0,-1,0.722222222222222,42,0.166666666666667
"native-country",0,42,0.722222222222222,213,0.166666666666667
"age",12,-1,0.233333333333333,33.5,0
"fnlwgt",12,-1,0.233333333333333,177904,0
"occupation",12,15,0.233333333333333,214,0
"hours-per-week",12,-1,0.0555555555555554,30,0
"workclass",12,9,0.0333333333333337,215,0
"workclass",0,9,0.666666666666667,216,0.2
"fnlwgt",0,-1,0.666666666666667,139802.5,0.2
"hours-per-week",0,-1,0.666666666666667,30,0.2
"age",5,1,0.6,34.5,0
"fnlwgt",5,-1,0.266666666666667,172822,0
"workclass",5,9,0.1,217,0
"occupation",5,15,0.1,218,0
"race",5,5,0.1,219,0
"fnlwgt",0,-1,0.8,172822,0.5
"fnlwgt",2,1,1,185903.5,0
"race",2,5,1,220,0
"age",6,1,1.5,42.5,0
"fnlwgt",6,1,1.5,92467.5,0
"hours-per-week",6,1,1.5,42,0
"workclass",6,9,0.6,221,0
"education",6,16,0.6,222,0
"age",4,-1,1.5,59.5,0
"fnlwgt",4,1,1.5,84102.5,0
"education",4,16,1.5,223,0
"education-num",4,1,1.5,8.5,0
"hours-per-week",4,1,0.5,42,0
"fnlwgt",46,-1,2.39769820971867,151979.5,0
"occupation",46,15,1.46814964610718,224,0
"age",46,1,1.13833992094861,62.5,0
"race",46,5,1.13833992094861,225,0
"capital-loss",46,1,1.13833992094861,1972,0
"education",0,16,0.760869565217391,226,0.0833333333333337
"relationship",0,6,0.760869565217391,227,0.0833333333333337
"sex",0,2,0.760869565217391,228,0.0833333333333337
"age",12,-1,1.22727272727273,53,0
"relationship",12,6,1.22727272727273,229,0
"sex",12,2,1.22727272727273,230,0
"fnlwgt",12,-1,0.5,35178,0
"occupation",12,15,0.5,231,0
"hours-per-week",11,-1,0.606060606060606,41.5,0
"age",11,-1,0.415584415584415,38.5,0
"fnlwgt",11,1,0.415584415584415,86947.5,0
"occupation",11,15,0.272727272727272,232,0
"workclass",11,9,0.161616161616162,233,0
"occupation",0,15,0.818181818181818,234,0.6
"age",0,-1,0.727272727272727,38.5,0.4
"workclass",0,9,0.727272727272727,235,0.4
"fnlwgt",0,1,0.727272727272727,86947.5,0.4
"education",0,16,0.636363636363636,236,0.2
"occupation",6,15,1.06666666666667,237,0
"hours-per-week",6,1,1.06666666666667,44,0
"age",6,1,0.666666666666667,43.5,0
"fnlwgt",6,-1,0.666666666666667,34620.5,0
"education",6,16,0.266666666666667,238,0
"hours-per-week",5,1,1.6,44,0
"age",5,1,0.266666666666667,43.5,0
"fnlwgt",5,-1,0.266666666666667,34620.5,0
"education",5,16,0.1,239,0
"education-num",5,1,0.1,11.5,0
"fnlwgt",34,1,1.96160130718954,238661.5,0
"age",34,1,1.62132352941176,62.5,0
"race",34,5,1.62132352941176,240,0
"capital-loss",34,1,1.62132352941176,1972,0
"hours-per-week",34,-1,1.62132352941176,26.5,0
"workclass",0,9,0.647058823529412,241,0.25
"age",0,1,0.617647058823529,36,0.1875
"hours-per-week",0,1,0.617647058823529,47.5,0.1875
"race",0,5,0.588235294117647,242,0.125
"capital-loss",0,-1,0.588235294117647,742.5,0.125
"age",16,1,1.44642857142857,31.5,0
