"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","capital-gain",1000,1000,215,1,0.213953488,4,1,1.000000e+00,7.850000e+02,2.150000e+02,7.850000e-01,2.150000e-01,1.000000e+00
"2","age", 950, 950,167,1,0.074418605,4,5,1.000000e+00,7.830000e+02,1.670000e+02,8.242105e-01,1.757895e-01,9.500000e-01
"4","hours-per-week", 543, 543, 29,1,0.013953488,4,0,1.000000e+00,5.140000e+02,2.900000e+01,9.465930e-01,5.340700e-02,5.430000e-01
"8","education", 532, 532, 22,1,0.009302326,4,1,1.000000e+00,5.100000e+02,2.200000e+01,9.586466e-01,4.135338e-02,5.320000e-01
"16","occupation", 528, 528, 19,1,0.006201550,4,5,1.000000e+00,5.090000e+02,1.900000e+01,9.640152e-01,3.598485e-02,5.280000e-01
"32","capital-loss", 428, 428,  6,1,0.003100775,4,0,1.000000e+00,4.220000e+02,6.000000e+00,9.859813e-01,1.401869e-02,4.280000e-01
"64","workclass", 420, 420,  4,1,0.002325581,4,0,1.000000e+00,4.160000e+02,4.000000e+00,9.904762e-01,9.523810e-03,4.200000e-01
"128","race", 417, 417,  3,1,0.002325581,4,1,1.000000e+00,4.140000e+02,3.000000e+00,9.928058e-01,7.194245e-03,4.170000e-01
"256","education", 413, 413,  2,1,0.001550388,4,5,1.000000e+00,4.110000e+02,2.000000e+00,9.951574e-01,4.842615e-03,4.130000e-01
"512","<leaf>", 348, 348,  0,1,0.000000000,0,0,1.000000e+00,3.480000e+02,0.000000e+00,1.000000e+00,0.000000e+00,3.480000e-01
"513","age",  65,  65,  2,1,0.001550388,4,3,1.000000e+00,6.300000e+01,2.000000e+00,9.692308e-01,3.076923e-02,6.500000e-02
"1026","<leaf>",  52,  52,  0,1,0.000000000,0,0,1.000000e+00,5.200000e+01,0.000000e+00,1.000000e+00,0.000000e+00,5.200000e-02
"1027","fnlwgt",  13,  13,  2,1,0.001550388,4,0,1.000000e+00,1.100000e+01,2.000000e+00,8.461538e-01,1.538462e-01,1.300000e-02
"2054","occupation",  11,  11,  1,1,0.001550388,4,1,1.000000e+00,1.000000e+01,1.000000e+00,9.090909e-01,9.090909e-02,1.100000e-02
