"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","occupation",1000,1000,189,1,0.182539683,4,5,  1.00000000,811.00000000,189.00000000,  0.81100000,  0.18900000,  1.00000000
"2","occupation", 675, 675, 45,1,0.011904762,4,5,  1.00000000,630.00000000, 45.00000000,  0.93333333,  0.06666667,  0.67500000
"4","education", 440, 440,  7,1,0.002645503,4,5,  1.00000000,433.00000000,  7.00000000,  0.98409091,  0.01590909,  0.44000000
"8","<leaf>", 302, 302,  0,1,0.000000000,0,0,  1.00000000,302.00000000,  0.00000000,  1.00000000,  0.00000000,  0.30200000
"9","relationship", 138, 138,  7,1,0.002645503,4,5,  1.00000000,131.00000000,  7.00000000,  0.94927536,  0.05072464,  0.13800000
"18","<leaf>", 100, 100,  0,1,0.000000000,0,0,  1.00000000,100.00000000,  0.00000000,  1.00000000,  0.00000000,  0.10000000
"19","age",  38,  38,  7,1,0.002645503,4,2,  1.00000000, 31.00000000,  7.00000000,  0.81578947,  0.18421053,  0.03800000
"38","<leaf>",  10,  10,  0,1,0.000000000,0,0,  1.00000000, 10.00000000,  0.00000000,  1.00000000,  0.00000000,  0.01000000
"39","age",  28,  28,  7,1,0.002645503,4,1,  1.00000000, 21.00000000,  7.00000000,  0.75000000,  0.25000000,  0.02800000
"78","age",  24,  24,  4,1,0.002645503,4,3,  1.00000000, 20.00000000,  4.00000000,  0.83333333,  0.16666667,  0.02400000
"156","occupation",  15,  15,  1,1,0.002645503,4,0,  1.00000000, 14.00000000,  1.00000000,  0.93333333,  0.06666667,  0.01500000
"312","<leaf>",  12,  12,  0,1,0.000000000,0,0,  1.00000000, 12.00000000,  0.00000000,  1.00000000,  0.00000000,  0.01200000
"313","hours-per-week",   3,   3,  1,1,0.002645503,4,0,  1.00000000,  2.00000000,  1.00000000,  0.66666667,  0.33333333,  0.00300000
"626","<leaf>",   2,   2,  0,1,0.000000000,0,0,  1.00000000,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  0.00200000
"627","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
