"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,194,1,0.136597938,4,5,  1.00000000,806.00000000,194.00000000,  0.80600000,  0.19400000,  1.00000000
"2","capital-gain", 631, 631, 23,1,0.030927835,4,0,  1.00000000,608.00000000, 23.00000000,  0.96354992,  0.03645008,  0.63100000
"4","education", 625, 625, 17,1,0.007731959,4,1,  1.00000000,608.00000000, 17.00000000,  0.97280000,  0.02720000,  0.62500000
"8","native-country", 620, 620, 14,1,0.006872852,4,0,  1.00000000,606.00000000, 14.00000000,  0.97741935,  0.02258065,  0.62000000
"16","workclass", 619, 619, 13,1,0.006872852,4,1,  1.00000000,606.00000000, 13.00000000,  0.97899838,  0.02100162,  0.61900000
"32","occupation", 602, 602,  9,1,0.003865979,4,4,  1.00000000,593.00000000,  9.00000000,  0.98504983,  0.01495017,  0.60200000
"64","fnlwgt", 491, 491,  1,1,0.002577320,4,1,  1.00000000,490.00000000,  1.00000000,  0.99796334,  0.00203666,  0.49100000
"128","<leaf>", 469, 469,  0,1,0.000000000,0,0,  1.00000000,469.00000000,  0.00000000,  1.00000000,  0.00000000,  0.46900000
"129","fnlwgt",  22,  22,  1,1,0.002577320,4,0,  1.00000000, 21.00000000,  1.00000000,  0.95454545,  0.04545455,  0.02200000
"258","<leaf>",  21,  21,  0,1,0.000000000,0,0,  1.00000000, 21.00000000,  0.00000000,  1.00000000,  0.00000000,  0.02100000
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,  2.00000000,  0.00000000,  1.00000000,  0.00000000,  1.00000000,  0.00100000
"65","education", 111, 111,  8,1,0.003865979,4,2,  1.00000000,103.00000000,  8.00000000,  0.92792793,  0.07207207,  0.11100000
"130","relationship", 106, 106,  6,1,0.003865979,4,2,  1.00000000,100.00000000,  6.00000000,  0.94339623,  0.05660377,  0.10600000
"260","fnlwgt",  91,  91,  3,1,0.003865979,4,1,  1.00000000, 88.00000000,  3.00000000,  0.96703297,  0.03296703,  0.09100000
"520","occupation",  82,  82,  1,1,0.001718213,4,1,  1.00000000, 81.00000000,  1.00000000,  0.98780488,  0.01219512,  0.08200000
