"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","marital-status",1000,1000,181,1,0.190607735,4,5,1.000000e+00,8.190000e+02,1.810000e+02,8.190000e-01,1.810000e-01,1.000000e+00
"2","capital-gain", 656, 656, 24,1,0.038674033,4,0,1.000000e+00,6.320000e+02,2.400000e+01,9.634146e-01,3.658537e-02,6.560000e-01
"4","education-num", 649, 649, 17,1,0.005524862,4,0,1.000000e+00,6.320000e+02,1.700000e+01,9.738059e-01,2.619414e-02,6.490000e-01
"8","hours-per-week", 644, 644, 14,1,0.004419890,4,2,1.000000e+00,6.300000e+02,1.400000e+01,9.782609e-01,2.173913e-02,6.440000e-01
"16","capital-loss", 555, 555,  4,1,0.004419890,4,0,1.000000e+00,5.510000e+02,4.000000e+00,9.927928e-01,7.207207e-03,5.550000e-01
"32","capital-gain", 554, 554,  3,1,0.003314917,4,0,1.000000e+00,5.510000e+02,3.000000e+00,9.945848e-01,5.415162e-03,5.540000e-01
"64","occupation", 551, 551,  2,1,0.003314917,4,1,1.000000e+00,5.490000e+02,2.000000e+00,9.963702e-01,3.629764e-03,5.510000e-01
"128","<leaf>", 519, 519,  0,1,0.000000000,0,0,1.000000e+00,5.190000e+02,0.000000e+00,1.000000e+00,0.000000e+00,5.190000e-01
"129","education",  32,  32,  2,1,0.003314917,4,2,1.000000e+00,3.000000e+01,2.000000e+00,9.375000e-01,6.250000e-02,3.200000e-02
"258","<leaf>",  28,  28,  0,1,0.000000000,0,0,1.000000e+00,2.800000e+01,0.000000e+00,1.000000e+00,0.000000e+00,2.800000e-02
"259","age",   4,   4,  2,1,0.003314917,4,1,1.000000e+00,2.000000e+00,2.000000e+00,5.000000e-01,5.000000e-01,4.000000e-03
"518","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"519","<leaf>",   2,   2,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,2.000000e-03
"65","age",   3,   3,  1,1,0.003314917,4,0,1.000000e+00,2.000000e+00,1.000000e+00,6.666667e-01,3.333333e-01,3.000000e-03
"130","<leaf>",   2,   2,  0,1,0.000000000,0,0,1.000000e+00,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,2.000000e-03
"131","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"33","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"17","occupation",  89,  89, 10,1,0.004419890,4,5,1.000000e+00,7.900000e+01,1.000000e+01,8.876404e-01,1.123596e-01,8.900000e-02
