"","count","ncat","improve","index","adj"
"relationship",1000,6,80.9639989631563,1,0
"marital-status",1000,7,80.1748842881452,2,0
"occupation",1000,15,44.112578949331,3,0
"capital-gain",1000,-1,42.5467372316802,5095.5,0
"education",1000,16,42.3016463386987,4,0
"marital-status",0,7,0.994,5,0.982248520710059
"sex",0,2,0.772,6,0.325443786982249
"occupation",0,15,0.733,7,0.210059171597633
"hours-per-week",0,-1,0.721,41,0.174556213017751
"workclass",0,9,0.703,8,0.121301775147929
"capital-gain",662,-1,7.52256678206409,7669.5,0
"education",662,16,6.98988365971529,9,0
"education-num",662,-1,6.98988365971529,13.5,0
"occupation",662,15,4.97697837635717,10,0
"hours-per-week",662,-1,3.41727214772411,47.5,0
"education",658,16,5.09155435661022,11,0
"education-num",658,-1,5.09155435661022,14.5,0
"hours-per-week",658,-1,3.31750404548223,53.5,0
"occupation",658,15,2.98782071390909,12,0
"age",658,-1,1.9370783532835,47.5,0
"education-num",0,-1,1,14.5,1
"age",649,-1,1.36852085905423,47.5,0
"occupation",649,15,1.24915419683193,13,0
"hours-per-week",649,-1,1.19211742762148,53.5,0
"education",649,16,1.18717123013694,14,0
"education-num",649,-1,1.18717123013694,12.5,0
"marital-status",0,7,0.906009244992296,15,0.140845070422535
"native-country",0,42,0.896764252696456,16,0.0563380281690144
"hours-per-week",0,1,0.893682588597843,7.5,0.0281690140845077
"marital-status",578,7,0.302772198965991,17,0
"occupation",578,15,0.203500940896424,18,0
"fnlwgt",578,-1,0.175911736312758,257856.5,0
"education",578,16,0.169832837857612,19,0
"education-num",578,-1,0.169832837857612,13.5,0
"fnlwgt",572,-1,0.198055944055938,257856.5,0
"education",572,16,0.176084413806805,20,0
"race",572,5,0.176084413806805,21,0
"education-num",572,-1,0.176084413806804,13.5,0
"occupation",572,15,0.175225431300166,22,0
"native-country",0,42,0.884615384615385,23,0.0833333333333327
"occupation",0,15,0.875874125874126,24,0.0138888888888882
"hours-per-week",0,-1,0.875874125874126,76,0.0138888888888882
"race",500,5,0.246000000000001,25,0
"workclass",500,9,0.218222222222223,26,0
