"","count","ncat","improve","index","adj"
"education",1000,16,47.232,1,0
"education-num",1000,-1,47.232,12.5,0
"occupation",1000,15,45.3978719027583,2,0
"capital-gain",1000,-1,29.4121838610828,7073.5,0
"capital-loss",1000,-1,23.0428739656949,1794.5,0
"education-num",0,-1,1,12.5,1
"occupation",0,15,0.872,3,0.288888888888889
"native-country",0,42,0.831,4,0.0611111111111112
"capital-gain",0,-1,0.83,6013.5,0.0555555555555556
"capital-loss",0,-1,0.823,1939.5,0.0166666666666667
"occupation",820,15,15.7209209961356,5,0
"capital-gain",820,-1,11.4376383763838,5095.5,0
"capital-loss",820,-1,9.2684777428272,1881.5,0
"education",820,16,8.64874148958117,6,0
"education-num",820,-1,7.63348207416524,7.5,0
"hours-per-week",0,-1,0.708536585365854,44.5,0.121323529411764
"fnlwgt",0,1,0.7,127460.5,0.0955882352941174
"education",0,16,0.7,7,0.0955882352941174
"workclass",0,9,0.698780487804878,8,0.0919117647058821
"education-num",0,-1,0.698780487804878,10.5,0.0919117647058821
"capital-gain",548,-1,4.16584370974669,4718.5,0
"occupation",548,15,1.5228032167335,9,0
"education",548,16,1.47388000976858,10,0
"hours-per-week",548,-1,1.34310493681819,41.5,0
"education-num",548,-1,1.10884711036896,11.5,0
"education",544,16,1.00628401140192,11,0
"occupation",544,15,0.928328773896308,12,0
"capital-loss",544,-1,0.903028000868247,1814,0
"age",544,-1,0.851444145248916,57.5,0
"hours-per-week",544,-1,0.805403335007405,43.5,0
"education-num",0,-1,0.970588235294118,8.5,0.929515418502203
"race",0,5,0.852941176470588,13,0.647577092511013
"age",0,1,0.840073529411765,52.5,0.616740088105727
"occupation",0,15,0.836397058823529,14,0.607929515418502
"fnlwgt",0,1,0.792279411764706,234284,0.502202643171806
"marital-status",227,7,3.57042505060127,15,0
"relationship",227,6,3.56664769195428,16,0
"age",227,-1,1.57081018362029,35.5,0
"sex",227,2,1.51279717479158,17,0
"capital-loss",227,-1,0.775349975526186,1814,0
"relationship",0,6,0.991189427312775,18,0.972972972972973
"sex",0,2,0.704845814977974,19,0.0945945945945947
"workclass",0,9,0.696035242290749,20,0.0675675675675674
"capital-gain",0,-1,0.696035242290749,2638.5,0.0675675675675674
"occupation",0,15,0.691629955947137,21,0.0540540540540541
"age",74,-1,1.34677049931287,32.5,0
"relationship",74,6,1.33283968900407,22,0
"capital-loss",74,-1,1.33283968900407,1813.5,0
"occupation",74,15,1.02528334786399,23,0
"fnlwgt",74,-1,0.924924924924927,108295.5,0
"workclass",59,9,1.19593220338983,24,0
"relationship",59,6,1.18351841028639,25,0
"capital-loss",59,-1,1.18351841028639,1813.5,0
"occupation",59,15,1.04220671319376,26,0
"hours-per-week",59,1,0.894393741851371,52.5,0
"age",0,-1,0.864406779661017,35.5,0.111111111111112
"fnlwgt",0,-1,0.864406779661017,37041.5,0.111111111111112
"race",0,5,0.864406779661017,27,0.111111111111112
"hours-per-week",50,1,1.06909090909091,52.5,0
"relationship",50,6,1.05795918367347,28,0
"capital-loss",50,-1,1.05795918367347,943.5,0
"age",50,1,0.921904761904763,36.5,0
"native-country",50,42,0.871111111111112,29,0
"native-country",0,42,0.9,30,0.166666666666667
"hours-per-week",44,-1,2.05561497326203,43.5,0
"relationship",44,6,0.951374207188163,31,0
"capital-loss",44,-1,0.951374207188163,943.5,0
"fnlwgt",44,-1,0.890909090909094,108295.5,0
"occupation",44,15,0.890909090909094,32,0
"fnlwgt",0,1,0.795454545454545,103035.5,0.0999999999999999
"relationship",0,6,0.795454545454545,33,0.0999999999999999
"occupation",34,15,1.35529411764706,34,0
"capital-loss",34,-1,1.20499108734403,943.5,0
"fnlwgt",34,1,0.768627450980393,177722,0
"hours-per-week",34,-1,0.649087221095336,32.5,0
"relationship",34,6,0.501960784313725,35,0
"hours-per-week",0,-1,0.823529411764706,32.5,0.333333333333333
"native-country",0,42,0.794117647058823,36,0.222222222222222
"fnlwgt",0,1,0.764705882352941,341720.5,0.111111111111111
"education",0,16,0.764705882352941,37,0.111111111111111
"capital-loss",25,-1,0.963333333333333,943.5,0
"age",25,-1,0.75012987012987,42,0
"fnlwgt",25,-1,0.445217391304347,110441.5,0
"relationship",25,6,0.445217391304347,38,0
"race",25,5,0.445217391304347,39,0
"age",24,-1,0.490093240093239,42,0
"fnlwgt",24,-1,0.416666666666666,324556.5,0
"relationship",24,6,0.371212121212119,40,0
"race",24,5,0.371212121212119,41,0
"sex",24,2,0.371212121212119,42,0
"fnlwgt",0,-1,0.666666666666667,139056,0.272727272727273
"capital-gain",0,1,0.625,3522.5,0.181818181818182
"workclass",0,9,0.583333333333333,43,0.0909090909090911
"education",0,16,0.583333333333333,44,0.0909090909090911
"education-num",0,1,0.583333333333333,9.5,0.0909090909090911
"fnlwgt",11,-1,1.47272727272727,324556.5,0
"age",11,1,0.872727272727273,37,0
"race",11,5,0.272727272727272,45,0
"occupation",11,15,0.161616161616162,46,0
"capital-gain",11,1,0.161616161616162,1971,0
"age",10,1,0.3,37,0
"fnlwgt",10,1,0.3,162255,0
"education",10,16,0.3,47,0
"education-num",10,-1,0.3,9.5,0
"occupation",10,15,0.2,48,0
"fnlwgt",0,1,0.8,162255,0.5
"race",0,5,0.7,49,0.25
"native-country",0,42,0.7,50,0.25
"education",4,16,1.5,51,0
"education-num",4,-1,1.5,9.5,0
"fnlwgt",4,-1,0.5,127005,0
"age",4,-1,0.166666666666667,34.5,0
"race",4,5,0.166666666666667,52,0
"age",13,1,0.820512820512819,44.5,0
"fnlwgt",13,1,0.820512820512819,129136,0
"race",13,5,0.820512820512819,53,0
"capital-gain",13,-1,0.820512820512819,1551.5,0
"hours-per-week",13,1,0.820512820512819,35.5,0
"fnlwgt",12,1,0.969696969696971,129136,0
"race",12,5,0.969696969696971,54,0
"hours-per-week",12,1,0.969696969696971,35.5,0
"occupation",12,15,0.888888888888889,55,0
"relationship",12,6,0.533333333333334,56,0
"race",11,5,1.16363636363636,57,0
"hours-per-week",11,1,1.16363636363636,35.5,0
"workclass",11,9,0.649350649350648,58,0
"fnlwgt",11,1,0.613636363636363,252778,0
"occupation",11,15,0.613636363636363,59,0
"hours-per-week",10,1,1.42222222222222,35.5,0
"workclass",10,9,1.2,60,0
"age",10,-1,0.45,62.5,0
"education",10,16,0.45,61,0
"education-num",10,-1,0.45,9.5,0
"workclass",9,9,0.777777777777778,62,0
"fnlwgt",9,1,0.444444444444445,179571.5,0
"occupation",9,15,0.444444444444445,63,0
"age",9,1,0.177777777777778,53.5,0
"relationship",9,6,0.0634920634920637,64,0
"age",2,1,1,53.5,0
"fnlwgt",2,1,1,214744,0
"education",2,16,1,65,0
"education-num",2,1,1,9.5,0
"race",2,5,1,66,0
"age",10,1,2.13333333333333,42,0
"fnlwgt",10,-1,2.13333333333333,182929,0
"workclass",10,9,1.8,67,0
"occupation",10,15,1.37142857142857,68,0
"education",10,16,0.609523809523809,69,0
"occupation",0,15,0.8,70,0.5
