"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","relationship",1000,1000,193,1,0.155440415,4,5,1.000000e+00,8.070000e+02,1.930000e+02,8.070000e-01,1.930000e-01,1.000000e+00
"2","capital-gain", 664, 664, 33,1,0.046632124,4,1,1.000000e+00,6.310000e+02,3.300000e+01,9.503012e-01,4.969880e-02,6.640000e-01
"4","capital-loss", 655, 655, 24,1,0.020725389,4,0,1.000000e+00,6.310000e+02,2.400000e+01,9.633588e-01,3.664122e-02,6.550000e-01
"8","education", 651, 651, 20,1,0.005181347,4,2,1.000000e+00,6.310000e+02,2.000000e+01,9.692780e-01,3.072197e-02,6.510000e-01
"16","native-country", 624, 624, 13,1,0.005181347,4,0,1.000000e+00,6.110000e+02,1.300000e+01,9.791667e-01,2.083333e-02,6.240000e-01
"32","age", 623, 623, 12,1,0.003454231,4,5,1.000000e+00,6.110000e+02,1.200000e+01,9.807384e-01,1.926164e-02,6.230000e-01
"64","education", 438, 438,  1,1,0.002590674,4,0,1.000000e+00,4.370000e+02,1.000000e+00,9.977169e-01,2.283105e-03,4.380000e-01
"128","<leaf>", 429, 429,  0,1,0.000000000,0,0,1.000000e+00,4.290000e+02,0.000000e+00,1.000000e+00,0.000000e+00,4.290000e-01
"129","hours-per-week",   9,   9,  1,1,0.002590674,4,0,1.000000e+00,8.000000e+00,1.000000e+00,8.888889e-01,1.111111e-01,9.000000e-03
"258","<leaf>",   8,   8,  0,1,0.000000000,0,0,1.000000e+00,8.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,8.000000e-03
"259","<leaf>",   1,   1,  0,2,0.000000000,0,0,2.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,1.000000e-03
"65","occupation", 185, 185, 11,1,0.003454231,4,5,1.000000e+00,1.740000e+02,1.100000e+01,9.405405e-01,5.945946e-02,1.850000e-01
