"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,52,1,0.576923077,3,3, 1.00000000,48.00000000,30.00000000,22.00000000, 0.48000000, 0.30000000, 0.22000000, 1.00000000
"2","<leaf>", 48, 48, 0,1,0.000000000,0,0, 1.00000000,48.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.48000000
"3","Petal.Width", 52, 52,22,2,0.365384615,3,3, 2.00000000, 0.00000000,30.00000000,22.00000000, 0.00000000, 0.57692308, 0.42307692, 0.52000000
"6","Petal.Length", 33, 33, 3,2,0.019230769,3,0, 2.00000000, 0.00000000,30.00000000, 3.00000000, 0.00000000, 0.90909091, 0.09090909, 0.33000000
"12","Sepal.Length", 30, 30, 1,2,0.009615385,3,0, 2.00000000, 0.00000000,29.00000000, 1.00000000, 0.00000000, 0.96666667, 0.03333333, 0.30000000
"24","<leaf>", 28, 28, 0,2,0.000000000,0,0, 2.00000000, 0.00000000,28.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.28000000
"25","Sepal.Width",  2,  2, 1,2,0.009615385,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02000000
"50","<leaf>",  1,  1, 0,2,0.000000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"51","<leaf>",  1,  1, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"13","Sepal.Length",  3,  3, 1,3,0.019230769,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"26","<leaf>",  1,  1, 0,2,0.000000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"27","<leaf>",  2,  2, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"7","<leaf>", 19, 19, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000,19.00000000, 0.00000000, 0.00000000, 1.00000000, 0.19000000
