"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,49,2,0.46938776,3,3, 2.00000000,23.00000000,51.00000000,26.00000000, 0.23000000, 0.51000000, 0.26000000, 1.00000000
"2","<leaf>", 23, 23, 0,1,0.00000000,0,0, 1.00000000,23.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.23000000
"3","Petal.Width", 77, 77,26,2,0.46938776,3,3, 2.00000000, 0.00000000,51.00000000,26.00000000, 0.00000000, 0.66233766, 0.33766234, 0.77000000
"6","Petal.Length", 52, 52, 2,2,0.02040816,3,0, 2.00000000, 0.00000000,50.00000000, 2.00000000, 0.00000000, 0.96153846, 0.03846154, 0.52000000
"12","<leaf>", 49, 49, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,49.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.49000000
"13","Sepal.Length",  3,  3, 1,3,0.02040816,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"26","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"27","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"7","Petal.Length", 25, 25, 1,3,0.01020408,3,0, 3.00000000, 0.00000000, 1.00000000,24.00000000, 0.00000000, 0.04000000, 0.96000000, 0.25000000
"14","Sepal.Length",  3,  3, 1,3,0.01020408,1,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"28","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"29","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"15","<leaf>", 22, 22, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,22.00000000, 0.00000000, 0.00000000, 1.00000000, 0.22000000
