"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,49,3,0.46938776,3,3, 3.00000000,24.00000000,25.00000000,50.00000000, 0.24242424, 0.25252525, 0.50505051, 1.00000000
"2","Petal.Length",47,47,23,1,0.44897959,3,3, 1.00000000,24.00000000,22.00000000, 1.00000000, 0.51063830, 0.46808511, 0.02127660, 0.47474747
"4","<leaf>",24,24, 0,1,0.00000000,0,0, 1.00000000,24.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.24242424
"5","Petal.Width",23,23, 1,2,0.01020408,3,1, 2.00000000, 0.00000000,22.00000000, 1.00000000, 0.00000000, 0.95652174, 0.04347826, 0.23232323
"10","<leaf>",21,21, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,21.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.21212121
"11","Sepal.Length", 2, 2, 1,2,0.01020408,1,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"22","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"23","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"3","Petal.Width",52,52, 3,3,0.02040816,3,0, 3.00000000, 0.00000000, 3.00000000,49.00000000, 0.00000000, 0.05769231, 0.94230769, 0.52525253
"6","Petal.Length", 6, 6, 3,2,0.02040816,3,0, 2.00000000, 0.00000000, 3.00000000, 3.00000000, 0.00000000, 0.50000000, 0.50000000, 0.06060606
"12","Sepal.Width", 4, 4, 1,2,0.02040816,3,0, 2.00000000, 0.00000000, 3.00000000, 1.00000000, 0.00000000, 0.75000000, 0.25000000, 0.04040404
"24","<leaf>", 3, 3, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.03030303
"25","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"13","<leaf>", 2, 2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"7","<leaf>",46,46, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,46.00000000, 0.00000000, 0.00000000, 1.00000000, 0.46464646
