"","count","ncat","improve","index","adj"
"Petal.Length",100,-1,33.4928205128205,4.75,0
"Petal.Width",100,-1,33.2392592592593,1.75,0
"Sepal.Length",100,-1,25.4854945054945,5.75,0
"Sepal.Width",100,1,8.07941520467837,3.25,0
"Petal.Width",0,-1,0.96,1.45,0.916666666666667
"Sepal.Length",0,-1,0.88,5.85,0.75
"Sepal.Width",0,1,0.63,3.25,0.229166666666667
"Petal.Length",48,-1,23.8333333333333,2.6,0
"Petal.Width",48,-1,23.8333333333333,0.8,0
"Sepal.Length",48,-1,16.504662004662,5.45,0
"Sepal.Width",48,1,10.6777777777778,2.95,0
"Petal.Width",0,-1,1,0.8,1
"Sepal.Length",0,-1,0.916666666666667,5.45,0.818181818181818
"Sepal.Width",0,1,0.833333333333333,2.95,0.636363636363636
"Petal.Width",52,-1,2.65384615384616,1.75,0
"Petal.Length",52,-1,1.15384615384616,5.2,0
"Sepal.Width",52,-1,0.510989010989012,3.15,0
"Sepal.Length",52,1,0.370512820512821,6.6,0
"Sepal.Length",6,-1,0.6,7.05,0
"Sepal.Width",6,1,0.6,2.45,0
"Petal.Length",6,-1,0.6,4.95,0
"Petal.Width",6,1,0.6,1.65,0
"Sepal.Length",5,1,1.06666666666667,6.5,0
"Sepal.Width",5,1,1.06666666666667,2.9,0
"Petal.Width",5,1,1.06666666666667,1.55,0
"Petal.Length",5,-1,0.4,4.95,0
"Sepal.Width",0,1,1,2.9,1
"Petal.Length",0,-1,0.8,5.05,0.5
"Petal.Width",3,1,1.33333333333333,1.55,0
"Sepal.Length",3,-1,0.333333333333333,6.15,0
"Sepal.Width",3,1,0.333333333333333,2.45,0
"Petal.Length",3,1,0.333333333333333,5.05,0
