"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,50,3,0.58,3,3, 3.00000000,29.00000000,21.00000000,49.00000000, 0.29292929, 0.21212121, 0.49494949, 1.00000000
"2","Petal.Length",48,48,19,1,0.38,3,3, 1.00000000,29.00000000,19.00000000, 0.00000000, 0.60416667, 0.39583333, 0.00000000, 0.48484848
"4","<leaf>",29,29, 0,1,0.00,0,0, 1.00000000,29.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.29292929
"5","<leaf>",19,19, 0,2,0.00,0,0, 2.00000000, 0.00000000,19.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.19191919
"3","Sepal.Length",51,51, 2,3,0.02,3,0, 3.00000000, 0.00000000, 2.00000000,49.00000000, 0.00000000, 0.03921569, 0.96078431, 0.51515152
"6","<leaf>", 1, 1, 0,2,0.00,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"7","Petal.Width",50,50, 1,3,0.01,3,0, 3.00000000, 0.00000000, 1.00000000,49.00000000, 0.00000000, 0.02000000, 0.98000000, 0.50505051
"14","Sepal.Length", 2, 2, 1,2,0.01,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"28","<leaf>", 1, 1, 0,2,0.00,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"29","<leaf>", 1, 1, 0,3,0.00,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"15","<leaf>",48,48, 0,3,0.00,0,0, 3.00000000, 0.00000000, 0.00000000,48.00000000, 0.00000000, 0.00000000, 1.00000000, 0.48484848
