"","count","ncat","improve","index","adj"
"Petal.Width",100,-1,36.0184615384615,1.7,0
"Petal.Length",100,-1,34.7286994797919,4.75,0
"Sepal.Length",100,-1,24.0312820512821,6.15,0
"Sepal.Width",100,1,12.5609523809524,3.15,0
"Petal.Length",0,-1,0.97,4.75,0.9375
"Sepal.Length",0,-1,0.88,6.15,0.75
"Sepal.Width",0,1,0.67,3.05,0.3125
"Petal.Length",52,-1,25.0384615384615,2.35,0
"Petal.Width",52,-1,25.0384615384615,0.8,0
"Sepal.Width",52,1,13.4472955829777,3.15,0
"Sepal.Length",52,-1,11.8076923076923,5.45,0
"Petal.Width",0,-1,1,0.8,1
"Sepal.Width",0,1,0.865384615384615,3.15,0.730769230769231
"Sepal.Length",0,-1,0.846153846153846,5.45,0.692307692307692
"Sepal.Length",26,-1,1.92307692307692,7.05,0
"Petal.Length",26,-1,1.92307692307692,5.45,0
"Petal.Width",26,-1,0.589743589743589,1.55,0
"Sepal.Width",26,-1,0.145299145299144,2.95,0
