"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Width",99,99,45,3,0.51111111,3,3, 3.00000000,24.00000000,21.00000000,54.00000000, 0.24242424, 0.21212121, 0.54545455, 1.00000000
"2","Petal.Length",45,45,21,1,0.44444444,3,3, 1.00000000,24.00000000,20.00000000, 1.00000000, 0.53333333, 0.44444444, 0.02222222, 0.45454545
"4","<leaf>",24,24, 0,1,0.00000000,0,0, 1.00000000,24.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.24242424
"5","Petal.Length",21,21, 1,2,0.01111111,3,0, 2.00000000, 0.00000000,20.00000000, 1.00000000, 0.00000000, 0.95238095, 0.04761905, 0.21212121
"10","<leaf>",19,19, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,19.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.19191919
"11","Sepal.Length", 2, 2, 1,2,0.01111111,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"22","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"23","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"3","Petal.Length",54,54, 1,3,0.01111111,3,0, 3.00000000, 0.00000000, 1.00000000,53.00000000, 0.00000000, 0.01851852, 0.98148148, 0.54545455
"6","Sepal.Length", 2, 2, 1,2,0.01111111,1,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"12","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"13","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"7","<leaf>",52,52, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,52.00000000, 0.00000000, 0.00000000, 1.00000000, 0.52525253
