"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,49,2,0.48979592,3,3, 2.00000000,24.00000000,50.00000000,25.00000000, 0.24242424, 0.50505051, 0.25252525, 1.00000000
"2","<leaf>",24,24, 0,1,0.00000000,0,0, 1.00000000,24.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.24242424
"3","Petal.Width",75,75,25,2,0.42857143,3,3, 2.00000000, 0.00000000,50.00000000,25.00000000, 0.00000000, 0.66666667, 0.33333333, 0.75757576
"6","Petal.Length",50,50, 2,2,0.02040816,3,0, 2.00000000, 0.00000000,48.00000000, 2.00000000, 0.00000000, 0.96000000, 0.04000000, 0.50505051
"12","<leaf>",47,47, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,47.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.47474747
"13","Sepal.Width", 3, 3, 1,3,0.02040816,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03030303
"26","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"27","<leaf>", 2, 2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"7","Petal.Length",25,25, 2,3,0.01020408,3,3, 3.00000000, 0.00000000, 2.00000000,23.00000000, 0.00000000, 0.08000000, 0.92000000, 0.25252525
"14","Sepal.Width", 7, 7, 2,3,0.01020408,3,2, 3.00000000, 0.00000000, 2.00000000, 5.00000000, 0.00000000, 0.28571429, 0.71428571, 0.07070707
"28","Sepal.Length", 3, 3, 1,2,0.01020408,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03030303
"56","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"57","Sepal.Length", 2, 2, 1,2,0.01020408,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"114","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"115","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"29","<leaf>", 4, 4, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 4.00000000, 0.00000000, 0.00000000, 1.00000000, 0.04040404
"15","<leaf>",18,18, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,18.00000000, 0.00000000, 0.00000000, 1.00000000, 0.18181818
