"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,45,3,0.55555556,3,3, 3.00000000,27.00000000,18.00000000,54.00000000, 0.27272727, 0.18181818, 0.54545455, 1.00000000
"2","Petal.Length",45,45,18,1,0.35555556,3,3, 1.00000000,27.00000000,16.00000000, 2.00000000, 0.60000000, 0.35555556, 0.04444444, 0.45454545
"4","<leaf>",27,27, 0,1,0.00000000,0,0, 1.00000000,27.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.27272727
"5","Petal.Width",18,18, 2,2,0.02222222,3,1, 2.00000000, 0.00000000,16.00000000, 2.00000000, 0.00000000, 0.88888889, 0.11111111, 0.18181818
"10","<leaf>",15,15, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,15.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.15151515
"11","Sepal.Width", 3, 3, 1,3,0.02222222,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03030303
"22","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"23","<leaf>", 2, 2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"3","Petal.Length",54,54, 2,3,0.02222222,3,0, 3.00000000, 0.00000000, 2.00000000,52.00000000, 0.00000000, 0.03703704, 0.96296296, 0.54545455
"6","Sepal.Length", 5, 5, 2,3,0.02222222,3,2, 3.00000000, 0.00000000, 2.00000000, 3.00000000, 0.00000000, 0.40000000, 0.60000000, 0.05050505
"12","<leaf>", 2, 2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02020202
"13","<leaf>", 3, 3, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.03030303
"7","<leaf>",49,49, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,49.00000000, 0.00000000, 0.00000000, 1.00000000, 0.49494949
