"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,46,1,0.52173913,3,3, 1.00000000,53.00000000,24.00000000,22.00000000, 0.53535354, 0.24242424, 0.22222222, 1.00000000
"2","<leaf>",53,53, 0,1,0.00000000,0,0, 1.00000000,53.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.53535354
"3","Petal.Length",46,46,22,2,0.43478261,3,3, 2.00000000, 0.00000000,24.00000000,22.00000000, 0.00000000, 0.52173913, 0.47826087, 0.46464646
"6","<leaf>",22,22, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,22.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.22222222
"7","Petal.Width",24,24, 2,3,0.01449275,3,0, 3.00000000, 0.00000000, 2.00000000,22.00000000, 0.00000000, 0.08333333, 0.91666667, 0.24242424
"14","Petal.Length", 5, 5, 2,3,0.01449275,3,1, 3.00000000, 0.00000000, 2.00000000, 3.00000000, 0.00000000, 0.40000000, 0.60000000, 0.05050505
"28","Sepal.Length", 3, 3, 1,2,0.01449275,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03030303
"56","<leaf>", 2, 2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02020202
"57","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"29","<leaf>", 2, 2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"15","<leaf>",19,19, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,19.00000000, 0.00000000, 0.00000000, 1.00000000, 0.19191919
