"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Width",100,100,46,2,0.50000000,3,2, 2.00000000,21.00000000,54.00000000,25.00000000, 0.21000000, 0.54000000, 0.25000000, 1.00000000
"2","Petal.Length", 75, 75,22,2,0.45652174,3,3, 2.00000000,21.00000000,53.00000000, 1.00000000, 0.28000000, 0.70666667, 0.01333333, 0.75000000
"4","<leaf>", 21, 21, 0,1,0.00000000,0,0, 1.00000000,21.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.21000000
"5","Petal.Length", 54, 54, 1,2,0.01086957,3,0, 2.00000000, 0.00000000,53.00000000, 1.00000000, 0.00000000, 0.98148148, 0.01851852, 0.54000000
"10","<leaf>", 52, 52, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,52.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.52000000
"11","Sepal.Length",  2,  2, 1,2,0.01086957,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02000000
"22","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"23","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"3","Petal.Length", 25, 25, 1,3,0.01086957,3,0, 3.00000000, 0.00000000, 1.00000000,24.00000000, 0.00000000, 0.04000000, 0.96000000, 0.25000000
"6","Sepal.Length",  3,  3, 1,3,0.01086957,1,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"12","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"13","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"7","<leaf>", 22, 22, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,22.00000000, 0.00000000, 0.00000000, 1.00000000, 0.22000000
