"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,46,1,0.67391304,3,3, 1.00000000,53.00000000,31.00000000,15.00000000, 0.53535354, 0.31313131, 0.15151515, 1.00000000
"2","<leaf>",53,53, 0,1,0.00000000,0,0, 1.00000000,53.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.53535354
"3","Petal.Length",46,46,15,2,0.23913043,3,3, 2.00000000, 0.00000000,31.00000000,15.00000000, 0.00000000, 0.67391304, 0.32608696, 0.46464646
"6","Sepal.Length",29,29, 1,2,0.02173913,3,0, 2.00000000, 0.00000000,28.00000000, 1.00000000, 0.00000000, 0.96551724, 0.03448276, 0.29292929
"12","<leaf>",28,28, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,28.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.28282828
"13","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"7","Petal.Width",17,17, 3,3,0.03260870,3,1, 3.00000000, 0.00000000, 3.00000000,14.00000000, 0.00000000, 0.17647059, 0.82352941, 0.17171717
"14","Petal.Length", 5, 5, 2,2,0.03260870,3,0, 2.00000000, 0.00000000, 3.00000000, 2.00000000, 0.00000000, 0.60000000, 0.40000000, 0.05050505
"28","<leaf>", 3, 3, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.03030303
"29","<leaf>", 2, 2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"15","<leaf>",12,12, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,12.00000000, 0.00000000, 0.00000000, 1.00000000, 0.12121212
