"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,51,2,0.490196078,3,3, 2.00000000,25.00000000,48.00000000,26.00000000, 0.25252525, 0.48484848, 0.26262626, 1.00000000
"2","<leaf>",25,25, 0,1,0.000000000,0,0, 1.00000000,25.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.25252525
"3","Petal.Length",74,74,26,2,0.450980392,3,3, 2.00000000, 0.00000000,48.00000000,26.00000000, 0.00000000, 0.64864865, 0.35135135, 0.74747475
"6","Petal.Width",47,47, 1,2,0.019607843,3,0, 2.00000000, 0.00000000,46.00000000, 1.00000000, 0.00000000, 0.97872340, 0.02127660, 0.47474747
"12","<leaf>",46,46, 0,2,0.000000000,0,0, 2.00000000, 0.00000000,46.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.46464646
"13","<leaf>", 1, 1, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"7","Petal.Length",27,27, 2,3,0.009803922,3,2, 3.00000000, 0.00000000, 2.00000000,25.00000000, 0.00000000, 0.07407407, 0.92592593, 0.27272727
"14","Sepal.Width", 6, 6, 2,3,0.009803922,2,2, 3.00000000, 0.00000000, 2.00000000, 4.00000000, 0.00000000, 0.33333333, 0.66666667, 0.06060606
"28","Sepal.Length", 3, 3, 1,2,0.009803922,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03030303
"56","<leaf>", 1, 1, 0,2,0.000000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"57","Sepal.Length", 2, 2, 1,2,0.009803922,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"114","<leaf>", 1, 1, 0,2,0.000000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"115","<leaf>", 1, 1, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"29","<leaf>", 3, 3, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.03030303
"15","<leaf>",21,21, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000,21.00000000, 0.00000000, 0.00000000, 1.00000000, 0.21212121
