"","count","ncat","improve","index","adj"
"Petal.Length",100,-1,37.68,2.5,0
"Petal.Width",100,-1,37.68,0.75,0
"Sepal.Length",100,-1,26.1065353037767,5.75,0
"Sepal.Width",100,1,18.07,3.35,0
"Petal.Width",0,-1,1,0.75,1
"Sepal.Length",0,-1,0.9,5.35,0.8
"Sepal.Width",0,1,0.84,3.05,0.68
"Petal.Width",50,-1,20.9066666666667,1.65,0
"Petal.Length",50,-1,15.7775212224109,4.75,0
"Sepal.Width",50,-1,5.10511627906977,2.45,0
"Sepal.Length",50,-1,4.59454545454545,6.25,0
"Petal.Length",0,-1,0.94,4.75,0.85
"Sepal.Width",0,-1,0.74,2.45,0.35
"Sepal.Length",0,-1,0.72,6.25,0.3
"Petal.Width",30,-1,0.804761904761905,1.75,0
"Petal.Length",30,-1,0.733333333333333,5.05,0
"Sepal.Width",30,1,0.233333333333333,2.95,0
"Sepal.Length",30,-1,0.154385964912281,6.75,0
"Sepal.Length",2,1,1,5.8,0
"Sepal.Width",2,1,1,2.75,0
"Petal.Length",2,1,1,4.75,0
"Petal.Length",28,-1,0.595238095238094,4.85,0
"Sepal.Length",28,-1,0.328571428571428,5.95,0
"Sepal.Width",28,1,0.214285714285714,3.15,0
"Petal.Width",28,-1,0.178571428571428,1.85,0
"Sepal.Length",3,-1,1.33333333333333,5.95,0
"Sepal.Width",3,1,1.33333333333333,3.1,0
