"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,48,3,0.60416667,3,3, 3.00000000,29.00000000,19.00000000,52.00000000, 0.29000000, 0.19000000, 0.52000000, 1.00000000
"2","<leaf>", 29, 29, 0,1,0.00000000,0,0, 1.00000000,29.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.29000000
"3","Petal.Width", 71, 71,19,3,0.31250000,3,3, 3.00000000, 0.00000000,19.00000000,52.00000000, 0.00000000, 0.26760563, 0.73239437, 0.71000000
"6","Petal.Length", 23, 23, 4,2,0.02083333,3,1, 2.00000000, 0.00000000,19.00000000, 4.00000000, 0.00000000, 0.82608696, 0.17391304, 0.23000000
"12","Sepal.Length", 18, 18, 1,2,0.02083333,3,0, 2.00000000, 0.00000000,17.00000000, 1.00000000, 0.00000000, 0.94444444, 0.05555556, 0.18000000
"24","<leaf>", 17, 17, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,17.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.17000000
"25","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"13","Petal.Width",  5,  5, 2,3,0.02083333,3,2, 3.00000000, 0.00000000, 2.00000000, 3.00000000, 0.00000000, 0.40000000, 0.60000000, 0.05000000
"26","Sepal.Length",  3,  3, 1,2,0.02083333,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03000000
"52","<leaf>",  2,  2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02000000
"53","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"27","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"7","<leaf>", 48, 48, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,48.00000000, 0.00000000, 0.00000000, 1.00000000, 0.48000000
